,NPM,NAA,NLK,NLM,NAU
85,[2.054840301833804e-07],[0.001828120817983197],[1.2106175448119908e-07],[1.759703985085913e-07],[3.684834271309068]
86,[2.117935354922667e-07],[0.0018276759309508513],[1.0687096820352245e-07],[1.5763029175201018e-07],[3.508381674880963]
87,[1.903861424981216e-07],[0.001828511859605957],[1.0737715133404997e-07],[2.0056921270196935e-07],[4.895882074854517]
88,[2.0075020281607388e-07],[0.001827697066997256],[1.1156030403548122e-07],[1.5293667248824609e-07],[2.9102081838503246]
89,[1.9837796580958417e-07],[0.0018245721636380374],[1.0510971365791849e-07],[1.543301250820178e-07],[3.126390837485395]
90,[2.0393645636855332e-07],[0.001824641350309746],[1.0597360646349845e-07],[1.7181533529426076e-07],[3.719144877761638]
91,[1.617575019871444e-07],[0.0018212618182330122],[7.475045935195143e-08],[1.517885512443081e-07],[0.834695389269745]
92,[1.7641918404786117e-07],[0.0018212095257879222],[6.774131690608392e-08],[1.3668602661264652e-07],[1.0662960653200335]
93,[1.5771032135756472e-07],[0.00182121924731683],[5.984900706990336e-08],[1.634514253755215e-07],[1.0627929410088763]
94,[1.8038714621467892e-07],[0.0018212491251519362],[6.124261983913705e-08],[1.368363621825976e-07],[1.2019924032450324]
95,[1.8187954314181515e-07],[0.0018212913767507815],[5.8017845667110964e-08],[1.4482551582846767e-07],[0.9293195029931869]
96,[1.898364884607899e-07],[0.001826313357862662],[1.2671513523950507e-07],[1.9170098766164537e-07],[3.4844765520374326]
97,[2.461400256144377e-07],[0.0018263312743760215],[1.2385809877933864e-07],[1.7313243563438668e-07],[3.4922367553163105]
98,[2.1123750773000512e-07],[0.0018265517539276062],[1.255694118453966e-07],[1.7884301838231125e-07],[3.403990802356435]
99,[2.260228716129751e-07],[0.00182649890929831],[1.2581641030997745e-07],[2.0140998629239276e-07],[3.187205071803786]
100,[2.111432255560974e-07],[0.001826687930171203],[1.2883697009287473e-07],[1.838027412169233e-07],[3.430496113266802]
101,[2.054840301833804e-07],[0.001828120817983197],[1.2106175448119908e-07],[1.759703985085913e-07],[3.684834271309068]
102,[2.117935354922667e-07],[0.0018276759309508513],[1.0687096820352245e-07],[1.5763029175201018e-07],[3.508381674880963]
103,[1.903861424981216e-07],[0.001828511859605957],[1.0737715133404997e-07],[2.0056921270196935e-07],[4.895882074854517]
104,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
105,[1.687453120422801e-07],[0.0018214165005916777],[7.169882325905937e-08],[1.5008924616939683e-07],[1.139869351258275]
106,[1.7340774342580146e-07],[0.0018213289015310624],[5.956427611886012e-08],[1.5067981990134052e-07],[1.079634909300504]
107,[1.5734079622101335e-07],[0.0018212408126427582],[6.210688534204165e-08],[1.4319921020192408e-07],[1.089730210065082]
108,[1.4472247217821238e-07],[0.0018213504224269923],[6.226006760551872e-08],[1.254358085185189e-07],[0.8169400018156796]
109,[2.0075020281607388e-07],[0.001827697066997256],[1.1156030403548122e-07],[1.5293667248824609e-07],[2.9102081838503246]
110,[1.617575019871444e-07],[0.0018212618182330122],[7.475045935195143e-08],[1.517885512443081e-07],[0.834695389269745]
111,[1.8187954314181515e-07],[0.0018212913767507815],[5.8017845667110964e-08],[1.4482551582846767e-07],[0.9293195029931869]
112,[1.898364884607899e-07],[0.001826313357862662],[1.2671513523950507e-07],[1.9170098766164537e-07],[3.4844765520374326]
113,[2.461400256144377e-07],[0.0018263312743760215],[1.2385809877933864e-07],[1.7313243563438668e-07],[3.4922367553163105]
114,[2.1123750773000512e-07],[0.0018265517539276062],[1.255694118453966e-07],[1.7884301838231125e-07],[3.403990802356435]
115,[2.260228716129751e-07],[0.00182649890929831],[1.2581641030997745e-07],[2.0140998629239276e-07],[3.187205071803786]
116,[2.111432255560974e-07],[0.001826687930171203],[1.2883697009287473e-07],[1.838027412169233e-07],[3.430496113266802]
117,[2.054840301833804e-07],[0.001828120817983197],[1.2106175448119908e-07],[1.759703985085913e-07],[3.684834271309068]
118,[2.117935354922667e-07],[0.0018276759309508513],[1.0687096820352245e-07],[1.5763029175201018e-07],[3.508381674880963]
119,[1.903861424981216e-07],[0.001828511859605957],[1.0737715133404997e-07],[2.0056921270196935e-07],[4.895882074854517]
120,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
121,[1.687453120422801e-07],[0.0018214165005916777],[7.169882325905937e-08],[1.5008924616939683e-07],[1.139869351258275]
122,[1.7340774342580146e-07],[0.0018213289015310624],[5.956427611886012e-08],[1.5067981990134052e-07],[1.079634909300504]
123,[1.5734079622101335e-07],[0.0018212408126427582],[6.210688534204165e-08],[1.4319921020192408e-07],[1.089730210065082]
124,[1.4472247217821238e-07],[0.0018213504224269923],[6.226006760551872e-08],[1.254358085185189e-07],[0.8169400018156796]
125,[1.548538291713737e-07],[0.0018212231917812043],[6.188613049324244e-08],[1.3405042077594645e-07],[0.7733280273531786]
126,[1.5615357317658225e-07],[0.001821326436009762],[5.989591772796555e-08],[1.3714117168725406e-07],[0.6898667462419167]
127,[1.6801723405287197e-07],[0.0018212640199961202],[7.200934439309961e-08],[1.4707495228994623e-07],[1.0487298558008946]
128,[1.9284687542699103e-07],[0.0018212943629472898],[6.448637155041538e-08],[1.3532777577132079e-07],[1.0713111895267282]
129,[1.7050281885641093e-07],[0.001821273186234614],[5.295836435799369e-08],[1.384103894713628e-07],[0.9092575032376633]
130,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
131,[1.8154005916976218e-07],[0.0018209764507215278],[6.007584391276908e-08],[1.2876976357513873e-07],[0.9783856555293667]
132,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
133,[1.687453120422801e-07],[0.0018214165005916777],[7.169882325905937e-08],[1.5008924616939683e-07],[1.139869351258275]
134,[1.7340774342580146e-07],[0.0018213289015310624],[5.956427611886012e-08],[1.5067981990134052e-07],[1.079634909300504]
135,[1.5734079622101335e-07],[0.0018212408126427582],[6.210688534204165e-08],[1.4319921020192408e-07],[1.089730210065082]
136,[1.4472247217821238e-07],[0.0018213504224269923],[6.226006760551872e-08],[1.254358085185189e-07],[0.8169400018156796]
137,[1.548538291713737e-07],[0.0018212231917812043],[6.188613049324244e-08],[1.3405042077594645e-07],[0.7733280273531786]
138,[1.6801723405287197e-07],[0.0018212640199961202],[7.200934439309961e-08],[1.4707495228994623e-07],[1.0487298558008946]
139,[1.7050281885641093e-07],[0.001821273186234614],[5.295836435799369e-08],[1.384103894713628e-07],[0.9092575032376633]
140,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
141,[1.8154005916976218e-07],[0.0018209764507215278],[6.007584391276908e-08],[1.2876976357513873e-07],[0.9783856555293667]
142,[1.5800365824684085e-07],[0.0018211892032349377],[5.8222127219970434e-08],[1.2207105229033366e-07],[0.7630801539282855]
143,[1.5260545811813344e-07],[0.0018211614239310248],[6.401956364913645e-08],[1.4133813793774852e-07],[0.7618755153858825]
144,[1.560751687905792e-07],[0.0018211275551683558],[5.920325477396165e-08],[1.273552785521688e-07],[0.7353171021239581]
145,[1.4575987689825952e-07],[0.0018212956432890322],[5.719542989589592e-08],[1.2777998398321513e-07],[0.8131241511505691]
146,[1.5333828049496379e-07],[0.001821265789524028],[6.510679795696403e-08],[1.2505131452710757e-07],[0.7719748290279709]
147,[1.5462492796786368e-07],[0.0018213452294550407],[5.992292959160368e-08],[1.421242825647728e-07],[0.8370416085476515]
148,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
149,[1.6943152644888694e-07],[0.0018211647870972586],[5.83710296674514e-08],[1.4072740539851794e-07],[0.9050092210476063]
150,[1.6821291187876497e-07],[0.0018214043828060414],[6.004435892058474e-08],[1.405864243257032e-07],[0.99762013781336]
151,[1.8059047294673137e-07],[0.00182133810752407],[6.035957521407622e-08],[1.3127487498666883e-07],[1.0537750865264954]
152,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
153,[1.7050281885641093e-07],[0.001821273186234614],[5.295836435799369e-08],[1.384103894713628e-07],[0.9092575032376633]
154,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
155,[1.8154005916976218e-07],[0.0018209764507215278],[6.007584391276908e-08],[1.2876976357513873e-07],[0.9783856555293667]
156,[1.4575987689825952e-07],[0.0018212956432890322],[5.719542989589592e-08],[1.2777998398321513e-07],[0.8131241511505691]
157,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
158,[1.6943152644888694e-07],[0.0018211647870972586],[5.83710296674514e-08],[1.4072740539851794e-07],[0.9050092210476063]
159,[1.6821291187876497e-07],[0.0018214043828060414],[6.004435892058474e-08],[1.405864243257032e-07],[0.99762013781336]
160,[1.8059047294673137e-07],[0.00182133810752407],[6.035957521407622e-08],[1.3127487498666883e-07],[1.0537750865264954]
161,[1.724612145159494e-07],[0.0018214540530284316],[6.286080386260924e-08],[1.2700190621892852e-07],[0.8858830265255482]
162,[1.5991084554860056e-07],[0.0018213398302043898],[6.492984869679357e-08],[1.2469114327589108e-07],[0.8116677115386819]
163,[1.4713827290816727e-07],[0.0018212082683554853],[6.286842135263246e-08],[1.2864799573524372e-07],[0.8173049944630371]
164,[1.5373076680269192e-07],[0.0018212856081498176],[5.391089224683091e-08],[1.3702860975868806e-07],[0.8063488691489458]
165,[1.8090724565514e-07],[0.0018212765187807626],[7.164926323526272e-08],[1.3531139887404218e-07],[0.7834038753529703]
166,[1.5104339719435403e-07],[0.0018214949309223818],[5.712447196837403e-08],[1.2856994954429762e-07],[0.8337896585983523]
167,[1.928412280624236e-07],[0.001821560165257703],[6.37249474301585e-08],[1.4992160791900397e-07],[1.2036288050009083]
168,[1.7046810174904292e-07],[0.0018215001639573301],[5.892768665076468e-08],[1.3160375735455638e-07],[0.9783750419789671]
169,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
170,[1.7050281885641093e-07],[0.001821273186234614],[5.295836435799369e-08],[1.384103894713628e-07],[0.9092575032376633]
171,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
172,[1.8154005916976218e-07],[0.0018209764507215278],[6.007584391276908e-08],[1.2876976357513873e-07],[0.9783856555293667]
173,[1.4575987689825952e-07],[0.0018212956432890322],[5.719542989589592e-08],[1.2777998398321513e-07],[0.8131241511505691]
174,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
175,[1.7046810174904292e-07],[0.0018215001639573301],[5.892768665076468e-08],[1.3160375735455638e-07],[0.9783750419789671]
176,[1.7487233474697819e-07],[0.0018214253321948062],[6.589090994319274e-08],[1.2676562188200417e-07],[1.1888006569186942]
177,[1.6671483044272396e-07],[0.0018213135122722138],[6.795869124222208e-08],[1.3447908801971358e-07],[0.8634773798071038]
178,[1.5915158910054933e-07],[0.0018212928213112445],[6.026563339407362e-08],[1.4298078238960215e-07],[0.9391635145060823]
179,[1.4232427567846938e-07],[0.001821206871190639],[5.947626187695408e-08],[1.3347055036293993e-07],[0.756508014291261]
180,[1.6234485119744794e-07],[0.0018214119797988447],[5.520659146094083e-08],[1.19511861613513e-07],[0.7865013165593395]
181,[1.523962986829646e-07],[0.001821500467275403],[6.528864312707015e-08],[1.3004058536673495e-07],[0.7955365054318073]
182,[1.4126680468403344e-07],[0.0018214867175463663],[5.925631572722529e-08],[1.3453319523635787e-07],[0.7424934861918449]
183,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
184,[1.7050281885641093e-07],[0.001821273186234614],[5.295836435799369e-08],[1.384103894713628e-07],[0.9092575032376633]
185,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
186,[1.8154005916976218e-07],[0.0018209764507215278],[6.007584391276908e-08],[1.2876976357513873e-07],[0.9783856555293667]
187,[1.4575987689825952e-07],[0.0018212956432890322],[5.719542989589592e-08],[1.2777998398321513e-07],[0.8131241511505691]
188,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
189,[1.7046810174904292e-07],[0.0018215001639573301],[5.892768665076468e-08],[1.3160375735455638e-07],[0.9783750419789671]
190,[1.7487233474697819e-07],[0.0018214253321948062],[6.589090994319274e-08],[1.2676562188200417e-07],[1.1888006569186942]
191,[1.6671483044272396e-07],[0.0018213135122722138],[6.795869124222208e-08],[1.3447908801971358e-07],[0.8634773798071038]
192,[1.5915158910054933e-07],[0.0018212928213112445],[6.026563339407362e-08],[1.4298078238960215e-07],[0.9391635145060823]
193,[1.4232427567846938e-07],[0.001821206871190639],[5.947626187695408e-08],[1.3347055036293993e-07],[0.756508014291261]
194,[1.6234485119744794e-07],[0.0018214119797988447],[5.520659146094083e-08],[1.19511861613513e-07],[0.7865013165593395]
195,[1.523962986829646e-07],[0.001821500467275403],[6.528864312707015e-08],[1.3004058536673495e-07],[0.7955365054318073]
196,[1.4126680468403344e-07],[0.0018214867175463663],[5.925631572722529e-08],[1.3453319523635787e-07],[0.7424934861918449]
197,[1.7633972474239905e-07],[0.0018214037362959084],[5.6275938480825625e-08],[1.4563871886240732e-07],[1.1298057957967282]
198,[1.6577160515490608e-07],[0.001821346376992636],[5.972777224358308e-08],[1.477800704429911e-07],[1.0505681158507445]
199,[1.6424580437971333e-07],[0.0018213082287029724],[6.302165656657582e-08],[1.4670733092603608e-07],[1.0412822390109473]
200,[1.83456686188897e-07],[0.0018213376495521232],[6.345594812537725e-08],[1.4295155525357156e-07],[0.9643183115842463]
201,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
202,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
203,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
204,[1.7487233474697819e-07],[0.0018214253321948062],[6.589090994319274e-08],[1.2676562188200417e-07],[1.1888006569186942]
205,[1.6671483044272396e-07],[0.0018213135122722138],[6.795869124222208e-08],[1.3447908801971358e-07],[0.8634773798071038]
206,[1.5915158910054933e-07],[0.0018212928213112445],[6.026563339407362e-08],[1.4298078238960215e-07],[0.9391635145060823]
207,[1.4232427567846938e-07],[0.001821206871190639],[5.947626187695408e-08],[1.3347055036293993e-07],[0.756508014291261]
208,[1.6234485119744794e-07],[0.0018214119797988447],[5.520659146094083e-08],[1.19511861613513e-07],[0.7865013165593395]
209,[1.523962986829646e-07],[0.001821500467275403],[6.528864312707015e-08],[1.3004058536673495e-07],[0.7955365054318073]
210,[1.4126680468403344e-07],[0.0018214867175463663],[5.925631572722529e-08],[1.3453319523635787e-07],[0.7424934861918449]
211,[1.7633972474239905e-07],[0.0018214037362959084],[5.6275938480825625e-08],[1.4563871886240732e-07],[1.1298057957967282]
212,[1.6577160515490608e-07],[0.001821346376992636],[5.972777224358308e-08],[1.477800704429911e-07],[1.0505681158507445]
213,[1.6424580437971333e-07],[0.0018213082287029724],[6.302165656657582e-08],[1.4670733092603608e-07],[1.0412822390109473]
214,[1.83456686188897e-07],[0.0018213376495521232],[6.345594812537725e-08],[1.4295155525357156e-07],[0.9643183115842463]
215,[1.6227745480054823e-07],[0.0018212909417356525],[5.9349632167474164e-08],[1.4082233850586756e-07],[0.8643099389398666]
216,[1.7458183209824316e-07],[0.0018213419864187518],[5.993972392962208e-08],[1.496606320408679e-07],[0.7956792912025034]
217,[1.5053718735439767e-07],[0.001821240128791785],[5.8245625603649704e-08],[1.2851365504684357e-07],[0.7535062308357805]
218,[1.6861506734738199e-07],[0.0018213685285863956],[5.805402530170605e-08],[1.4136642855283764e-07],[1.105727181855913]
219,[1.5868382598716395e-07],[0.0018213400522180958],[6.585838470616368e-08],[1.529813033500707e-07],[1.0616166029596728]
220,[1.7338887470043562e-07],[0.0018213973336728623],[6.501816717602381e-08],[1.3213280262792363e-07],[1.1442252500869186]
221,[1.7837812947508718e-07],[0.00182141597236609],[6.152157330198573e-08],[1.4470112709462007e-07],[1.008069130223358]
222,[1.6778283754105432e-07],[0.001821255860360585],[5.96962759297807e-08],[1.3211796070852186e-07],[1.1277968530885494]
223,[1.8155523626774417e-07],[0.0018210765822351239],[6.557033388009896e-08],[1.6049238952288936e-07],[1.1445233784704545]
224,[1.4820851448453692e-07],[0.0018212219664439863],[6.472395227419885e-08],[1.3379106612887732e-07],[0.9051585863177761]
225,[1.7487233474697819e-07],[0.0018214253321948062],[6.589090994319274e-08],[1.2676562188200417e-07],[1.1888006569186942]
226,[1.6671483044272396e-07],[0.0018213135122722138],[6.795869124222208e-08],[1.3447908801971358e-07],[0.8634773798071038]
227,[1.5915158910054933e-07],[0.0018212928213112445],[6.026563339407362e-08],[1.4298078238960215e-07],[0.9391635145060823]
