,NPM,NAA,NLK,NLM,NAU
26,[5.3157188023568484e-08],[0.001978837810437207],[2.997619384893324e-08],[4.089498066104563e-08],[0.6461264577955209]
27,[5.6218818678738655e-08],[0.001978610763222091],[2.8780612607458155e-08],[3.670546970335223e-08],[0.7384520645249962]
28,[5.119014206895613e-08],[0.001978706068842236],[2.6665877300913245e-08],[3.7875387961386565e-08],[0.5694352096902489]
29,[5.0768803335466945e-08],[0.0019787111377242454],[3.0968213026257335e-08],[4.349370584573671e-08],[0.7519752803678039]
30,[6.033912367357222e-08],[0.0019786452691741593],[3.013349320466631e-08],[4.018088853659874e-08],[0.8194405996209199]
31,[5.512147212929141e-08],[0.0019786859227484766],[2.7711118507474052e-08],[3.965127383487767e-08],[0.6653831722484282]
32,[5.72638242072211e-08],[0.0019786690015306516],[2.7925117773687833e-08],[3.9856816436650505e-08],[0.5700715001558969]
33,[5.4961977960704526e-08],[0.0019786622180466666],[2.9285014293560856e-08],[3.882334167394637e-08],[0.6469721296732742]
34,[5.994721862183184e-08],[0.0019787530676121192],[3.0755830344326536e-08],[4.377011082023621e-08],[0.620410482992653]
35,[5.3949793192025996e-08],[0.001978922789936097],[3.025493275486897e-08],[3.8152638305977564e-08],[0.650474957476016]
36,[5.8482674466055134e-08],[0.0019790829519776994],[2.8933979216845036e-08],[4.057197893505367e-08],[0.7735961254118261]
37,[5.496906018258193e-08],[0.001978980787884969],[2.9326440588582266e-08],[4.050443556923372e-08],[0.8525022000230025]
38,[5.769102376673693e-08],[0.0019790602102957447],[2.9672028821100542e-08],[4.1288363859461996e-08],[0.7210635715314007]
39,[5.255663275606824e-08],[0.0019790059552408845],[2.618564671024115e-08],[3.627118866821611e-08],[0.6290676424243914]
40,[5.894928711234854e-08],[0.001979003510936127],[2.9806302090907605e-08],[3.941683601052119e-08],[0.6953364578421944]
41,[5.737210768707569e-08],[0.0019790707007666343],[2.7551133230062108e-08],[4.058567116214678e-08],[0.6208875202587685]
42,[5.446843467522675e-08],[0.00197907543355777],[2.986819047974739e-08],[3.589913970793798e-08],[0.6286114920605547]
43,[5.238861556632067e-08],[0.001979011733223279],[2.8684670539898624e-08],[4.116306848154938e-08],[0.641802780075613]
44,[5.4866880576870524e-08],[0.001979087632605872],[3.048235782698035e-08],[4.106619556301841e-08],[0.8004532308955105]
45,[5.497456847316325e-08],[0.0019789088272571245],[3.1130663079363815e-08],[4.467866472090101e-08],[0.725169408327409]
46,[5.364038117378107e-08],[0.0019790554482636818],[2.7463343085173566e-08],[3.600905610938081e-08],[0.6535530968222656]
47,[5.153271841114898e-08],[0.001979159142327995],[2.7263881053169367e-08],[3.9204967026723266e-08],[0.6542589313564646]
48,[5.854293922692805e-08],[0.0019789777463268495],[2.8139047967067812e-08],[3.784826550678713e-08],[0.6732466795759372]
49,[5.468106484964886e-08],[0.0019789197599432208],[2.7951962445713414e-08],[3.643687713083202e-08],[0.6518757604127323]
50,[5.069057696758904e-08],[0.001979070142526868],[2.7559002336465263e-08],[3.7880937530725166e-08],[0.6608965880821507]
51,[5.7809022638468665e-08],[0.001979066684153058],[3.000136303960592e-08],[3.9499327494181624e-08],[0.7708946939999979]
52,[5.660935382724453e-08],[0.001979234988895197],[3.001401437828966e-08],[4.2263629184880655e-08],[0.7421799100615437]
53,[5.432555934327294e-08],[0.001979040973228816],[2.9505021085459628e-08],[3.9467073277632597e-08],[0.601522651736437]
54,[5.765206170191091e-08],[0.001979052956542937],[3.067474807496777e-08],[3.881280944112068e-08],[0.6654923747846244]
55,[5.059481878494898e-08],[0.001979092078454973],[2.7672111218382898e-08],[3.8590002255779516e-08],[0.6813004513516872]
56,[5.499686973285237e-08],[0.0019789746993757935],[2.9346708843969326e-08],[3.973682987934329e-08],[0.6305018656543429]
57,[5.6525294635373475e-08],[0.001978977416340511],[2.867632764559147e-08],[4.060922394953516e-08],[0.6164889258815478]
58,[5.60459348748114e-08],[0.001978913189833294],[2.9114552581381368e-08],[4.008306909019614e-08],[0.7429363763203802]
59,[5.702626212309488e-08],[0.0019788947006870914],[3.065148197914721e-08],[3.8685265821850704e-08],[0.6516636494243672]
60,[6.083176877904313e-08],[0.001978995458080482],[2.872780918379379e-08],[4.0006284223748325e-08],[0.7432377818429541]
61,[5.7009588972642474e-08],[0.001978972362879427],[2.9100575704466582e-08],[3.7028778129881235e-08],[0.6828951699916351]
62,[5.0922417162323384e-08],[0.001978781140739563],[2.8463108052023747e-08],[3.696765764940851e-08],[0.6939652582025228]
63,[5.317917739144572e-08],[0.0019790221927627476],[2.809793053994178e-08],[3.701186982965935e-08],[0.6248458436493145]
64,[5.721651912036577e-08],[0.001978949950263695],[2.8784237160849473e-08],[3.972487206736669e-08],[0.5654019740857814]
65,[5.763750655190391e-08],[0.0019789167439550033],[2.7266313674101915e-08],[3.7250877220037426e-08],[0.6193863319012853]
66,[5.8973579055724085e-08],[0.00198025770591695],[3.01043236538039e-08],[4.129556208665922e-08],[0.9091267333755205]
67,[6.143694930767751e-08],[0.001980183974526627],[2.9385098993407453e-08],[3.9421016638726394e-08],[0.8118828663663031]
68,[5.2392337724060646e-08],[0.0019801775072408466],[3.064537542795475e-08],[4.153411352526455e-08],[0.8936648224180817]
69,[5.768906731503095e-08],[0.001980104478405118],[2.7595745613321065e-08],[3.874279914047001e-08],[0.6435410425176272]
70,[5.917788802382713e-08],[0.001980168230192973],[2.799785419088955e-08],[3.9519458939527845e-08],[0.6599275997595002]
71,[6.109365529485287e-08],[0.0019802226150038233],[2.8344614285333275e-08],[3.7251639866567237e-08],[0.647613551591279]
72,[5.6026202590630145e-08],[0.00198013722869115],[2.9490228211369857e-08],[3.6241345855643634e-08],[0.7469331976770737]
73,[5.8164871683383045e-08],[0.001979914740008727],[2.893865421525476e-08],[4.1006234182203946e-08],[0.6332734452581905]
74,[5.8108096693721755e-08],[0.001980119641095505],[3.183743108979759e-08],[3.977364446574936e-08],[0.5649126640059092]
75,[5.460912978192995e-08],[0.001979949726020588],[2.8780919692109885e-08],[3.983642944741422e-08],[0.7468700459151465]
76,[5.4933160996160606e-08],[0.0019800644805438067],[2.7435569055006743e-08],[3.916433758148608e-08],[0.6344573053058254]
77,[5.801547031112686e-08],[0.001979973956742779],[2.984276262293362e-08],[3.8277138631584754e-08],[0.6294978803935358]
78,[5.4844150989985897e-08],[0.0019800588743090946],[2.8884270984229176e-08],[3.628930475154602e-08],[0.7027108278406572]
79,[5.824219145258447e-08],[0.001979880609530791],[3.0061765163785364e-08],[3.787320062609455e-08],[0.6763538301558496]
80,[5.477743253690682e-08],[0.0019799065470235363],[3.0889551417679794e-08],[3.771129559074788e-08],[0.8057014879471746]
81,[5.563806817585383e-08],[0.0019799048413183477],[3.020506249290654e-08],[4.0148567749064675e-08],[0.7802443331280443]
82,[5.661480082083498e-08],[0.0019798918412678988],[3.0304368005200275e-08],[4.046984542242564e-08],[0.7505812006376035]
83,[5.5416058714465664e-08],[0.001979959176015266],[2.968376435632345e-08],[3.8996196058994055e-08],[0.653662351702581]
84,[5.962629630150747e-08],[0.0019798718096679176],[2.766093554298386e-08],[3.771419067682676e-08],[0.6690060894536926]
85,[6.049928803347603e-08],[0.001979972224800558],[2.912750707775544e-08],[4.001364895426846e-08],[0.6337296800726904]
86,[5.595153717885725e-08],[0.001980157046665018],[2.4392145744735988e-08],[3.229636985484014e-08],[0.5507987270699392]
87,[4.9415130747634946e-08],[0.0019801960055578264],[2.7119853289672655e-08],[3.734737251665652e-08],[0.48924348099883647]
88,[5.3966036948018326e-08],[0.001980283937314578],[3.215150033505215e-08],[3.970428820326038e-08],[0.7219134804090861]
89,[5.6141674259299333e-08],[0.0019802451253079062],[3.147691586442347e-08],[3.928287252931699e-08],[0.752989839004745]
90,[5.736709950295101e-08],[0.001980209195816203],[2.6422119021477663e-08],[3.5912672794491666e-08],[0.6414417269539829]
91,[6.016135979870057e-08],[0.001980080572990471],[2.8696307907611132e-08],[4.1007241379235674e-08],[0.6822940275032792]
92,[5.5883671547049575e-08],[0.0019799999534432],[2.974651079862801e-08],[3.9585515727781206e-08],[0.6375947068238267]
93,[5.7843629581284e-08],[0.001980050940444074],[2.6925381116672254e-08],[3.699750745622499e-08],[0.626044090763072]
94,[5.596004950783447e-08],[0.001980168218531405],[2.669237344703302e-08],[3.803472511665329e-08],[0.6903410677928685]
95,[5.654283865886907e-08],[0.0019800653050636207],[3.0097878189416674e-08],[4.130183581852446e-08],[0.8181752889176477]
96,[5.38592369652332e-08],[0.0019801052844088344],[2.773647214397133e-08],[4.043676966286366e-08],[0.8698699561272443]
97,[5.829093737213168e-08],[0.0019804001825114797],[2.847655317476781e-08],[4.0985708969156305e-08],[0.7197985701543061]
98,[5.6681138943878745e-08],[0.001980311192692225],[2.6787449784100257e-08],[3.786311753855962e-08],[0.6352196211112842]
99,[5.3684768411536085e-08],[0.001980083832780313],[2.644757089925659e-08],[3.81849476156784e-08],[0.6717879583674073]
100,[5.291943556627043e-08],[0.0019802020690575894],[2.9458937139485887e-08],[3.7414541392022787e-08],[0.6570556331937335]
101,[5.6774840254263395e-08],[0.0019800289614839046],[3.137491641014871e-08],[3.7903313151396845e-08],[0.664542677392557]
102,[5.3536206561267433e-08],[0.0019803577167459207],[3.17110821068337e-08],[3.834047949423879e-08],[0.7417335216535169]
103,[5.882715273700936e-08],[0.001980348284399682],[3.040992978358908e-08],[4.285627356262485e-08],[0.7705701295743586]
104,[5.831063368237279e-08],[0.0019802501201649112],[2.98734437734875e-08],[3.866419736629756e-08],[0.7160017343093363]
105,[5.3753672340815056e-08],[0.0019804334055820946],[2.754141548169535e-08],[3.7763086158924795e-08],[0.6517603446735134]
106,[6.218899609054721e-08],[0.0019804241048644003],[2.84386476342022e-08],[3.807986073980645e-08],[0.6382450250665325]
107,[5.667847433078104e-08],[0.0019804454150562554],[2.914022612864739e-08],[4.09887994840211e-08],[0.620009393948136]
108,[5.6746986666822255e-08],[0.001980309061559514],[2.9848649964246864e-08],[4.095108500038834e-08],[0.6457548885409055]
109,[4.790891401522761e-08],[0.001980224725895556],[2.553234529033809e-08],[3.537649125879569e-08],[0.5556039490551152]
110,[5.4866214514978726e-08],[0.0019801279500033533],[3.1194863307518e-08],[3.900901217757363e-08],[0.775766325364468]
111,[5.485895521418299e-08],[0.001980283416645708],[3.050564853525922e-08],[4.1711248168389444e-08],[0.8323949080389262]
112,[6.36191870670504e-08],[0.0019804114208640516],[2.9770447501472e-08],[3.8363872193386884e-08],[0.7070291542087827]
113,[5.7585386933422234e-08],[0.0019803405896237866],[2.911783169720731e-08],[3.872159086356501e-08],[0.6048734288799147]
114,[6.03348723351402e-08],[0.0019803641530356953],[2.8761714903171993e-08],[3.9645089703496776e-08],[0.6491632735637608]
115,[5.701335868284989e-08],[0.0019803353116474793],[2.8444626865579565e-08],[3.813863281066976e-08],[0.7467497498359276]
116,[5.561116829533988e-08],[0.0019803734043624195],[2.7463867736906145e-08],[4.006347402476972e-08],[0.6018345544173183]
