,NPM,NAA,NLK,NLM,NAU
74,[1.7753756789879376e-07],[0.0009119021858640248],[8.221765296438548e-08],[2.1295325257022833e-07],[1.4818734312172814]
75,[1.823627833478031e-07],[0.0009119235674932398],[8.851273053023358e-08],[2.4495360442889564e-07],[1.455195858631882]
76,[1.7609198058917335e-07],[0.0009118046244710259],[7.84733662087298e-08],[1.8886081106251054e-07],[1.4783162575600262]
77,[1.65447995619202e-07],[0.000911826921771304],[8.854352708475567e-08],[1.993344931435162e-07],[1.2477924581076987]
78,[1.904826591031487e-07],[0.0009117528561254426],[8.246381675523035e-08],[2.121991646468065e-07],[1.4516713944181618]
79,[2.1980946676267604e-07],[0.0009118719539856576],[8.78824713316248e-08],[2.483901822534999e-07],[1.677151145002408]
80,[2.604206241113949e-07],[0.0009118325257052485],[9.573770200396369e-08],[2.4393851799408133e-07],[1.7028564840338964]
81,[1.894775333047215e-07],[0.0009118026979571994],[8.918571563954807e-08],[2.358776465463019e-07],[1.4600074884201126]
82,[1.84889067763671e-07],[0.0009118066835915045],[8.263108341119989e-08],[2.4095519578681684e-07],[1.5710940143468426]
83,[1.9459205667842415e-07],[0.0009118174724830775],[8.642756670296172e-08],[2.2507675538489578e-07],[1.4135328296758933]
84,[1.7029106359060292e-07],[0.0009117834181853835],[7.980187501348287e-08],[2.0586498433747862e-07],[1.4334104260731682]
85,[1.7610544823894335e-07],[0.0009118187610445147],[7.56201216964874e-08],[1.8731521917149345e-07],[1.385408054616816]
86,[1.6524576789099176e-07],[0.0009118325792472518],[7.747083826209767e-08],[1.9670720028851668e-07],[1.1958945404843484]
87,[1.754165076195297e-07],[0.0009118173257367201],[7.87009085796553e-08],[2.010302668889286e-07],[1.2636987154671195]
88,[1.91110645076879e-07],[0.0009118501391397106],[8.735574444789349e-08],[2.3359949635714286e-07],[1.5081798192623554]
89,[1.7753756789879376e-07],[0.0009119021858640248],[8.221765296438548e-08],[2.1295325257022833e-07],[1.4818734312172814]
90,[1.823627833478031e-07],[0.0009119235674932398],[8.851273053023358e-08],[2.4495360442889564e-07],[1.455195858631882]
91,[1.7609198058917335e-07],[0.0009118046244710259],[7.84733662087298e-08],[1.8886081106251054e-07],[1.4783162575600262]
92,[1.65447995619202e-07],[0.000911826921771304],[8.854352708475567e-08],[1.993344931435162e-07],[1.2477924581076987]
93,[1.904826591031487e-07],[0.0009117528561254426],[8.246381675523035e-08],[2.121991646468065e-07],[1.4516713944181618]
94,[1.8289093228779092e-07],[0.0009117419093957873],[8.90761948780722e-08],[2.330638962330341e-07],[1.5986688611755446]
95,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
96,[2.061695382347433e-07],[0.0009119739509057303],[9.446690171923144e-08],[2.357989381804257e-07],[1.5944347580921687]
97,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
98,[1.831666264983051e-07],[0.0009118851904905802],[1.0067485288141468e-07],[2.020412769337455e-07],[1.539649779695994]
99,[2.001161653010825e-07],[0.0009117808606520546],[7.355302519442692e-08],[2.0657065134095965e-07],[1.3475148969249724]
100,[1.823627833478031e-07],[0.0009119235674932398],[8.851273053023358e-08],[2.4495360442889564e-07],[1.455195858631882]
101,[1.7609198058917335e-07],[0.0009118046244710259],[7.84733662087298e-08],[1.8886081106251054e-07],[1.4783162575600262]
102,[1.65447995619202e-07],[0.000911826921771304],[8.854352708475567e-08],[1.993344931435162e-07],[1.2477924581076987]
103,[1.904826591031487e-07],[0.0009117528561254426],[8.246381675523035e-08],[2.121991646468065e-07],[1.4516713944181618]
104,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
105,[2.061695382347433e-07],[0.0009119739509057303],[9.446690171923144e-08],[2.357989381804257e-07],[1.5944347580921687]
106,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
107,[1.831666264983051e-07],[0.0009118851904905802],[1.0067485288141468e-07],[2.020412769337455e-07],[1.539649779695994]
108,[2.001161653010825e-07],[0.0009117808606520546],[7.355302519442692e-08],[2.0657065134095965e-07],[1.3475148969249724]
109,[1.7887891350821545e-07],[0.0009117809839131411],[9.224477792225784e-08],[2.0955242791587794e-07],[1.3230504212016991]
110,[1.809139350955764e-07],[0.0009117155058322229],[7.833531332746289e-08],[2.0172626182389848e-07],[1.3695653269572192]
111,[2.1143017289041175e-07],[0.0009118455219270352],[8.615564784670526e-08],[2.3344052349073663e-07],[1.5555124903070294]
112,[1.8389474919444264e-07],[0.0009117877031796312],[9.002348869595055e-08],[2.1815136158960298e-07],[1.4285035663964198]
113,[1.9693979318517943e-07],[0.0009117953653296039],[9.263771584596711e-08],[2.1502722227409787e-07],[1.4054434809512475]
114,[2.0057444597608655e-07],[0.00091179238402582],[9.133429198301085e-08],[2.408612103255477e-07],[1.2079297318910147]
115,[1.9859715799891549e-07],[0.0009116559424465857],[7.333590455993473e-08],[2.1053180608321242e-07],[1.2122595398261817]
116,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
117,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
118,[1.831666264983051e-07],[0.0009118851904905802],[1.0067485288141468e-07],[2.020412769337455e-07],[1.539649779695994]
119,[2.001161653010825e-07],[0.0009117808606520546],[7.355302519442692e-08],[2.0657065134095965e-07],[1.3475148969249724]
120,[1.7887891350821545e-07],[0.0009117809839131411],[9.224477792225784e-08],[2.0955242791587794e-07],[1.3230504212016991]
121,[2.1143017289041175e-07],[0.0009118455219270352],[8.615564784670526e-08],[2.3344052349073663e-07],[1.5555124903070294]
122,[1.8389474919444264e-07],[0.0009117877031796312],[9.002348869595055e-08],[2.1815136158960298e-07],[1.4285035663964198]
123,[1.9693979318517943e-07],[0.0009117953653296039],[9.263771584596711e-08],[2.1502722227409787e-07],[1.4054434809512475]
124,[2.0057444597608655e-07],[0.00091179238402582],[9.133429198301085e-08],[2.408612103255477e-07],[1.2079297318910147]
125,[1.9859715799891549e-07],[0.0009116559424465857],[7.333590455993473e-08],[2.1053180608321242e-07],[1.2122595398261817]
126,[2.1186924819500287e-07],[0.0009118478482155103],[8.878135049986894e-08],[2.247169010592759e-07],[1.3900377377717241]
127,[2.3092790949455406e-07],[0.0009119219201986365],[9.936502707351723e-08],[2.2286514539994085e-07],[1.3697917182947574]
128,[1.8732694430354636e-07],[0.0009118126622752754],[8.92614557183367e-08],[1.8954045167816265e-07],[1.3755221106662185]
129,[2.1979986185220763e-07],[0.0009118400333978962],[9.322356611056623e-08],[2.366372646642086e-07],[1.458669506090205]
130,[1.7280470294649597e-07],[0.0009118669601308142],[8.079135413012394e-08],[2.3318995052421576e-07],[1.4295919606493468]
131,[1.9793727481484807e-07],[0.0009118201050535148],[8.199744189610881e-08],[2.1579339304240692e-07],[1.4205350143298656]
132,[1.9747691535622068e-07],[0.0009118141744567756],[8.328386164383998e-08],[2.1033307744644467e-07],[1.5839325067038186]
133,[1.7171624103430566e-07],[0.0009118450879432508],[8.769098307878454e-08],[2.2231913223433092e-07],[1.3917826711420966]
134,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
135,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
136,[1.831666264983051e-07],[0.0009118851904905802],[1.0067485288141468e-07],[2.020412769337455e-07],[1.539649779695994]
137,[1.9693979318517943e-07],[0.0009117953653296039],[9.263771584596711e-08],[2.1502722227409787e-07],[1.4054434809512475]
138,[1.9859715799891549e-07],[0.0009116559424465857],[7.333590455993473e-08],[2.1053180608321242e-07],[1.2122595398261817]
139,[2.3092790949455406e-07],[0.0009119219201986365],[9.936502707351723e-08],[2.2286514539994085e-07],[1.3697917182947574]
140,[1.7280470294649597e-07],[0.0009118669601308142],[8.079135413012394e-08],[2.3318995052421576e-07],[1.4295919606493468]
141,[1.9793727481484807e-07],[0.0009118201050535148],[8.199744189610881e-08],[2.1579339304240692e-07],[1.4205350143298656]
142,[1.9747691535622068e-07],[0.0009118141744567756],[8.328386164383998e-08],[2.1033307744644467e-07],[1.5839325067038186]
143,[1.7171624103430566e-07],[0.0009118450879432508],[8.769098307878454e-08],[2.2231913223433092e-07],[1.3917826711420966]
144,[1.7447916212662885e-07],[0.0009116981823534196],[8.327148024228929e-08],[1.9251981055404126e-07],[1.3274322268945593]
145,[1.8201896086664075e-07],[0.0009117561400345225],[9.659479652819098e-08],[2.0937181235683509e-07],[1.2494559090198356]
146,[1.763222875058963e-07],[0.000911810055046172],[9.383256770281382e-08],[2.3675590355483996e-07],[1.3805391919587882]
147,[2.2571790962244367e-07],[0.0009118033991609255],[9.195930622889424e-08],[2.1749972563014674e-07],[1.6918291545198338]
148,[1.803046856926475e-07],[0.0009118445518705622],[8.183664720623615e-08],[2.2279332523576955e-07],[1.5308448226925055]
149,[2.379892762801843e-07],[0.0009120155128990813],[1.0069717554993601e-07],[2.4440515645187705e-07],[1.6474799347432822]
150,[1.9409839736398182e-07],[0.0009118465881923423],[7.880985894224124e-08],[2.0616782339783382e-07],[1.4464891408769918]
151,[2.3266450123073563e-07],[0.0009119058077912056],[9.767470157652581e-08],[2.340314913843875e-07],[1.5901268080076432]
152,[2.0925943402888964e-07],[0.0009119083412474584],[8.875220452172311e-08],[2.2897341575262077e-07],[1.6847194478406806]
153,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
154,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
155,[1.9409839736398182e-07],[0.0009118465881923423],[7.880985894224124e-08],[2.0616782339783382e-07],[1.4464891408769918]
156,[2.3266450123073563e-07],[0.0009119058077912056],[9.767470157652581e-08],[2.340314913843875e-07],[1.5901268080076432]
157,[2.0925943402888964e-07],[0.0009119083412474584],[8.875220452172311e-08],[2.2897341575262077e-07],[1.6847194478406806]
158,[2.019572263681546e-07],[0.0009118821902209049],[9.416359802456862e-08],[2.3405296771161755e-07],[1.6141200481869509]
159,[1.8853022278957345e-07],[0.0009118314043144424],[8.584641725435997e-08],[2.081859948194965e-07],[1.2044924963391852]
160,[1.7758002512793466e-07],[0.0009118763702914801],[7.636851549415034e-08],[2.0348581345093605e-07],[1.2405555273409208]
161,[1.6841736039194449e-07],[0.0009118429216533947],[9.03249250499816e-08],[2.1706321675980328e-07],[1.4000258459829489]
162,[1.7620865784218383e-07],[0.0009118339837182075],[7.913027497054408e-08],[1.9319072194437468e-07],[1.3388500827270282]
163,[2.3285970108492787e-07],[0.0009118356002845479],[9.194825391924162e-08],[2.2911369804488847e-07],[1.3983122348147399]
164,[2.0385733282041164e-07],[0.0009116972968188816],[9.895570256130498e-08],[2.2470554659767197e-07],[1.3373066918439929]
165,[1.839411518918286e-07],[0.0009118543912604065],[9.213777698898345e-08],[2.163142954244628e-07],[1.3075684396134661]
166,[2.0571341144952715e-07],[0.0009118476708265026],[9.897462269053812e-08],[2.2164701141188524e-07],[1.418987332464126]
167,[2.0011347248235205e-07],[0.0009118859591196453],[8.210279654663587e-08],[2.413915362733968e-07],[1.576857927912552]
168,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
169,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
170,[1.9409839736398182e-07],[0.0009118465881923423],[7.880985894224124e-08],[2.0616782339783382e-07],[1.4464891408769918]
171,[1.839411518918286e-07],[0.0009118543912604065],[9.213777698898345e-08],[2.163142954244628e-07],[1.3075684396134661]
172,[2.0571341144952715e-07],[0.0009118476708265026],[9.897462269053812e-08],[2.2164701141188524e-07],[1.418987332464126]
173,[2.0011347248235205e-07],[0.0009118859591196453],[8.210279654663587e-08],[2.413915362733968e-07],[1.576857927912552]
174,[1.809872232459787e-07],[0.0009118657840076177],[8.920575520328506e-08],[2.3256414863907643e-07],[1.377647721762417]
175,[1.799196551016913e-07],[0.0009118419622385943],[7.676651001147246e-08],[2.067439916155903e-07],[1.367721967819331]
176,[1.830631712992919e-07],[0.0009119567049789607],[8.472407616875543e-08],[2.0297241954045354e-07],[1.3516377587672568]
177,[2.3209482608672624e-07],[0.0009118876863657713],[9.670745403077891e-08],[2.391748328981952e-07],[1.4626186088186146]
178,[1.793227155015987e-07],[0.0009117958930254306],[7.833031889423735e-08],[2.0873723567937278e-07],[1.4433227856010393]
179,[1.7812835239998505e-07],[0.0009117264908169991],[8.006338521938647e-08],[2.2111517056241994e-07],[1.6011898051488351]
180,[2.31004517463612e-07],[0.0009118639762668378],[9.29579609275656e-08],[2.3850290704702323e-07],[1.4609933053066733]
181,[2.512013329411472e-07],[0.0009119651742843797],[9.425344065720163e-08],[2.53266669381813e-07],[1.5113673873144378]
182,[2.1090568428359557e-07],[0.0009117072994336469],[1.1083686420205861e-07],[2.487349192604323e-07],[1.6127749395986544]
183,[1.6044590874323334e-07],[0.0009116435903145181],[7.932945088695569e-08],[1.998896065333022e-07],[1.3027303114397373]
184,[1.9409839736398182e-07],[0.0009118465881923423],[7.880985894224124e-08],[2.0616782339783382e-07],[1.4464891408769918]
185,[1.839411518918286e-07],[0.0009118543912604065],[9.213777698898345e-08],[2.163142954244628e-07],[1.3075684396134661]
186,[2.0571341144952715e-07],[0.0009118476708265026],[9.897462269053812e-08],[2.2164701141188524e-07],[1.418987332464126]
187,[2.0011347248235205e-07],[0.0009118859591196453],[8.210279654663587e-08],[2.413915362733968e-07],[1.576857927912552]
188,[1.809872232459787e-07],[0.0009118657840076177],[8.920575520328506e-08],[2.3256414863907643e-07],[1.377647721762417]
189,[2.512013329411472e-07],[0.0009119651742843797],[9.425344065720163e-08],[2.53266669381813e-07],[1.5113673873144378]
190,[1.9964837851439698e-07],[0.0009118780151653308],[9.43782236844985e-08],[2.498109369655094e-07],[1.5501171245176772]
191,[1.880985203987049e-07],[0.0009118523981573744],[8.913266558944954e-08],[2.3103115714163626e-07],[1.49920083636035]
192,[2.191596651492276e-07],[0.0009119286723245851],[1.0366318636261956e-07],[2.4017073507897537e-07],[1.5344518802306928]
193,[2.2464604422880656e-07],[0.0009119219552984653],[9.712902844962079e-08],[2.3520923496171104e-07],[1.421775629920504]
194,[1.7735216833592394e-07],[0.0009117776200274007],[7.972743176645786e-08],[1.9369879295368332e-07],[1.2920454078590256]
195,[2.0359084628186764e-07],[0.0009118044183294272],[8.648489312431526e-08],[2.0878209781538296e-07],[1.3315652326003184]
196,[1.9829470904783335e-07],[0.0009118507462275814],[9.306773141713691e-08],[2.3285864346160035e-07],[1.5217180611972967]
197,[1.8959566605343378e-07],[0.0009118847054006038],[8.808939079591712e-08],[2.2400595632966528e-07],[1.5593569719602116]
