,NPM,NAA,NLK,NLM,NAU
25,[9.90915982912479e-08],[0.00692963713379545],[5.971117859303938e-08],[7.42658424004849e-08],[0.5852387167183211]
26,[9.309886732328317e-08],[0.006929863461619778],[6.186634513733992e-08],[8.255532399529484e-08],[0.577711422309304]
27,[9.92067277500218e-08],[0.0069297725326449774],[6.292409739561592e-08],[7.791050338295744e-08],[0.5676817907334595]
28,[9.272094418470419e-08],[0.006929630844512517],[6.021692801164746e-08],[7.899682414864275e-08],[0.4546986163653762]
29,[8.53113226855542e-08],[0.006930220109330616],[6.157295729300637e-08],[7.089342630612457e-08],[0.38349060557985315]
30,[8.460315253947828e-08],[0.006929377166203426],[5.6744519058063366e-08],[6.699436370186073e-08],[0.31209499698546755]
31,[8.04521849036748e-08],[0.006928940364297708],[5.7627391597010784e-08],[6.67538303751612e-08],[0.3040333187226222]
32,[9.0905534933606e-08],[0.006929308093919232],[5.6646628401326816e-08],[7.2223033288723e-08],[0.33308845627277844]
33,[9.574987736884938e-08],[0.006929211867156237],[5.852387017874211e-08],[7.657659982486693e-08],[0.5125327073610584]
34,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
35,[9.90915982912479e-08],[0.00692963713379545],[5.971117859303938e-08],[7.42658424004849e-08],[0.5852387167183211]
36,[9.309886732328317e-08],[0.006929863461619778],[6.186634513733992e-08],[8.255532399529484e-08],[0.577711422309304]
37,[9.92067277500218e-08],[0.0069297725326449774],[6.292409739561592e-08],[7.791050338295744e-08],[0.5676817907334595]
38,[9.272094418470419e-08],[0.006929630844512517],[6.021692801164746e-08],[7.899682414864275e-08],[0.4546986163653762]
39,[8.53113226855542e-08],[0.006930220109330616],[6.157295729300637e-08],[7.089342630612457e-08],[0.38349060557985315]
40,[8.460315253947828e-08],[0.006929377166203426],[5.6744519058063366e-08],[6.699436370186073e-08],[0.31209499698546755]
41,[8.04521849036748e-08],[0.006928940364297708],[5.7627391597010784e-08],[6.67538303751612e-08],[0.3040333187226222]
42,[9.0905534933606e-08],[0.006929308093919232],[5.6646628401326816e-08],[7.2223033288723e-08],[0.33308845627277844]
43,[9.574987736884938e-08],[0.006929211867156237],[5.852387017874211e-08],[7.657659982486693e-08],[0.5125327073610584]
44,[1.0415426425858427e-07],[0.006929357986689072],[6.032122403099695e-08],[7.908395446062722e-08],[0.5549374420547482]
45,[9.864407862571414e-08],[0.0069299174469548835],[5.5660818188169454e-08],[7.759866239100266e-08],[0.5221305073579452]
46,[1.0312241124268272e-07],[0.006929705799132267],[6.195527203281295e-08],[7.687816316587695e-08],[0.5736723335414645]
47,[9.342635315958137e-08],[0.006929201558690133],[5.9363317784467685e-08],[7.245818708747471e-08],[0.5523820281783741]
48,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
49,[9.864407862571414e-08],[0.0069299174469548835],[5.5660818188169454e-08],[7.759866239100266e-08],[0.5221305073579452]
50,[1.0312241124268272e-07],[0.006929705799132267],[6.195527203281295e-08],[7.687816316587695e-08],[0.5736723335414645]
51,[9.342635315958137e-08],[0.006929201558690133],[5.9363317784467685e-08],[7.245818708747471e-08],[0.5523820281783741]
52,[9.570199292967921e-08],[0.006929419610310197],[5.693489351151872e-08],[7.360824582483159e-08],[0.41954687373990357]
53,[9.524190955841478e-08],[0.006929280239994597],[5.5993612278760615e-08],[7.118544841290954e-08],[0.3414797389812388]
54,[9.177280619492184e-08],[0.006929212378619727],[5.878479515531591e-08],[7.44452899168015e-08],[0.3251698427220631]
55,[7.996058265128247e-08],[0.006929468839322871],[5.638357751063163e-08],[7.677751181745e-08],[0.33673538333552133]
56,[9.168727147261324e-08],[0.006929674285416205],[5.75896370688424e-08],[7.464874761633598e-08],[0.3398639488296875]
57,[9.674863047542793e-08],[0.006929114270744684],[5.9299442940255e-08],[7.623798526233022e-08],[0.5282438462626019]
58,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
59,[9.864407862571414e-08],[0.0069299174469548835],[5.5660818188169454e-08],[7.759866239100266e-08],[0.5221305073579452]
60,[1.0312241124268272e-07],[0.006929705799132267],[6.195527203281295e-08],[7.687816316587695e-08],[0.5736723335414645]
61,[9.342635315958137e-08],[0.006929201558690133],[5.9363317784467685e-08],[7.245818708747471e-08],[0.5523820281783741]
62,[9.570199292967921e-08],[0.006929419610310197],[5.693489351151872e-08],[7.360824582483159e-08],[0.41954687373990357]
63,[9.524190955841478e-08],[0.006929280239994597],[5.5993612278760615e-08],[7.118544841290954e-08],[0.3414797389812388]
64,[9.177280619492184e-08],[0.006929212378619727],[5.878479515531591e-08],[7.44452899168015e-08],[0.3251698427220631]
65,[7.996058265128247e-08],[0.006929468839322871],[5.638357751063163e-08],[7.677751181745e-08],[0.33673538333552133]
66,[9.168727147261324e-08],[0.006929674285416205],[5.75896370688424e-08],[7.464874761633598e-08],[0.3398639488296875]
67,[9.674863047542793e-08],[0.006929114270744684],[5.9299442940255e-08],[7.623798526233022e-08],[0.5282438462626019]
68,[9.943577997376994e-08],[0.006929137984057663],[5.980855594149839e-08],[7.367169188717818e-08],[0.562405158189403]
69,[9.60275116733163e-08],[0.006929542132242176],[5.996007711170978e-08],[7.751855150419223e-08],[0.5425187748866451]
70,[8.828125100446596e-08],[0.00692962685776142],[6.107565395978718e-08],[7.347152520400995e-08],[0.5217029637032357]
71,[9.961652821382643e-08],[0.006929325840404284],[5.754625568737775e-08],[7.769360748213279e-08],[0.5209755182317488]
72,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
73,[9.943577997376994e-08],[0.006929137984057663],[5.980855594149839e-08],[7.367169188717818e-08],[0.562405158189403]
74,[9.60275116733163e-08],[0.006929542132242176],[5.996007711170978e-08],[7.751855150419223e-08],[0.5425187748866451]
75,[8.828125100446596e-08],[0.00692962685776142],[6.107565395978718e-08],[7.347152520400995e-08],[0.5217029637032357]
76,[9.961652821382643e-08],[0.006929325840404284],[5.754625568737775e-08],[7.769360748213279e-08],[0.5209755182317488]
77,[9.140054584268885e-08],[0.006929641797871702],[5.9367096989320634e-08],[7.600232856999305e-08],[0.4265451680703405]
78,[8.16610222266024e-08],[0.006929104026829091],[5.9457804743708195e-08],[7.222462190519488e-08],[0.3402031856569066]
79,[9.152878860069006e-08],[0.006929206879774698],[5.664347158961151e-08],[7.409941685516308e-08],[0.33615472087763587]
80,[9.379731984539739e-08],[0.006929341869381416],[5.580791054790211e-08],[7.053300358059843e-08],[0.33968710675845176]
81,[8.035669616207607e-08],[0.006928840210243066],[5.628679704671811e-08],[6.66224335945264e-08],[0.274640621076336]
82,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
83,[9.60275116733163e-08],[0.006929542132242176],[5.996007711170978e-08],[7.751855150419223e-08],[0.5425187748866451]
84,[8.828125100446596e-08],[0.00692962685776142],[6.107565395978718e-08],[7.347152520400995e-08],[0.5217029637032357]
85,[9.961652821382643e-08],[0.006929325840404284],[5.754625568737775e-08],[7.769360748213279e-08],[0.5209755182317488]
86,[9.140054584268885e-08],[0.006929641797871702],[5.9367096989320634e-08],[7.600232856999305e-08],[0.4265451680703405]
87,[8.16610222266024e-08],[0.006929104026829091],[5.9457804743708195e-08],[7.222462190519488e-08],[0.3402031856569066]
88,[9.152878860069006e-08],[0.006929206879774698],[5.664347158961151e-08],[7.409941685516308e-08],[0.33615472087763587]
89,[9.379731984539739e-08],[0.006929341869381416],[5.580791054790211e-08],[7.053300358059843e-08],[0.33968710675845176]
90,[8.035669616207607e-08],[0.006928840210243066],[5.628679704671811e-08],[6.66224335945264e-08],[0.274640621076336]
91,[9.701181803817563e-08],[0.006929117519643296],[5.984277653061117e-08],[7.035138237621679e-08],[0.5026806071350768]
92,[9.590093923846882e-08],[0.006929050115144268],[6.303226440817347e-08],[8.16659356675777e-08],[0.5486806886600848]
93,[9.785968492122768e-08],[0.0069292628650275264],[5.8378440054173186e-08],[7.569266673673853e-08],[0.5042419292989118]
94,[1.0158595432186157e-07],[0.006929126640135875],[5.805918235297697e-08],[7.628647718961655e-08],[0.551441621302193]
95,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
96,[9.701181803817563e-08],[0.006929117519643296],[5.984277653061117e-08],[7.035138237621679e-08],[0.5026806071350768]
97,[9.590093923846882e-08],[0.006929050115144268],[6.303226440817347e-08],[8.16659356675777e-08],[0.5486806886600848]
98,[9.785968492122768e-08],[0.0069292628650275264],[5.8378440054173186e-08],[7.569266673673853e-08],[0.5042419292989118]
99,[1.0158595432186157e-07],[0.006929126640135875],[5.805918235297697e-08],[7.628647718961655e-08],[0.551441621302193]
100,[9.188108030108345e-08],[0.006929088356885344],[5.902570450823977e-08],[7.858932496353214e-08],[0.5462851466666221]
101,[9.370420395560403e-08],[0.006929307737636219],[5.7332534176592226e-08],[7.725368154454514e-08],[0.4288614992143525]
102,[8.74273072605203e-08],[0.006928829013737058],[5.5936557205281433e-08],[7.268770084612794e-08],[0.31776780344127126]
103,[9.017491526453632e-08],[0.006928990850895004],[5.629225403003935e-08],[7.526425980343994e-08],[0.3810109497785915]
104,[9.151311079007738e-08],[0.0069288019581094755],[6.020187507183764e-08],[7.01140236521323e-08],[0.3270688275774606]
105,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
106,[9.701181803817563e-08],[0.006929117519643296],[5.984277653061117e-08],[7.035138237621679e-08],[0.5026806071350768]
107,[9.785968492122768e-08],[0.0069292628650275264],[5.8378440054173186e-08],[7.569266673673853e-08],[0.5042419292989118]
108,[1.0158595432186157e-07],[0.006929126640135875],[5.805918235297697e-08],[7.628647718961655e-08],[0.551441621302193]
109,[9.188108030108345e-08],[0.006929088356885344],[5.902570450823977e-08],[7.858932496353214e-08],[0.5462851466666221]
110,[9.370420395560403e-08],[0.006929307737636219],[5.7332534176592226e-08],[7.725368154454514e-08],[0.4288614992143525]
111,[8.74273072605203e-08],[0.006928829013737058],[5.5936557205281433e-08],[7.268770084612794e-08],[0.31776780344127126]
112,[9.017491526453632e-08],[0.006928990850895004],[5.629225403003935e-08],[7.526425980343994e-08],[0.3810109497785915]
113,[9.151311079007738e-08],[0.0069288019581094755],[6.020187507183764e-08],[7.01140236521323e-08],[0.3270688275774606]
114,[9.130375076693141e-08],[0.006928976027455136],[5.5679151497665205e-08],[7.585522431241166e-08],[0.30880569752130943]
115,[9.875324946758377e-08],[0.006928967286479714],[6.140201724945303e-08],[7.460326063332664e-08],[0.5200223417031551]
116,[9.647956099485365e-08],[0.006929367001804021],[5.827542879752335e-08],[7.738653953789296e-08],[0.5221633348328468]
117,[9.962615535567304e-08],[0.00692966979528059],[5.762977875687541e-08],[7.613337801590378e-08],[0.4995777741444818]
118,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
119,[9.017491526453632e-08],[0.006928990850895004],[5.629225403003935e-08],[7.526425980343994e-08],[0.3810109497785915]
120,[9.151311079007738e-08],[0.0069288019581094755],[6.020187507183764e-08],[7.01140236521323e-08],[0.3270688275774606]
121,[9.130375076693141e-08],[0.006928976027455136],[5.5679151497665205e-08],[7.585522431241166e-08],[0.30880569752130943]
122,[9.875324946758377e-08],[0.006928967286479714],[6.140201724945303e-08],[7.460326063332664e-08],[0.5200223417031551]
123,[9.647956099485365e-08],[0.006929367001804021],[5.827542879752335e-08],[7.738653953789296e-08],[0.5221633348328468]
124,[9.962615535567304e-08],[0.00692966979528059],[5.762977875687541e-08],[7.613337801590378e-08],[0.4995777741444818]
125,[9.495465697591626e-08],[0.006929577393276393],[6.113967732106446e-08],[7.527157408929907e-08],[0.5413013685417175]
126,[1.0247257033226966e-07],[0.006929008450793498],[5.96850131058124e-08],[7.78413303186187e-08],[0.5108069990758309]
127,[8.528664996450014e-08],[0.00692941672034597],[5.49968392182461e-08],[7.089548059138939e-08],[0.26607839669166666]
128,[8.904289988540015e-08],[0.006929438872224173],[5.7464151758845756e-08],[6.958834364717424e-08],[0.31801637946953315]
129,[9.415915347940566e-08],[0.006929334230679876],[5.681680072883675e-08],[6.962926951942759e-08],[0.37684973713938524]
130,[9.387178203334819e-08],[0.006928433576629941],[5.7509200389078595e-08],[7.319428072347721e-08],[0.3207807900791392]
131,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
132,[9.151311079007738e-08],[0.0069288019581094755],[6.020187507183764e-08],[7.01140236521323e-08],[0.3270688275774606]
133,[9.130375076693141e-08],[0.006928976027455136],[5.5679151497665205e-08],[7.585522431241166e-08],[0.30880569752130943]
134,[9.962615535567304e-08],[0.00692966979528059],[5.762977875687541e-08],[7.613337801590378e-08],[0.4995777741444818]
135,[9.495465697591626e-08],[0.006929577393276393],[6.113967732106446e-08],[7.527157408929907e-08],[0.5413013685417175]
136,[1.0247257033226966e-07],[0.006929008450793498],[5.96850131058124e-08],[7.78413303186187e-08],[0.5108069990758309]
137,[8.528664996450014e-08],[0.00692941672034597],[5.49968392182461e-08],[7.089548059138939e-08],[0.26607839669166666]
138,[8.904289988540015e-08],[0.006929438872224173],[5.7464151758845756e-08],[6.958834364717424e-08],[0.31801637946953315]
139,[9.415915347940566e-08],[0.006929334230679876],[5.681680072883675e-08],[6.962926951942759e-08],[0.37684973713938524]
140,[9.387178203334819e-08],[0.006928433576629941],[5.7509200389078595e-08],[7.319428072347721e-08],[0.3207807900791392]
141,[9.706014138299761e-08],[0.006929082545964515],[5.892448945202338e-08],[7.591237575731144e-08],[0.3541898341462215]
142,[9.328431636663528e-08],[0.006929667810369754],[5.654212570238471e-08],[7.281179810293379e-08],[0.41886366280721166]
143,[9.493724539494894e-08],[0.006930254036253708],[6.057357214856458e-08],[7.69622595732229e-08],[0.5447421500691255]
144,[9.3406083887951e-08],[0.00692971308070711],[5.7440051216670826e-08],[8.03673054751281e-08],[0.530235889816409]
145,[9.833336462719878e-08],[0.006930054755632392],[5.934173556892417e-08],[7.794063574314806e-08],[0.5522255241241762]
146,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
147,[9.387178203334819e-08],[0.006928433576629941],[5.7509200389078595e-08],[7.319428072347721e-08],[0.3207807900791392]
148,[9.706014138299761e-08],[0.006929082545964515],[5.892448945202338e-08],[7.591237575731144e-08],[0.3541898341462215]
149,[9.328431636663528e-08],[0.006929667810369754],[5.654212570238471e-08],[7.281179810293379e-08],[0.41886366280721166]
150,[9.493724539494894e-08],[0.006930254036253708],[6.057357214856458e-08],[7.69622595732229e-08],[0.5447421500691255]
151,[9.3406083887951e-08],[0.00692971308070711],[5.7440051216670826e-08],[8.03673054751281e-08],[0.530235889816409]
152,[9.833336462719878e-08],[0.006930054755632392],[5.934173556892417e-08],[7.794063574314806e-08],[0.5522255241241762]
153,[1.0481281204175173e-07],[0.006929809316813823],[5.7778059368240664e-08],[7.997468087150334e-08],[0.599980619825842]
154,[9.279323450938848e-08],[0.006929709591829892],[6.152154625722691e-08],[7.619414671737731e-08],[0.46795881788000376]
155,[9.078351012059437e-08],[0.0069299886229286884],[5.8847358226417266e-08],[7.285757513743645e-08],[0.3673473710011664]
156,[8.866411224754222e-08],[0.0069306178719052165],[5.7895922642880735e-08],[7.789332724360873e-08],[0.3451644510086268]
157,[9.225353360231585e-08],[0.006930699536181049],[5.848550830750215e-08],[7.247125018529606e-08],[0.34794139337110674]
158,[9.776404939114954e-08],[0.006929819880934054],[5.7769470269130204e-08],[7.52292659736082e-08],[0.33390367636156787]
159,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
160,[9.328431636663528e-08],[0.006929667810369754],[5.654212570238471e-08],[7.281179810293379e-08],[0.41886366280721166]
161,[9.3406083887951e-08],[0.00692971308070711],[5.7440051216670826e-08],[8.03673054751281e-08],[0.530235889816409]
162,[9.833336462719878e-08],[0.006930054755632392],[5.934173556892417e-08],[7.794063574314806e-08],[0.5522255241241762]
163,[1.0481281204175173e-07],[0.006929809316813823],[5.7778059368240664e-08],[7.997468087150334e-08],[0.599980619825842]
164,[9.279323450938848e-08],[0.006929709591829892],[6.152154625722691e-08],[7.619414671737731e-08],[0.46795881788000376]
165,[9.078351012059437e-08],[0.0069299886229286884],[5.8847358226417266e-08],[7.285757513743645e-08],[0.3673473710011664]
166,[8.866411224754222e-08],[0.0069306178719052165],[5.7895922642880735e-08],[7.789332724360873e-08],[0.3451644510086268]
167,[9.225353360231585e-08],[0.006930699536181049],[5.848550830750215e-08],[7.247125018529606e-08],[0.34794139337110674]
168,[9.776404939114954e-08],[0.006929819880934054],[5.7769470269130204e-08],[7.52292659736082e-08],[0.33390367636156787]
169,[8.914010010085117e-08],[0.006929563076883442],[5.8780039418966196e-08],[7.006872483999688e-08],[0.3183474534207064]
170,[1.0339531237261934e-07],[0.006929453861876289],[5.927369916317917e-08],[7.580691475172244e-08],[0.4428242105969512]
171,[9.783826424960046e-08],[0.006929003693198913],[5.824699215438562e-08],[7.472399907622784e-08],[0.5156285304333889]
172,[1.006705547108902e-07],[0.006928681887077035],[5.8746825607486885e-08],[7.8841279175969e-08],[0.511071986068967]
173,[9.306455651665768e-08],[0.006928717182229566],[5.7989332938751757e-08],[7.210186021098729e-08],[0.5202514078844372]
174,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
175,[9.783826424960046e-08],[0.006929003693198913],[5.824699215438562e-08],[7.472399907622784e-08],[0.5156285304333889]
176,[1.006705547108902e-07],[0.006928681887077035],[5.8746825607486885e-08],[7.8841279175969e-08],[0.511071986068967]
177,[9.306455651665768e-08],[0.006928717182229566],[5.7989332938751757e-08],[7.210186021098729e-08],[0.5202514078844372]
178,[9.085019852320288e-08],[0.006928739972014951],[5.767825099590907e-08],[7.419002194838998e-08],[0.36613541052421106]
179,[8.842554475009809e-08],[0.006929102393612229],[5.460981225625902e-08],[7.536396167635723e-08],[0.3595745448421147]
180,[8.341020569264346e-08],[0.00692939101675856],[5.333591662100159e-08],[6.531432420527622e-08],[0.33143234312954917]
181,[9.481291774583581e-08],[0.006929207850010859],[5.871292964165549e-08],[7.599962505099806e-08],[0.408652021464314]
182,[8.611407166280669e-08],[0.00692992872403027],[5.6028499601544655e-08],[7.391047386776354e-08],[0.3556370305024393]
183,[8.866051044074377e-08],[0.006929865876323751],[5.6376851000606566e-08],[6.83493541643921e-08],[0.33684327779237594]
184,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
185,[9.783826424960046e-08],[0.006929003693198913],[5.824699215438562e-08],[7.472399907622784e-08],[0.5156285304333889]
186,[1.006705547108902e-07],[0.006928681887077035],[5.8746825607486885e-08],[7.8841279175969e-08],[0.511071986068967]
187,[9.306455651665768e-08],[0.006928717182229566],[5.7989332938751757e-08],[7.210186021098729e-08],[0.5202514078844372]
188,[9.085019852320288e-08],[0.006928739972014951],[5.767825099590907e-08],[7.419002194838998e-08],[0.36613541052421106]
189,[8.842554475009809e-08],[0.006929102393612229],[5.460981225625902e-08],[7.536396167635723e-08],[0.3595745448421147]
190,[8.341020569264346e-08],[0.00692939101675856],[5.333591662100159e-08],[6.531432420527622e-08],[0.33143234312954917]
191,[9.481291774583581e-08],[0.006929207850010859],[5.871292964165549e-08],[7.599962505099806e-08],[0.408652021464314]
192,[8.611407166280669e-08],[0.00692992872403027],[5.6028499601544655e-08],[7.391047386776354e-08],[0.3556370305024393]
193,[8.866051044074377e-08],[0.006929865876323751],[5.6376851000606566e-08],[6.83493541643921e-08],[0.33684327779237594]
194,[9.779278556306426e-08],[0.0069291754018438135],[6.171744553477292e-08],[7.978165774961107e-08],[0.5438654163752842]
195,[1.0869898563516465e-07],[0.006929616415604653],[5.678328516148016e-08],[8.055739595186327e-08],[0.6620728465587205]
196,[9.53929616788639e-08],[0.006929759032790042],[5.9011280912828615e-08],[8.197581986776818e-08],[0.5012604862267728]
197,[8.91000402832211e-08],[0.006929910584602667],[5.822326243321545e-08],[8.011017240479814e-08],[0.5143313620831247]
198,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
199,[1.0869898563516465e-07],[0.006929616415604653],[5.678328516148016e-08],[8.055739595186327e-08],[0.6620728465587205]
200,[9.53929616788639e-08],[0.006929759032790042],[5.9011280912828615e-08],[8.197581986776818e-08],[0.5012604862267728]
201,[8.91000402832211e-08],[0.006929910584602667],[5.822326243321545e-08],[8.011017240479814e-08],[0.5143313620831247]
202,[9.606190368680611e-08],[0.0069298501507035195],[5.8159941078337436e-08],[7.599305241032198e-08],[0.38551977054462633]
203,[8.949003763164695e-08],[0.006930297725637623],[6.016363460182655e-08],[6.939076301250368e-08],[0.34627296044655076]
204,[9.200605344230917e-08],[0.006930155776321252],[6.253826521132307e-08],[7.282992924033838e-08],[0.337916176498701]
205,[8.58190132218285e-08],[0.006930234801046981],[5.7361353377464057e-08],[6.812957830906826e-08],[0.3451557269197259]
206,[8.847122314849437e-08],[0.006930398410568364],[5.7906546184142876e-08],[7.221394280576691e-08],[0.33563723016316205]
207,[8.807657207550923e-08],[0.006930030465880211],[6.132128569424816e-08],[7.585858903234391e-08],[0.46332953794871645]
208,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
209,[1.0869898563516465e-07],[0.006929616415604653],[5.678328516148016e-08],[8.055739595186327e-08],[0.6620728465587205]
210,[9.53929616788639e-08],[0.006929759032790042],[5.9011280912828615e-08],[8.197581986776818e-08],[0.5012604862267728]
211,[8.91000402832211e-08],[0.006929910584602667],[5.822326243321545e-08],[8.011017240479814e-08],[0.5143313620831247]
212,[9.606190368680611e-08],[0.0069298501507035195],[5.8159941078337436e-08],[7.599305241032198e-08],[0.38551977054462633]
213,[8.949003763164695e-08],[0.006930297725637623],[6.016363460182655e-08],[6.939076301250368e-08],[0.34627296044655076]
214,[9.200605344230917e-08],[0.006930155776321252],[6.253826521132307e-08],[7.282992924033838e-08],[0.337916176498701]
215,[8.58190132218285e-08],[0.006930234801046981],[5.7361353377464057e-08],[6.812957830906826e-08],[0.3451557269197259]
216,[8.847122314849437e-08],[0.006930398410568364],[5.7906546184142876e-08],[7.221394280576691e-08],[0.33563723016316205]
217,[8.807657207550923e-08],[0.006930030465880211],[6.132128569424816e-08],[7.585858903234391e-08],[0.46332953794871645]
218,[1.0203734390146624e-07],[0.006930144451408409],[6.091572045016748e-08],[7.486646245534544e-08],[0.48127311526672206]
219,[1.0186136774012497e-07],[0.006930159004987729],[6.14753063679315e-08],[7.803889581382675e-08],[0.5332573006038998]
220,[8.998235488761363e-08],[0.006930293050832861],[5.69051797023129e-08],[7.301727341210754e-08],[0.43551105663329626]
221,[9.280092798414324e-08],[0.006929459492458403],[5.986820262948746e-08],[7.407587380323835e-08],[0.5733356845340939]
222,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
223,[1.0186136774012497e-07],[0.006930159004987729],[6.14753063679315e-08],[7.803889581382675e-08],[0.5332573006038998]
224,[8.998235488761363e-08],[0.006930293050832861],[5.69051797023129e-08],[7.301727341210754e-08],[0.43551105663329626]
225,[9.280092798414324e-08],[0.006929459492458403],[5.986820262948746e-08],[7.407587380323835e-08],[0.5733356845340939]
226,[9.660931663890455e-08],[0.006929307618836555],[5.638682369531025e-08],[7.63277322402601e-08],[0.41820551333868383]
227,[8.713144222967276e-08],[0.006929691618942919],[5.635620186454725e-08],[6.913822416176895e-08],[0.30813205922115866]
228,[9.46753297251074e-08],[0.006930193939365512],[5.72850806474563e-08],[7.229123665289387e-08],[0.3139935180155444]
229,[8.572983115040585e-08],[0.006930369891215134],[5.62021442375456e-08],[6.764085109064984e-08],[0.2966725007334823]
230,[7.778942553652106e-08],[0.006930260290380961],[5.389815402775723e-08],[6.624615557932692e-08],[0.2640550851171005]
231,[7.333135066482706e-08],[0.001979912916364683],[3.5491861400665586e-08],[5.046969483689138e-08],[0.3127665822388803]
232,[1.0186136774012497e-07],[0.006930159004987729],[6.14753063679315e-08],[7.803889581382675e-08],[0.5332573006038998]
233,[8.998235488761363e-08],[0.006930293050832861],[5.69051797023129e-08],[7.301727341210754e-08],[0.43551105663329626]
