,0
0.0,0.0
12.20703125,0.0
24.4140625,0.0
36.62109375,0.0
48.828125,0.0
61.03515625,0.0
73.2421875,0.0
85.44921875,0.0
97.65625,0.0
109.86328125,0.0
122.0703125,0.0
134.27734375,0.0
146.484375,0.0
158.69140625,0.0
170.8984375,0.0
183.10546875,0.0
195.3125,0.0
207.51953125,0.0
219.7265625,0.0
231.93359375,0.0
244.140625,0.0
256.34765625,0.0
268.5546875,0.0
280.76171875,0.0
292.96875,0.0
305.17578125,0.0
317.3828125,0.0
329.58984375,0.0
341.796875,0.0
354.00390625,0.0
366.2109375,0.0
378.41796875,0.0
390.625,0.0
402.83203125,0.0
415.0390625,0.0
427.24609375,0.0
439.453125,0.0
451.66015625,0.0
463.8671875,0.0
476.07421875,0.0
488.28125,0.0
500.48828125,0.0
512.6953125,0.0
524.90234375,0.0
537.109375,0.0
549.31640625,0.0
561.5234375,0.0
573.73046875,0.0
585.9375,0.0
598.14453125,0.0
610.3515625,0.0
622.55859375,0.0
634.765625,0.0
646.97265625,0.0
659.1796875,0.0
671.38671875,0.0
683.59375,0.0
695.80078125,0.0
708.0078125,0.0
720.21484375,0.0
732.421875,0.0
744.62890625,0.0
756.8359375,0.0
769.04296875,0.0
781.25,0.0
793.45703125,0.0
805.6640625,0.0
817.87109375,0.0
830.078125,0.0
842.28515625,0.0
854.4921875,0.0
866.69921875,0.0
878.90625,0.0
891.11328125,0.0
903.3203125,0.0
915.52734375,0.0
927.734375,0.0
939.94140625,0.0
952.1484375,0.0
964.35546875,0.0
976.5625,0.0
988.76953125,0.0
1000.9765625,0.0
1013.18359375,0.0
1025.390625,0.0
1037.59765625,0.0
1049.8046875,0.0
1062.01171875,0.0
1074.21875,0.0
1086.42578125,0.0
1098.6328125,0.0
1110.83984375,0.0
1123.046875,0.0
1135.25390625,0.0
1147.4609375,0.0
1159.66796875,0.0
1171.875,0.0
1184.08203125,0.0
1196.2890625,0.0
1208.49609375,0.0
1220.703125,0.0
1232.91015625,0.0
1245.1171875,0.0
1257.32421875,0.0
1269.53125,0.0
1281.73828125,0.0
1293.9453125,0.0
1306.15234375,0.0
1318.359375,0.0
1330.56640625,0.0
1342.7734375,0.0
1354.98046875,0.0
1367.1875,0.0
1379.39453125,0.0
1391.6015625,0.0
1403.80859375,0.0
1416.015625,0.0
1428.22265625,0.0
1440.4296875,0.0
