,0
0.0,0.0
3.0517578125,0.0
6.103515625,0.0
9.1552734375,0.0
12.20703125,0.0
15.2587890625,0.0
18.310546875,0.0
21.3623046875,0.0
24.4140625,0.0
27.4658203125,0.0
30.517578125,0.0
33.5693359375,0.0
36.62109375,0.0
39.6728515625,0.0
42.724609375,0.0
45.7763671875,0.0
48.828125,0.0
51.8798828125,0.0
54.931640625,0.0
57.9833984375,0.0
61.03515625,0.0
64.0869140625,0.0
67.138671875,0.0
70.1904296875,0.0
73.2421875,0.0
76.2939453125,0.0
79.345703125,0.0
82.3974609375,0.0
85.44921875,0.0
88.5009765625,0.0
91.552734375,0.0
94.6044921875,0.0
97.65625,0.0
100.7080078125,0.0
103.759765625,0.0
106.8115234375,0.0
109.86328125,0.0
112.9150390625,0.0
115.966796875,0.0
119.0185546875,0.0
122.0703125,0.0
125.1220703125,0.0
128.173828125,0.0
131.2255859375,0.0
134.27734375,0.0
137.3291015625,0.0
140.380859375,0.0
143.4326171875,0.0
146.484375,0.0
149.5361328125,0.0
152.587890625,0.0
155.6396484375,0.0
158.69140625,0.0
161.7431640625,0.0
164.794921875,0.0
167.8466796875,0.0
170.8984375,0.0
173.9501953125,0.0
177.001953125,0.0
180.0537109375,0.0
183.10546875,0.0
186.1572265625,0.0
189.208984375,0.0
192.2607421875,0.0
195.3125,0.0
198.3642578125,0.0
201.416015625,0.0
204.4677734375,0.0
207.51953125,0.0
210.5712890625,0.0
213.623046875,0.0
216.6748046875,0.0
219.7265625,0.0
222.7783203125,0.0
225.830078125,0.0
228.8818359375,0.0
231.93359375,0.0
234.9853515625,0.0
238.037109375,0.0
241.0888671875,0.0
244.140625,0.0
247.1923828125,0.0
250.244140625,0.0
253.2958984375,0.0
256.34765625,0.0
259.3994140625,0.0
262.451171875,0.0
265.5029296875,0.0
268.5546875,0.0
271.6064453125,0.0
274.658203125,0.0
277.7099609375,0.0
280.76171875,0.0
283.8134765625,0.0
286.865234375,0.0
289.9169921875,0.0
292.96875,0.0
296.0205078125,0.0
299.072265625,0.0
302.1240234375,0.0
305.17578125,0.0
308.2275390625,0.0
311.279296875,0.0
314.3310546875,0.0
317.3828125,0.0
320.4345703125,0.0
323.486328125,0.0
326.5380859375,0.0
329.58984375,0.0
332.6416015625,0.0
335.693359375,0.0
338.7451171875,0.0
341.796875,0.0
344.8486328125,0.0
347.900390625,0.0
350.9521484375,0.0
354.00390625,0.0
357.0556640625,0.0
360.107421875,0.0
363.1591796875,0.0
366.2109375,0.0
369.2626953125,0.0
372.314453125,0.0
375.3662109375,0.0
378.41796875,0.0
381.4697265625,0.0
384.521484375,0.0
387.5732421875,0.0
390.625,0.0
393.6767578125,0.0
396.728515625,0.0
399.7802734375,0.0
402.83203125,0.0
405.8837890625,0.0
408.935546875,0.0
411.9873046875,0.0
415.0390625,0.0
418.0908203125,0.0
421.142578125,0.0
424.1943359375,0.0
427.24609375,0.0
430.2978515625,0.0
433.349609375,0.0
436.4013671875,0.0
439.453125,0.0
442.5048828125,0.0
445.556640625,0.0
448.6083984375,0.0
451.66015625,0.0
454.7119140625,0.0
457.763671875,0.0
460.8154296875,0.0
463.8671875,0.0
466.9189453125,0.0
469.970703125,0.0
473.0224609375,0.0
476.07421875,0.0
479.1259765625,0.0
482.177734375,0.0
485.2294921875,0.0
488.28125,0.0
491.3330078125,0.0
494.384765625,0.0
497.4365234375,0.0
500.48828125,0.0
503.5400390625,0.0
506.591796875,0.0
509.6435546875,0.0
512.6953125,0.0
515.7470703125,0.0
518.798828125,0.0
521.8505859375,0.0
524.90234375,0.0
527.9541015625,0.0
531.005859375,0.0
534.0576171875,0.0
537.109375,0.0
540.1611328125,0.0
543.212890625,0.0
546.2646484375,0.0
549.31640625,0.0
552.3681640625,0.0
555.419921875,0.0
558.4716796875,0.0
561.5234375,0.0
564.5751953125,0.0
567.626953125,0.0
570.6787109375,0.0
573.73046875,0.0
576.7822265625,0.0
579.833984375,0.0
582.8857421875,0.0
585.9375,0.0
588.9892578125,0.0
592.041015625,0.0
595.0927734375,0.0
598.14453125,0.0
601.1962890625,0.0
604.248046875,0.0
607.2998046875,0.0
610.3515625,0.0
613.4033203125,0.0
616.455078125,0.0
619.5068359375,0.0
622.55859375,0.0
625.6103515625,0.0
628.662109375,0.0
631.7138671875,0.0
634.765625,0.0
637.8173828125,0.0
640.869140625,0.0
643.9208984375,0.0
646.97265625,0.0
650.0244140625,0.0
653.076171875,0.0
656.1279296875,0.0
659.1796875,0.0
662.2314453125,0.0
665.283203125,0.0
668.3349609375,0.0
671.38671875,0.0
674.4384765625,0.0
677.490234375,0.0
680.5419921875,0.0
683.59375,0.0
686.6455078125,0.0
689.697265625,0.0
692.7490234375,0.0
695.80078125,0.0
698.8525390625,0.0
701.904296875,0.0
704.9560546875,0.0
708.0078125,0.0
711.0595703125,0.0
714.111328125,0.0
717.1630859375,0.0
720.21484375,0.0
723.2666015625,0.0
726.318359375,0.0
729.3701171875,0.0
732.421875,0.0
735.4736328125,0.0
738.525390625,0.0
741.5771484375,0.0
744.62890625,0.0
747.6806640625,0.0
750.732421875,0.0
753.7841796875,0.0
756.8359375,0.0
759.8876953125,0.0
762.939453125,0.0
765.9912109375,0.0
769.04296875,0.0
772.0947265625,0.0
775.146484375,0.0
778.1982421875,0.0
781.25,0.0
784.3017578125,0.0
787.353515625,0.0
790.4052734375,0.0
793.45703125,0.0
796.5087890625,0.0
799.560546875,0.0
802.6123046875,0.0
805.6640625,0.0
808.7158203125,0.0
811.767578125,0.0
814.8193359375,0.0
817.87109375,0.0
820.9228515625,0.0
823.974609375,0.0
827.0263671875,0.0
830.078125,0.0
833.1298828125,0.0
836.181640625,0.0
839.2333984375,0.0
842.28515625,0.0
845.3369140625,0.0
848.388671875,0.0
851.4404296875,0.0
854.4921875,0.0
857.5439453125,0.0
860.595703125,0.0
863.6474609375,0.0
866.69921875,0.0
869.7509765625,0.0
872.802734375,0.0
875.8544921875,0.0
878.90625,0.0
881.9580078125,0.0
885.009765625,0.0
888.0615234375,0.0
891.11328125,0.0
894.1650390625,0.0
897.216796875,0.0
900.2685546875,0.0
903.3203125,0.0
906.3720703125,0.0
909.423828125,0.0
912.4755859375,0.0
915.52734375,0.0
918.5791015625,0.0
921.630859375,0.0
924.6826171875,0.0
927.734375,0.0
930.7861328125,0.0
933.837890625,0.0
936.8896484375,0.0
939.94140625,0.0
942.9931640625,0.0
946.044921875,0.0
949.0966796875,0.0
952.1484375,0.0
955.2001953125,0.0
958.251953125,0.0
961.3037109375,0.0
964.35546875,0.0
967.4072265625,0.0
970.458984375,0.0
973.5107421875,0.0
976.5625,0.0
979.6142578125,0.0
982.666015625,0.0
985.7177734375,0.0
988.76953125,0.0
991.8212890625,0.0
994.873046875,0.0
997.9248046875,0.0
1000.9765625,0.0
1004.0283203125,0.0
1007.080078125,0.0
1010.1318359375,0.0
1013.18359375,0.0
1016.2353515625,0.0
1019.287109375,0.0
1022.3388671875,0.0
1025.390625,0.0
1028.4423828125,0.0
1031.494140625,0.0
1034.5458984375,0.0
1037.59765625,0.0
1040.6494140625,0.0
1043.701171875,0.0
1046.7529296875,0.0
1049.8046875,0.0
1052.8564453125,0.0
1055.908203125,0.0
1058.9599609375,0.0
1062.01171875,0.0
1065.0634765625,0.0
1068.115234375,0.0
1071.1669921875,0.0
1074.21875,0.0
1077.2705078125,0.0
1080.322265625,0.0
1083.3740234375,0.0
1086.42578125,0.0
1089.4775390625,0.0
1092.529296875,0.0
1095.5810546875,0.0
1098.6328125,0.0
1101.6845703125,0.0
1104.736328125,0.0
1107.7880859375,0.0
1110.83984375,0.0
1113.8916015625,0.0
1116.943359375,0.0
1119.9951171875,0.0
1123.046875,0.0
1126.0986328125,0.0
1129.150390625,0.0
1132.2021484375,0.0
1135.25390625,0.0
1138.3056640625,0.0
1141.357421875,0.0
1144.4091796875,0.0
1147.4609375,0.0
1150.5126953125,0.0
1153.564453125,0.0
1156.6162109375,0.0
1159.66796875,0.0
1162.7197265625,0.0
1165.771484375,0.0
1168.8232421875,0.0
1171.875,0.0
1174.9267578125,0.0
1177.978515625,0.0
1181.0302734375,0.0
1184.08203125,0.0
1187.1337890625,0.0
1190.185546875,0.0
1193.2373046875,0.0
1196.2890625,0.0
1199.3408203125,0.0
1202.392578125,0.0
1205.4443359375,0.0
1208.49609375,0.0
1211.5478515625,0.0
1214.599609375,0.0
1217.6513671875,0.0
1220.703125,0.0
1223.7548828125,0.0
1226.806640625,0.0
1229.8583984375,0.0
1232.91015625,0.0
1235.9619140625,0.0
1239.013671875,0.0
1242.0654296875,0.0
1245.1171875,0.0
1248.1689453125,0.0
1251.220703125,0.0
1254.2724609375,0.0
1257.32421875,0.0
1260.3759765625,0.0
1263.427734375,0.0
1266.4794921875,0.0
1269.53125,0.0
1272.5830078125,0.0
1275.634765625,0.0
1278.6865234375,0.0
1281.73828125,0.0
1284.7900390625,0.0
1287.841796875,0.0
1290.8935546875,0.0
1293.9453125,0.0
1296.9970703125,0.0
1300.048828125,0.0
1303.1005859375,0.0
1306.15234375,0.0
1309.2041015625,0.0
1312.255859375,0.0
1315.3076171875,0.0
1318.359375,0.0
1321.4111328125,0.0
1324.462890625,0.0
1327.5146484375,0.0
1330.56640625,0.0
1333.6181640625,0.0
1336.669921875,0.0
1339.7216796875,0.0
1342.7734375,0.0
1345.8251953125,0.0
1348.876953125,0.0
1351.9287109375,0.0
1354.98046875,0.0
1358.0322265625,0.0
1361.083984375,0.0
1364.1357421875,0.0
1367.1875,0.0
1370.2392578125,0.0
1373.291015625,0.0
1376.3427734375,0.0
1379.39453125,0.0
1382.4462890625,0.0
1385.498046875,0.0
1388.5498046875,0.0
1391.6015625,0.0
1394.6533203125,0.0
1397.705078125,0.0
1400.7568359375,0.0
1403.80859375,0.0
1406.8603515625,0.0
1409.912109375,0.0
1412.9638671875,0.0
1416.015625,0.0
1419.0673828125,0.0
1422.119140625,0.0
1425.1708984375,0.0
1428.22265625,0.0
1431.2744140625,0.0
1434.326171875,0.0
1437.3779296875,0.0
1440.4296875,0.0
1443.4814453125,0.0
1446.533203125,0.0
1449.5849609375,0.0
1452.63671875,0.0
1455.6884765625,0.0
1458.740234375,0.0
1461.7919921875,0.0
1464.84375,0.0
1467.8955078125,0.0
1470.947265625,0.0
1473.9990234375,0.0
1477.05078125,0.0
1480.1025390625,0.0
1483.154296875,0.0
1486.2060546875,0.0
1489.2578125,0.0
1492.3095703125,0.0
1495.361328125,0.0
1498.4130859375,0.0
1501.46484375,0.0
1504.5166015625,0.0
1507.568359375,0.0
1510.6201171875,0.0
1513.671875,0.0
1516.7236328125,0.0
1519.775390625,0.0
1522.8271484375,0.0
1525.87890625,0.0
1528.9306640625,0.0
1531.982421875,0.0
1535.0341796875,0.0
1538.0859375,0.0
1541.1376953125,0.0
1544.189453125,0.0
1547.2412109375,0.0
1550.29296875,0.0
1553.3447265625,0.0
1556.396484375,0.0
1559.4482421875,0.0
1562.5,0.0
1565.5517578125,0.0
1568.603515625,0.0
1571.6552734375,0.0
1574.70703125,0.0
1577.7587890625,0.0
1580.810546875,0.0
1583.8623046875,0.0
1586.9140625,0.0
1589.9658203125,0.0
1593.017578125,0.0
1596.0693359375,0.0
1599.12109375,0.0
1602.1728515625,0.0
1605.224609375,0.0
1608.2763671875,0.0
1611.328125,0.0
1614.3798828125,0.0
1617.431640625,0.0
1620.4833984375,0.0
1623.53515625,0.0
1626.5869140625,0.0
1629.638671875,0.0
1632.6904296875,0.0
1635.7421875,0.0
1638.7939453125,0.0
1641.845703125,0.0
1644.8974609375,0.0
1647.94921875,0.0
1651.0009765625,0.0
1654.052734375,0.0
1657.1044921875,0.0
1660.15625,0.0
1663.2080078125,0.0
1666.259765625,0.0
1669.3115234375,0.0
1672.36328125,0.0
1675.4150390625,0.0
1678.466796875,0.0
1681.5185546875,0.0
1684.5703125,0.0
1687.6220703125,0.0
1690.673828125,0.0
1693.7255859375,0.0
1696.77734375,0.0
1699.8291015625,0.0
1702.880859375,0.0
1705.9326171875,0.0
1708.984375,0.0
1712.0361328125,0.0
1715.087890625,0.0
1718.1396484375,0.0
1721.19140625,0.0
1724.2431640625,0.0
1727.294921875,0.0
1730.3466796875,0.0
1733.3984375,0.0
1736.4501953125,0.0
1739.501953125,0.0
1742.5537109375,0.0
1745.60546875,0.0
1748.6572265625,0.0
1751.708984375,0.0
1754.7607421875,0.0
1757.8125,0.0
1760.8642578125,0.0
1763.916015625,0.0
1766.9677734375,0.0
1770.01953125,0.0
1773.0712890625,0.0
1776.123046875,0.0
1779.1748046875,0.0
1782.2265625,0.0
1785.2783203125,0.0
1788.330078125,0.0
1791.3818359375,0.0
1794.43359375,0.0
1797.4853515625,0.0
1800.537109375,0.0
1803.5888671875,0.0
1806.640625,0.0
1809.6923828125,0.0
1812.744140625,0.0
1815.7958984375,0.0
1818.84765625,0.0
1821.8994140625,0.0
1824.951171875,0.0
1828.0029296875,0.0
1831.0546875,0.0
1834.1064453125,0.0
1837.158203125,0.0
1840.2099609375,0.0
1843.26171875,0.0
1846.3134765625,0.0
1849.365234375,0.0
1852.4169921875,0.0
1855.46875,0.0
1858.5205078125,0.0
1861.572265625,0.0
1864.6240234375,0.0
1867.67578125,0.0
1870.7275390625,0.0
1873.779296875,0.0
1876.8310546875,0.0
1879.8828125,0.0
1882.9345703125,0.0
1885.986328125,0.0
1889.0380859375,0.0
1892.08984375,0.0
1895.1416015625,0.0
1898.193359375,0.0
1901.2451171875,0.0
1904.296875,0.0
1907.3486328125,0.0
1910.400390625,0.0
1913.4521484375,0.0
1916.50390625,0.0
1919.5556640625,0.0
1922.607421875,0.0
1925.6591796875,0.0
1928.7109375,0.0
1931.7626953125,0.0
1934.814453125,0.0
1937.8662109375,0.0
1940.91796875,0.0
1943.9697265625,0.0
