,NPM,NAA,NLK,NLM,NAU
51,[1.5887315407520962e-07],[0.001821203911507042],[5.934453887246595e-08],[1.2880788708175433e-07],[0.8156801119920433]
52,[1.746988385056343e-07],[0.0018211648894908706],[6.133348010258235e-08],[1.4081175237179966e-07],[1.0289428365861375]
53,[1.6695639944691522e-07],[0.001821192330891559],[5.7817259119371825e-08],[1.3882422578511028e-07],[1.0794376483353436]
54,[1.685334369472274e-07],[0.0018211536494135744],[6.867038856332948e-08],[1.41659318570673e-07],[1.0786472027488525]
55,[1.4346313497924542e-07],[0.0018211548313705305],[6.100948332073184e-08],[1.3890146523035866e-07],[0.7954302390088601]
56,[1.4343912859220124e-07],[0.001821126403703869],[5.738162716941547e-08],[1.3020813048390017e-07],[0.7776986449759281]
57,[1.4829107178571526e-07],[0.0018211788861965826],[6.35157358848817e-08],[1.3760467763619383e-07],[0.7687126085668751]
58,[1.8341955237198156e-07],[0.001821217664264476],[6.358109123408234e-08],[1.439865255814821e-07],[1.0007648264344016]
59,[1.772484554319991e-07],[0.0018211465973254095],[5.859410221900325e-08],[1.565190802052716e-07],[1.0306078934331881]
60,[1.694195707380109e-07],[0.0018210396317639534],[6.173406470530976e-08],[1.4397269955775638e-07],[1.0825062565904962]
61,[1.6676914807134414e-07],[0.0018211249115357903],[6.33899317083011e-08],[1.4923000461747853e-07],[1.0722629516775013]
62,[1.75010116999571e-07],[0.0018211646408827077],[5.671797642325898e-08],[1.3716507820707506e-07],[0.924990190742153]
63,[1.526847271139147e-07],[0.0018209715900369228],[5.60504672880074e-08],[1.3746717148343236e-07],[0.7038321342148297]
64,[1.6736021293563748e-07],[0.0018212374574804282],[6.311516900930926e-08],[1.4692570292861136e-07],[1.0899414662614129]
65,[1.892716468253724e-07],[0.0018211906601948442],[5.572192574890695e-08],[1.2695573558126027e-07],[0.7517371568948076]
66,[1.7605904692123773e-07],[0.001821124284542237],[6.696899436015223e-08],[1.4982867292716937e-07],[0.9028664232238656]
67,[1.6550064360285688e-07],[0.0018210551785781016],[6.287363068108005e-08],[1.442348929273905e-07],[1.207563694690473]
68,[1.5664553880014377e-07],[0.0018210427720879133],[6.631022452211735e-08],[1.5058684377747871e-07],[1.015197441396082]
69,[1.599275608391521e-07],[0.001821021731020297],[6.157034037277822e-08],[1.417972911084926e-07],[0.8124307886542612]
70,[1.4694756302854816e-07],[0.0018211549728385503],[5.685606008615743e-08],[1.1992789695192793e-07],[0.6739573618280057]
71,[1.75010116999571e-07],[0.0018211646408827077],[5.671797642325898e-08],[1.3716507820707506e-07],[0.924990190742153]
72,[1.7332955055645405e-07],[0.001821197637382752],[6.498963649995616e-08],[1.5270035815265552e-07],[1.095599505090181]
73,[1.6880901777574517e-07],[0.0018214368016087864],[6.616723565308865e-08],[1.4112139086099578e-07],[0.9617429226518017]
74,[1.3987976751658846e-07],[0.0018212576712030605],[5.8879492121355316e-08],[1.4141375969389034e-07],[0.8212988255208542]
75,[1.4702464780962538e-07],[0.0018212220525169755],[5.732995300453155e-08],[1.3305365036814455e-07],[0.7365674388525967]
76,[1.549854384463811e-07],[0.0018211473261332048],[5.6685874935029124e-08],[1.3072786295695724e-07],[0.8177508677400966]
77,[1.3832081648702187e-07],[0.0018211620598903816],[5.8204886163807994e-08],[1.2044513763054838e-07],[0.7620096170233759]
78,[1.6007851818395225e-07],[0.0018211705548039155],[6.254543350003622e-08],[1.1982529588980177e-07],[0.776703067337944]
79,[1.74331544296245e-07],[0.0018213023716159777],[5.911939866705095e-08],[1.3037071218630004e-07],[0.7786862902675522]
80,[1.6550064360285688e-07],[0.0018210551785781016],[6.287363068108005e-08],[1.442348929273905e-07],[1.207563694690473]
81,[1.5664553880014377e-07],[0.0018210427720879133],[6.631022452211735e-08],[1.5058684377747871e-07],[1.015197441396082]
82,[1.599275608391521e-07],[0.001821021731020297],[6.157034037277822e-08],[1.417972911084926e-07],[0.8124307886542612]
83,[1.4694756302854816e-07],[0.0018211549728385503],[5.685606008615743e-08],[1.1992789695192793e-07],[0.6739573618280057]
84,[1.75010116999571e-07],[0.0018211646408827077],[5.671797642325898e-08],[1.3716507820707506e-07],[0.924990190742153]
85,[1.7332955055645405e-07],[0.001821197637382752],[6.498963649995616e-08],[1.5270035815265552e-07],[1.095599505090181]
86,[1.6880901777574517e-07],[0.0018214368016087864],[6.616723565308865e-08],[1.4112139086099578e-07],[0.9617429226518017]
87,[1.3987976751658846e-07],[0.0018212576712030605],[5.8879492121355316e-08],[1.4141375969389034e-07],[0.8212988255208542]
88,[1.4702464780962538e-07],[0.0018212220525169755],[5.732995300453155e-08],[1.3305365036814455e-07],[0.7365674388525967]
89,[1.549854384463811e-07],[0.0018211473261332048],[5.6685874935029124e-08],[1.3072786295695724e-07],[0.8177508677400966]
90,[1.594410235047514e-07],[0.001821370873714746],[6.180646714517558e-08],[1.5387603361665212e-07],[1.1061100267317368]
91,[1.6525980924837246e-07],[0.0018211059457903752],[6.608343967524487e-08],[1.4431811361630326e-07],[1.0011971390006802]
92,[1.5320144050799788e-07],[0.0018213378538978683],[6.359493043060191e-08],[1.363634335044072e-07],[0.7665681004554706]
93,[1.5330699912506672e-07],[0.0018213968383562838],[6.015882470447368e-08],[1.4021035807493829e-07],[1.0277703924273371]
94,[1.3827577585268678e-07],[0.001821510587128762],[5.9007834137108225e-08],[1.266168450957192e-07],[0.87687870258298]
95,[1.570700091215354e-07],[0.0018214001576897147],[5.9341519212583576e-08],[1.448125507029388e-07],[0.8627808289227135]
96,[1.6550064360285688e-07],[0.0018210551785781016],[6.287363068108005e-08],[1.442348929273905e-07],[1.207563694690473]
97,[1.5664553880014377e-07],[0.0018210427720879133],[6.631022452211735e-08],[1.5058684377747871e-07],[1.015197441396082]
98,[1.599275608391521e-07],[0.001821021731020297],[6.157034037277822e-08],[1.417972911084926e-07],[0.8124307886542612]
99,[1.4694756302854816e-07],[0.0018211549728385503],[5.685606008615743e-08],[1.1992789695192793e-07],[0.6739573618280057]
100,[1.75010116999571e-07],[0.0018211646408827077],[5.671797642325898e-08],[1.3716507820707506e-07],[0.924990190742153]
101,[1.7332955055645405e-07],[0.001821197637382752],[6.498963649995616e-08],[1.5270035815265552e-07],[1.095599505090181]
102,[1.6880901777574517e-07],[0.0018214368016087864],[6.616723565308865e-08],[1.4112139086099578e-07],[0.9617429226518017]
103,[1.3987976751658846e-07],[0.0018212576712030605],[5.8879492121355316e-08],[1.4141375969389034e-07],[0.8212988255208542]
104,[1.4702464780962538e-07],[0.0018212220525169755],[5.732995300453155e-08],[1.3305365036814455e-07],[0.7365674388525967]
105,[1.549854384463811e-07],[0.0018211473261332048],[5.6685874935029124e-08],[1.3072786295695724e-07],[0.8177508677400966]
106,[1.594410235047514e-07],[0.001821370873714746],[6.180646714517558e-08],[1.5387603361665212e-07],[1.1061100267317368]
107,[1.6525980924837246e-07],[0.0018211059457903752],[6.608343967524487e-08],[1.4431811361630326e-07],[1.0011971390006802]
108,[1.5320144050799788e-07],[0.0018213378538978683],[6.359493043060191e-08],[1.363634335044072e-07],[0.7665681004554706]
109,[1.5330699912506672e-07],[0.0018213968383562838],[6.015882470447368e-08],[1.4021035807493829e-07],[1.0277703924273371]
110,[1.3827577585268678e-07],[0.001821510587128762],[5.9007834137108225e-08],[1.266168450957192e-07],[0.87687870258298]
111,[1.570700091215354e-07],[0.0018214001576897147],[5.9341519212583576e-08],[1.448125507029388e-07],[0.8627808289227135]
112,[1.6910917246827449e-07],[0.0018211958286627119],[6.632966548294814e-08],[1.5051469212221247e-07],[1.088405790376792]
113,[1.6280513115927418e-07],[0.0018212193747042973],[6.28169751109285e-08],[1.3917638693087568e-07],[1.1048176429528245]
114,[1.625010539457181e-07],[0.001821153453748899],[6.074298934681583e-08],[1.4597361510866002e-07],[1.0280595505790155]
115,[1.655596794618477e-07],[0.0018210461372694144],[5.700974365807798e-08],[1.3181113766400232e-07],[0.9618264469967549]
116,[1.6550064360285688e-07],[0.0018210551785781016],[6.287363068108005e-08],[1.442348929273905e-07],[1.207563694690473]
117,[1.5664553880014377e-07],[0.0018210427720879133],[6.631022452211735e-08],[1.5058684377747871e-07],[1.015197441396082]
118,[1.599275608391521e-07],[0.001821021731020297],[6.157034037277822e-08],[1.417972911084926e-07],[0.8124307886542612]
119,[1.4694756302854816e-07],[0.0018211549728385503],[5.685606008615743e-08],[1.1992789695192793e-07],[0.6739573618280057]
120,[1.75010116999571e-07],[0.0018211646408827077],[5.671797642325898e-08],[1.3716507820707506e-07],[0.924990190742153]
121,[1.7332955055645405e-07],[0.001821197637382752],[6.498963649995616e-08],[1.5270035815265552e-07],[1.095599505090181]
122,[1.6880901777574517e-07],[0.0018214368016087864],[6.616723565308865e-08],[1.4112139086099578e-07],[0.9617429226518017]
123,[1.4702464780962538e-07],[0.0018212220525169755],[5.732995300453155e-08],[1.3305365036814455e-07],[0.7365674388525967]
124,[1.5320144050799788e-07],[0.0018213378538978683],[6.359493043060191e-08],[1.363634335044072e-07],[0.7665681004554706]
125,[1.3827577585268678e-07],[0.001821510587128762],[5.9007834137108225e-08],[1.266168450957192e-07],[0.87687870258298]
126,[1.570700091215354e-07],[0.0018214001576897147],[5.9341519212583576e-08],[1.448125507029388e-07],[0.8627808289227135]
127,[1.6910917246827449e-07],[0.0018211958286627119],[6.632966548294814e-08],[1.5051469212221247e-07],[1.088405790376792]
128,[1.625010539457181e-07],[0.001821153453748899],[6.074298934681583e-08],[1.4597361510866002e-07],[1.0280595505790155]
129,[1.655596794618477e-07],[0.0018210461372694144],[5.700974365807798e-08],[1.3181113766400232e-07],[0.9618264469967549]
130,[1.8371147048169057e-07],[0.001821109185505125],[7.190042660724492e-08],[1.4813990557456887e-07],[1.0345656778955632]
131,[1.6590348781428903e-07],[0.0018211359429470386],[6.114852599060768e-08],[1.5203062439166206e-07],[1.0301758803816363]
132,[1.6581003488684936e-07],[0.0018210534677626485],[7.042363101485554e-08],[1.4166662965325738e-07],[0.7986930986500782]
133,[1.67507518160252e-07],[0.001821093249082278],[5.6222248695172644e-08],[1.2644242025662311e-07],[0.8246299711481153]
134,[1.692246544953352e-07],[0.0018210406368111122],[5.550791302570639e-08],[1.3908695548293385e-07],[0.816116036139633]
135,[1.717810388555494e-07],[0.0018212923900404075],[6.30113440302494e-08],[1.3207888425087629e-07],[0.856038421501404]
136,[1.7066988275774662e-07],[0.001821143699228603],[6.686610450392693e-08],[1.3278684706850737e-07],[0.9521124483049275]
137,[1.6546878997952355e-07],[0.0018211168750460938],[6.445340331016745e-08],[1.3502947019119158e-07],[0.9698070519277855]
