,NPM,NAA,NLK,NLM,NAU
37,[2.514443728847288e-07],[0.0009119635554213482],[9.523423028687226e-08],[2.1267476527018335e-07],[1.4828365083254598]
38,[2.3675497810214778e-07],[0.0009119029907504535],[9.084706060019696e-08],[2.515069210234783e-07],[1.425067280535974]
39,[1.8117872304119787e-07],[0.0009119024760054111],[8.932913138864605e-08],[2.109103288144272e-07],[1.4027274614082863]
40,[1.9829796270397526e-07],[0.0009119229618126072],[8.643528347588581e-08],[2.0405428722167164e-07],[1.3680142391929595]
41,[1.6946337235619693e-07],[0.0009118437007969002],[8.521593921248141e-08],[1.9666643274677662e-07],[1.1015541894587129]
42,[1.7236182157973622e-07],[0.0009118034372696866],[8.702064954278601e-08],[2.0193151531323273e-07],[1.4990596091248094]
43,[2.140712586416336e-07],[0.0009117790210312059],[9.5540513719179e-08],[2.2429895782882316e-07],[1.3274612606860379]
44,[2.077707899422151e-07],[0.0009118399016494952],[8.362964007658088e-08],[2.453307323822099e-07],[1.4676200131416615]
45,[1.9981842189440675e-07],[0.0009118214345118926],[9.117301672473994e-08],[2.482627620998934e-07],[1.5796643840012068]
46,[1.8322431842552944e-07],[0.0009118418163593556],[8.344506877151104e-08],[2.2928109126716543e-07],[1.4956612957206656]
47,[2.213125551864245e-07],[0.0009118715838895896],[9.424868402640431e-08],[2.2529104487613128e-07],[1.340845545731989]
48,[1.7518264979909976e-07],[0.000911824353761423],[7.393549887572387e-08],[2.1457713318258537e-07],[1.2818235196771086]
49,[1.7051524741184527e-07],[0.0009118275971152955],[6.718946841354856e-08],[1.9470089286182103e-07],[1.1030545203150015]
50,[1.8117872304119787e-07],[0.0009119024760054111],[8.932913138864605e-08],[2.109103288144272e-07],[1.4027274614082863]
51,[1.9829796270397526e-07],[0.0009119229618126072],[8.643528347588581e-08],[2.0405428722167164e-07],[1.3680142391929595]
52,[1.6946337235619693e-07],[0.0009118437007969002],[8.521593921248141e-08],[1.9666643274677662e-07],[1.1015541894587129]
53,[1.7236182157973622e-07],[0.0009118034372696866],[8.702064954278601e-08],[2.0193151531323273e-07],[1.4990596091248094]
54,[2.140712586416336e-07],[0.0009117790210312059],[9.5540513719179e-08],[2.2429895782882316e-07],[1.3274612606860379]
55,[2.077707899422151e-07],[0.0009118399016494952],[8.362964007658088e-08],[2.453307323822099e-07],[1.4676200131416615]
56,[1.9981842189440675e-07],[0.0009118214345118926],[9.117301672473994e-08],[2.482627620998934e-07],[1.5796643840012068]
57,[1.8322431842552944e-07],[0.0009118418163593556],[8.344506877151104e-08],[2.2928109126716543e-07],[1.4956612957206656]
58,[2.213125551864245e-07],[0.0009118715838895896],[9.424868402640431e-08],[2.2529104487613128e-07],[1.340845545731989]
59,[1.7518264979909976e-07],[0.000911824353761423],[7.393549887572387e-08],[2.1457713318258537e-07],[1.2818235196771086]
60,[1.7051524741184527e-07],[0.0009118275971152955],[6.718946841354856e-08],[1.9470089286182103e-07],[1.1030545203150015]
61,[1.7309144270573302e-07],[0.000911835528033002],[7.531655622246553e-08],[2.035394070683042e-07],[1.2021392028492537]
62,[1.837755261591401e-07],[0.0009118020485775351],[7.813855970026962e-08],[2.2335720938511782e-07],[1.4631799460637147]
63,[1.8464302925523453e-07],[0.0009118272092645035],[8.286290828748858e-08],[2.2808812247709823e-07],[1.4295098951230805]
64,[1.7647839754552356e-07],[0.0009115976668473404],[8.598373767689147e-08],[2.2942613309891303e-07],[1.361336750764988]
65,[2.1894902389991357e-07],[0.0009118458028423754],[8.63414148848293e-08],[2.374523030297287e-07],[1.5265884872070457]
66,[1.9172049866685634e-07],[0.0009118062455249526],[8.546994496020023e-08],[2.1254894982431725e-07],[1.3162367971833755]
67,[1.787324184118801e-07],[0.0009117990246960259],[8.559120640420463e-08],[2.078596045032797e-07],[1.5040497769823316]
68,[1.8514281637734235e-07],[0.0009117533235059902],[8.756654048409809e-08],[2.1964674010387408e-07],[1.5625162777155026]
69,[1.8117872304119787e-07],[0.0009119024760054111],[8.932913138864605e-08],[2.109103288144272e-07],[1.4027274614082863]
70,[1.9829796270397526e-07],[0.0009119229618126072],[8.643528347588581e-08],[2.0405428722167164e-07],[1.3680142391929595]
71,[1.6946337235619693e-07],[0.0009118437007969002],[8.521593921248141e-08],[1.9666643274677662e-07],[1.1015541894587129]
72,[1.9172049866685634e-07],[0.0009118062455249526],[8.546994496020023e-08],[2.1254894982431725e-07],[1.3162367971833755]
73,[1.787324184118801e-07],[0.0009117990246960259],[8.559120640420463e-08],[2.078596045032797e-07],[1.5040497769823316]
74,[1.8514281637734235e-07],[0.0009117533235059902],[8.756654048409809e-08],[2.1964674010387408e-07],[1.5625162777155026]
75,[1.7607626658698545e-07],[0.0009117747147754768],[7.180850760833519e-08],[1.9218772304754716e-07],[1.2631145392915142]
76,[2.028603321829829e-07],[0.0009118294308688735],[9.097300156416313e-08],[2.1206447042962355e-07],[1.3484809509873186]
77,[1.9119777955929385e-07],[0.0009118299681564482],[7.459978904948469e-08],[2.0409676877447236e-07],[1.3770492244750825]
78,[1.663017031476112e-07],[0.000911906186385877],[7.977550019686728e-08],[2.0514077670856617e-07],[1.2018663393709446]
79,[1.8363203232010285e-07],[0.0009118049892437527],[7.766543745235778e-08],[2.0185148921439478e-07],[1.089074360683683]
80,[1.7908340504839147e-07],[0.0009117483613995718],[8.32499650037403e-08],[2.100391189665924e-07],[1.2122033039157434]
81,[2.3166467464252993e-07],[0.0009117354549554078],[9.827819824178548e-08],[2.2393939113664322e-07],[1.3629092794846387]
82,[2.0677657837222424e-07],[0.0009118700895552467],[8.545098888855181e-08],[2.1845742532085313e-07],[1.5508961070558898]
83,[2.3502722566425817e-07],[0.0009119047186535975],[1.0256465555683436e-07],[2.336828146406316e-07],[1.3152626225935102]
84,[2.3497564809822477e-07],[0.0009118143798808307],[8.930115077171741e-08],[2.3187459010182381e-07],[1.4855075884587907]
85,[1.8117872304119787e-07],[0.0009119024760054111],[8.932913138864605e-08],[2.109103288144272e-07],[1.4027274614082863]
86,[1.9829796270397526e-07],[0.0009119229618126072],[8.643528347588581e-08],[2.0405428722167164e-07],[1.3680142391929595]
87,[1.6946337235619693e-07],[0.0009118437007969002],[8.521593921248141e-08],[1.9666643274677662e-07],[1.1015541894587129]
88,[2.0677657837222424e-07],[0.0009118700895552467],[8.545098888855181e-08],[2.1845742532085313e-07],[1.5508961070558898]
89,[2.3502722566425817e-07],[0.0009119047186535975],[1.0256465555683436e-07],[2.336828146406316e-07],[1.3152626225935102]
90,[2.3497564809822477e-07],[0.0009118143798808307],[8.930115077171741e-08],[2.3187459010182381e-07],[1.4855075884587907]
91,[1.8742842113578877e-07],[0.0009118207106326438],[8.094957609550096e-08],[2.360839092274781e-07],[1.4788981092118667]
92,[2.434589000929027e-07],[0.0009118144838739609],[9.224711537993655e-08],[2.1985063380931184e-07],[1.3131561779283156]
93,[2.0365721531264925e-07],[0.0009118384703491574],[9.164407585737195e-08],[2.1915303619552101e-07],[1.2704889786904088]
94,[1.783943184772331e-07],[0.0009117530085722553],[8.527174776748233e-08],[2.0264094582884464e-07],[1.1725318387157355]
95,[2.0316763437984844e-07],[0.0009119014476035752],[8.490983150680358e-08],[2.1404238731460546e-07],[1.4371141238994742]
96,[1.9836929807602347e-07],[0.000911686494094431],[8.163652883589444e-08],[2.2072377425394308e-07],[1.460350283561903]
97,[1.9010752720292877e-07],[0.0009117519421218041],[7.937845298510886e-08],[2.052093170191613e-07],[1.2681275460447856]
98,[2.0337405823688804e-07],[0.0009117243629666901],[8.098266520346373e-08],[2.028124853650365e-07],[1.2996939673444523]
99,[1.8117872304119787e-07],[0.0009119024760054111],[8.932913138864605e-08],[2.109103288144272e-07],[1.4027274614082863]
100,[1.9829796270397526e-07],[0.0009119229618126072],[8.643528347588581e-08],[2.0405428722167164e-07],[1.3680142391929595]
101,[1.6946337235619693e-07],[0.0009118437007969002],[8.521593921248141e-08],[1.9666643274677662e-07],[1.1015541894587129]
102,[2.0677657837222424e-07],[0.0009118700895552467],[8.545098888855181e-08],[2.1845742532085313e-07],[1.5508961070558898]
103,[2.3502722566425817e-07],[0.0009119047186535975],[1.0256465555683436e-07],[2.336828146406316e-07],[1.3152626225935102]
104,[2.3497564809822477e-07],[0.0009118143798808307],[8.930115077171741e-08],[2.3187459010182381e-07],[1.4855075884587907]
105,[1.8742842113578877e-07],[0.0009118207106326438],[8.094957609550096e-08],[2.360839092274781e-07],[1.4788981092118667]
106,[2.434589000929027e-07],[0.0009118144838739609],[9.224711537993655e-08],[2.1985063380931184e-07],[1.3131561779283156]
107,[2.0337405823688804e-07],[0.0009117243629666901],[8.098266520346373e-08],[2.028124853650365e-07],[1.2996939673444523]
108,[1.7998211652408043e-07],[0.0009118898968618436],[7.719679018847554e-08],[2.4245858689640715e-07],[1.422502697737882]
109,[2.0837082494801328e-07],[0.0009117184883249781],[9.141600917441144e-08],[2.3532404008044405e-07],[1.4091778048288144]
110,[1.8124950925084018e-07],[0.0009118478104627452],[8.831855226540353e-08],[2.2425397775393176e-07],[1.3694199557360243]
111,[1.6799841329461588e-07],[0.0009117682580792714],[8.028225931554504e-08],[2.2152613505993447e-07],[1.2187976080139011]
112,[1.9476745658921843e-07],[0.00091200683723987],[1.0153027653480393e-07],[2.1427457145003378e-07],[1.347667588813879]
113,[2.409913213166063e-07],[0.0009117858952150063],[9.167531630434062e-08],[2.3871008894021097e-07],[1.448936098314562]
114,[2.1241145773086296e-07],[0.0009117988625380948],[8.796084579720605e-08],[2.3733094356273695e-07],[1.5613635007448556]
115,[2.3502722566425817e-07],[0.0009119047186535975],[1.0256465555683436e-07],[2.336828146406316e-07],[1.3152626225935102]
116,[2.3497564809822477e-07],[0.0009118143798808307],[8.930115077171741e-08],[2.3187459010182381e-07],[1.4855075884587907]
117,[1.8742842113578877e-07],[0.0009118207106326438],[8.094957609550096e-08],[2.360839092274781e-07],[1.4788981092118667]
118,[2.434589000929027e-07],[0.0009118144838739609],[9.224711537993655e-08],[2.1985063380931184e-07],[1.3131561779283156]
119,[2.0337405823688804e-07],[0.0009117243629666901],[8.098266520346373e-08],[2.028124853650365e-07],[1.2996939673444523]
120,[1.7998211652408043e-07],[0.0009118898968618436],[7.719679018847554e-08],[2.4245858689640715e-07],[1.422502697737882]
121,[2.0837082494801328e-07],[0.0009117184883249781],[9.141600917441144e-08],[2.3532404008044405e-07],[1.4091778048288144]
122,[1.8124950925084018e-07],[0.0009118478104627452],[8.831855226540353e-08],[2.2425397775393176e-07],[1.3694199557360243]
123,[1.6799841329461588e-07],[0.0009117682580792714],[8.028225931554504e-08],[2.2152613505993447e-07],[1.2187976080139011]
124,[1.9476745658921843e-07],[0.00091200683723987],[1.0153027653480393e-07],[2.1427457145003378e-07],[1.347667588813879]
125,[2.409913213166063e-07],[0.0009117858952150063],[9.167531630434062e-08],[2.3871008894021097e-07],[1.448936098314562]
126,[2.1241145773086296e-07],[0.0009117988625380948],[8.796084579720605e-08],[2.3733094356273695e-07],[1.5613635007448556]
127,[2.5238946157962216e-07],[0.0009118822689124109],[1.0427945348592708e-07],[2.5278404378663216e-07],[1.6375848488142544]
128,[7.723417280404551e-07],[0.0017266802698206421],[1.084655649766921e-06],[1.237530800064863e-06],[1.9146224751880738]
129,[2.083988639879362e-07],[0.0027706843472167656],[8.628669991683582e-08],[2.38755549285138e-07],[1.5967874773422224]
130,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
131,[1.8701951511343675e-07],[0.004550314213433754],[8.607789290620452e-08],[1.9388495904428574e-07],[1.2284152377613606]
132,[1.672367730359523e-07],[0.004550347647916583],[8.561215970400144e-08],[2.114911641066548e-07],[1.310554913367409]
133,[2.0337405823688804e-07],[0.0009117243629666901],[8.098266520346373e-08],[2.028124853650365e-07],[1.2996939673444523]
134,[1.7998211652408043e-07],[0.0009118898968618436],[7.719679018847554e-08],[2.4245858689640715e-07],[1.422502697737882]
135,[2.0837082494801328e-07],[0.0009117184883249781],[9.141600917441144e-08],[2.3532404008044405e-07],[1.4091778048288144]
136,[1.8124950925084018e-07],[0.0009118478104627452],[8.831855226540353e-08],[2.2425397775393176e-07],[1.3694199557360243]
137,[1.6799841329461588e-07],[0.0009117682580792714],[8.028225931554504e-08],[2.2152613505993447e-07],[1.2187976080139011]
138,[1.9476745658921843e-07],[0.00091200683723987],[1.0153027653480393e-07],[2.1427457145003378e-07],[1.347667588813879]
139,[2.409913213166063e-07],[0.0009117858952150063],[9.167531630434062e-08],[2.3871008894021097e-07],[1.448936098314562]
140,[2.1241145773086296e-07],[0.0009117988625380948],[8.796084579720605e-08],[2.3733094356273695e-07],[1.5613635007448556]
141,[2.5238946157962216e-07],[0.0009118822689124109],[1.0427945348592708e-07],[2.5278404378663216e-07],[1.6375848488142544]
142,[7.723417280404551e-07],[0.0017266802698206421],[1.084655649766921e-06],[1.237530800064863e-06],[1.9146224751880738]
143,[2.083988639879362e-07],[0.0027706843472167656],[8.628669991683582e-08],[2.38755549285138e-07],[1.5967874773422224]
144,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
145,[1.8701951511343675e-07],[0.004550314213433754],[8.607789290620452e-08],[1.9388495904428574e-07],[1.2284152377613606]
146,[1.672367730359523e-07],[0.004550347647916583],[8.561215970400144e-08],[2.114911641066548e-07],[1.310554913367409]
147,[2.051659293551189e-07],[0.005465584703464633],[1.0469300425967588e-07],[2.3259175360745076e-07],[1.7379721533509043]
148,[1.921058809015963e-07],[0.0054655250399247264],[9.494583621675096e-08],[2.3336749971593092e-07],[1.678735608670968]
149,[2.2311319139744565e-07],[0.0060857872198961434],[1.0359931085998638e-07],[2.1776347076795848e-07],[1.5559600087315544]
150,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
151,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
152,[2.0837082494801328e-07],[0.0009117184883249781],[9.141600917441144e-08],[2.3532404008044405e-07],[1.4091778048288144]
153,[2.5238946157962216e-07],[0.0009118822689124109],[1.0427945348592708e-07],[2.5278404378663216e-07],[1.6375848488142544]
154,[2.083988639879362e-07],[0.0027706843472167656],[8.628669991683582e-08],[2.38755549285138e-07],[1.5967874773422224]
155,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
156,[1.8701951511343675e-07],[0.004550314213433754],[8.607789290620452e-08],[1.9388495904428574e-07],[1.2284152377613606]
157,[1.672367730359523e-07],[0.004550347647916583],[8.561215970400144e-08],[2.114911641066548e-07],[1.310554913367409]
158,[2.051659293551189e-07],[0.005465584703464633],[1.0469300425967588e-07],[2.3259175360745076e-07],[1.7379721533509043]
159,[1.921058809015963e-07],[0.0054655250399247264],[9.494583621675096e-08],[2.3336749971593092e-07],[1.678735608670968]
160,[2.2311319139744565e-07],[0.0060857872198961434],[1.0359931085998638e-07],[2.1776347076795848e-07],[1.5559600087315544]
161,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
162,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
163,[2.0868894551202526e-07],[0.007169767757642434],[8.923140636488009e-08],[2.0454259894260251e-07],[1.3885449956458382]
164,[1.7526070970957178e-07],[0.006372768540520062],[8.906351272136826e-08],[2.245772803949204e-07],[1.4389983088748373]
165,[2.1080644991141018e-07],[0.006099710554548985],[9.326076156273496e-08],[2.4906634992998133e-07],[1.5085209587797248]
166,[2.2630816060286177e-07],[0.005465609444206492],[9.099333286059691e-08],[2.397479326810394e-07],[1.5757793284629393]
167,[1.8982415698985687e-07],[0.005465531947557888],[7.938432255974997e-08],[2.0006222938890567e-07],[1.2245636863169787]
168,[2.2264894904496355e-07],[0.005465431268159832],[1.1123250668160435e-07],[2.2605030969496449e-07],[1.374299776673807]
169,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
170,[2.2311319139744565e-07],[0.0060857872198961434],[1.0359931085998638e-07],[2.1776347076795848e-07],[1.5559600087315544]
171,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
172,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
173,[2.0868894551202526e-07],[0.007169767757642434],[8.923140636488009e-08],[2.0454259894260251e-07],[1.3885449956458382]
174,[2.1080644991141018e-07],[0.006099710554548985],[9.326076156273496e-08],[2.4906634992998133e-07],[1.5085209587797248]
175,[2.2630816060286177e-07],[0.005465609444206492],[9.099333286059691e-08],[2.397479326810394e-07],[1.5757793284629393]
176,[1.8982415698985687e-07],[0.005465531947557888],[7.938432255974997e-08],[2.0006222938890567e-07],[1.2245636863169787]
177,[2.2264894904496355e-07],[0.005465431268159832],[1.1123250668160435e-07],[2.2605030969496449e-07],[1.374299776673807]
178,[1.7518242677353844e-07],[0.0054652847056803735],[7.641978973334897e-08],[1.9825132546789076e-07],[1.2833913098630814]
179,[1.8726269320004274e-07],[0.005464957407674297],[7.926973442354302e-08],[2.0782956005041275e-07],[1.2300965077375663]
180,[1.658204933999203e-07],[0.0054650075027470315],[8.391342350834173e-08],[2.0255841040843882e-07],[1.285798878172467]
181,[2.0474978814987073e-07],[0.005464780246653487],[8.050077313204586e-08],[2.1015491972132033e-07],[1.3512360590015218]
182,[1.8819157183276984e-07],[0.005464350831697158],[7.915470126084506e-08],[2.258910403186329e-07],[1.530644902843194]
183,[2.2216578761804675e-07],[0.0054645756242669525],[9.773245113779365e-08],[2.3675346690620315e-07],[1.3783374284837921]
184,[2.434709174892758e-07],[0.005464653873223118],[9.535417135951392e-08],[2.3014179800907387e-07],[1.4574137909891511]
185,[2.2586662441765994e-07],[0.005464725304663042],[8.495156921722598e-08],[2.3322708691731278e-07],[1.340446901330835]
186,[1.8161220288339204e-07],[0.00546495880050886],[7.936998069212267e-08],[2.3229862192463526e-07],[1.3878652997599037]
187,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
188,[2.2311319139744565e-07],[0.0060857872198961434],[1.0359931085998638e-07],[2.1776347076795848e-07],[1.5559600087315544]
189,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
190,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
191,[2.0868894551202526e-07],[0.007169767757642434],[8.923140636488009e-08],[2.0454259894260251e-07],[1.3885449956458382]
192,[2.1080644991141018e-07],[0.006099710554548985],[9.326076156273496e-08],[2.4906634992998133e-07],[1.5085209587797248]
193,[2.2264894904496355e-07],[0.005465431268159832],[1.1123250668160435e-07],[2.2605030969496449e-07],[1.374299776673807]
194,[1.658204933999203e-07],[0.0054650075027470315],[8.391342350834173e-08],[2.0255841040843882e-07],[1.285798878172467]
195,[2.434709174892758e-07],[0.005464653873223118],[9.535417135951392e-08],[2.3014179800907387e-07],[1.4574137909891511]
196,[2.2586662441765994e-07],[0.005464725304663042],[8.495156921722598e-08],[2.3322708691731278e-07],[1.340446901330835]
197,[1.8161220288339204e-07],[0.00546495880050886],[7.936998069212267e-08],[2.3229862192463526e-07],[1.3878652997599037]
198,[1.888540933542661e-07],[0.005465163919803446],[8.306782117214789e-08],[1.936688891573172e-07],[1.5095306299185436]
199,[1.9742085891324768e-07],[0.005465224725270374],[8.11410862425599e-08],[2.17237657052665e-07],[1.2584859789906881]
200,[1.8860384680479436e-07],[0.005465080200465219],[8.227574041576518e-08],[2.0861800879476723e-07],[1.3945213512466044]
201,[1.7598337708996963e-07],[0.005465049280840284],[8.277421321571998e-08],[2.2237810278107556e-07],[1.3380855462236263]
202,[1.7812029969140103e-07],[0.005464805144770959],[8.652186675769102e-08],[2.121166710145687e-07],[1.3438427444968033]
203,[1.9643932351467978e-07],[0.005464855888063343],[8.984848919757775e-08],[2.1184303713951644e-07],[1.3500724582192989]
204,[1.6756235954576226e-07],[0.005464676825624292],[8.814686413796918e-08],[2.2490796152219198e-07],[1.4462097958806837]
205,[2.01065751817685e-07],[0.005464732816274038],[8.017709840074996e-08],[2.1315615444019461e-07],[1.420792922891612]
206,[2.5786226419473204e-07],[0.005465177429438522],[9.362571682587481e-08],[2.2538668329842156e-07],[1.619618175096444]
207,[2.4548637494913635e-07],[0.003015035399506055],[1.0127931379611855e-07],[2.3515068615646492e-07],[1.3258679309500143]
208,[2.2311319139744565e-07],[0.0060857872198961434],[1.0359931085998638e-07],[2.1776347076795848e-07],[1.5559600087315544]
209,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
210,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
211,[2.0868894551202526e-07],[0.007169767757642434],[8.923140636488009e-08],[2.0454259894260251e-07],[1.3885449956458382]
212,[2.01065751817685e-07],[0.005464732816274038],[8.017709840074996e-08],[2.1315615444019461e-07],[1.420792922891612]
213,[2.5786226419473204e-07],[0.005465177429438522],[9.362571682587481e-08],[2.2538668329842156e-07],[1.619618175096444]
214,[1.8140945063195892e-07],[0.005465544400189977],[6.399586904752531e-08],[1.3489953425351704e-07],[1.1941431461969336]
215,[1.6494221259989366e-07],[0.005464982853355638],[6.215263833903159e-08],[1.4406144794326498e-07],[1.0783796817095965]
216,[1.5694527348343952e-07],[0.005464602348250005],[5.6852704158624586e-08],[1.3058653757804018e-07],[0.8558130879577618]
217,[1.4853919404484226e-07],[0.005465122661145015],[5.729690163936911e-08],[1.257852149869014e-07],[0.872755273781544]
218,[1.5822525927952451e-07],[0.005464750648792078],[5.865094257085646e-08],[1.2228882673017998e-07],[0.9609399879026738]
219,[1.4036985826825152e-07],[0.005464410769411972],[5.971774860472107e-08],[1.2125397780871607e-07],[0.7481957462864735]
220,[1.6762140075812057e-07],[0.00546411901537201],[5.669552296385818e-08],[1.339142079062011e-07],[0.7857535062353619]
221,[1.6962752493247828e-07],[0.005464226767882531],[5.797185957100874e-08],[1.2599895874929e-07],[0.7513114205045736]
222,[1.9288005527668305e-07],[0.006372426239967683],[9.094375169808994e-08],[2.2256887245769028e-07],[1.4524263965263264]
223,[1.9305316279180204e-07],[0.00664004981408534],[8.581492812176095e-08],[2.0189463523991043e-07],[1.3131971572259893]
224,[2.0868894551202526e-07],[0.007169767757642434],[8.923140636488009e-08],[2.0454259894260251e-07],[1.3885449956458382]
225,[2.01065751817685e-07],[0.005464732816274038],[8.017709840074996e-08],[2.1315615444019461e-07],[1.420792922891612]
226,[2.5786226419473204e-07],[0.005465177429438522],[9.362571682587481e-08],[2.2538668329842156e-07],[1.619618175096444]
227,[1.8140945063195892e-07],[0.005465544400189977],[6.399586904752531e-08],[1.3489953425351704e-07],[1.1941431461969336]
