time	NAA Phase	NAA Amp	NPM Phase	NPM Amp
6927	-63	-2.364578	-98.7488	-3.802593
6928	-64.27148	-2.138474	-97.39996	-3.688262
6929	-62.98951	-2.285049	-98.8963	-3.789455
6930	-63.7317	-2.620107	-98.34007	-3.654138
6931	-64.18311	-2.163179	-99.36773	-3.662913
6932	-66.63365	-2.448459	-96.18119	-3.373325
6933	-65.7063	-2.463706	-99.85877	-3.668118
6934	-63.39702	-2.484377	-97.12898	-3.516311
6935	-63.77904	-2.491799	-98.33547	-3.431152
6936	-62.59962	-2.564407	-98.78434	-3.494477
6937	-65.80787	-2.085168	-102.8714	-3.313039
6938	-64.66529	-2.423608	-97.78738	-3.575535
6939	-64.12249	-2.645273	-98.75091	-3.544241
6940	-64.3958	-2.430383	-97.23213	-3.575083
6941	-64.48872	-2.366643	-98.6052	-3.43323
6942	-64.06675	-2.3075	-99.72056	-3.644944
6943	-64.72659	-2.292651	-99.43893	-3.397773
6944	-65.57142	-2.574172	-96.48147	-3.526287
6945	-63.02998	-2.416841	-99.16985	-3.455188
6946	-65.9439	-2.151374	-97.11334	-3.096475
6947	-64.93479	-2.416081	-100.0606	-3.564665
6948	-64.32559	-2.421685	-97.78525	-3.401619
6949	-64.42027	-2.496484	-97.75726	-3.32511
6950	-64.81385	-2.374336	-98.37817	-3.104556
6951	-65.05122	-2.193413	-97.66389	-3.496099
6952	-64.98191	-2.21769	-98.12913	-3.214463
6953	-63.36027	-2.482725	-99.50804	-3.192305
6954	-64.09538	-2.341677	-98.53491	-3.322097
6955	-66.60602	-2.16231	-99.26256	-3.434888
6956	-63.82495	-2.298257	-99.17207	-3.501841
6957	-64.67648	-2.262644	-99.75787	-3.525005
6958	-69.49164	-2.5198	-97.77429	-3.120735
6959	-64.20648	-2.56116	-99.17092	-3.730618
6960	-65.24215	-2.220276	-99.54005	-3.388301
6961	-65.29162	-2.378186	-98.24507	-3.274614
6962	-66.17663	-2.373767	-99.55061	-3.252996
6963	-67.75946	-2.117031	-98.03097	-3.509375
6964	-64.97114	-2.246426	-98.88279	-3.278953
6965	-65.05575	-2.37082	-101.8218	-3.360662
6966	-63.31632	-2.262427	-99.3108	-3.324268
6967	-65.07986	-2.283005	-98.5848	-3.25208
6968	-64.56342	-2.364072	-100.8344	-3.454355
6969	-67.75684	-2.280056	-99.95824	-3.303716
6970	-65.47378	-2.3605	-100.304	-3.711113
6971	-66.734	-2.520308	-97.65532	-3.554814
6972	-66.51102	-2.33353	-98.67705	-3.397976
6973	-65.55494	-2.267612	-96.70795	-3.23551
6974	-66.84367	-2.538384	-98.26261	-3.559333
6975	-66.67266	-2.062283	-97.01933	-3.173113
6976	-65.71672	-2.306448	-98.69078	-3.451245
6977	-64.23883	-2.260105	-101.5006	-3.44262
6978	-67.02576	-2.310491	-98.62906	-3.74156
6979	-66.11557	-2.379995	-100.4054	-3.309866
6980	-65.65021	-2.134485	-99.74055	-3.2949
6981	-64.22905	-2.214744	-99.21304	-3.153306
6982	-66.34882	-2.414641	-99.83584	-3.074307
6983	-65.64057	-2.346382	-99.73909	-3.494966
6984	-65.59034	-2.365525	-98.61057	-3.416186
6985	-66.68303	-2.330352	-99.02511	-3.667761
6986	-66.8216	-2.1977	-97.38307	-3.115185
6987	-65.5169	-2.370618	-97.73086	-3.383066
6988	-66.83599	-2.369177	-96.29342	-3.775129
6989	-66.2222	-2.270698	-97.19646	-3.413931
6990	-66.13971	-2.209795	-97.6237	-3.554084
6991	-65.32658	-2.274624	-99.87726	-3.639404
6992	-65.3865	-2.394582	-99.4495	-3.265432
6993	-66.50739	-2.160552	-99.76494	-3.114997
6994	-68.17121	-2.36769	-99.35951	-3.409607
6995	-65.7057	-2.276977	-101.7189	-3.059619
6996	-66.63428	-2.406506	-99.58793	-3.635915
6997	-67.08256	-2.301902	-101.617	-3.524619
6998	-65.22633	-2.099487	-100.1921	-3.530947
6999	-65.61055	-2.22206	-99.55812	-3.287998
7000	-67.02471	-2.095176	-99.56635	-3.392468
7001	-66.06154	-2.391374	-99.61011	-3.344521
7002	-65.14318	-2.075207	-99.58835	-3.568171
7003	-66.46625	-2.302864	-101.3346	-3.564099
7004	-66.10329	-2.219043	-100.9146	-3.584441
7005	-65.93428	-2.33823	-101.4577	-3.568904
7006	-66.00869	-1.86874	-99.68433	-3.46686
7007	-66.15713	-2.280825	-101.2933	-3.459416
7008	-67.20044	-1.960684	-99.3283	-3.718877
7009	-66.44094	-2.019314	-98.50162	-3.278579
7010	-66.52595	-2.173774	-99.26205	-3.735095
7011	-66.03277	-2.053628	-102.9965	-3.288689
7012	-65.16695	-2.030998	-99.08295	-3.691736
7013	-65.68524	-1.699145	-102.1435	-3.142986
7014	-66.9996	-1.981748	-100.0938	-3.34196
7015	-66.35451	-2.0175	-103.4723	-3.008235
7016	-66.86433	-2.008779	-99.96157	-3.444416
7017	-68.05104	-2.035144	-99.84346	-3.516125
7018	-67.50038	-2.162476	-98.92395	-3.549028
7019	-65.06673	-2.215242	-100.444	-3.326819
7020	-67.23324	-1.869587	-98.79913	-3.432803
7021	-64.80932	-2.1871	-101.7463	-3.441816
7022	-65.99357	-2.120185	-99.33127	-3.286853
7023	-65.44875	-1.995745	-100.0647	-3.415007
7024	-66.01644	-1.889883	-100.5545	-3.189836
7025	-66.0252	-2.059194	-98.24133	-3.73197
7026	-66.84581	-1.88824	-100.5893	-3.379597
7027	-67.66406	-2.113706	-100.1768	-3.337141
7028	-67.90579	-1.953672	-98.35856	-3.591902
7029	-67.48074	-1.987954	-100.6091	-3.223362
7030	-66.45245	-2.19032	-98.34026	-3.334907
7031	-66.99224	-1.885571	-96.95579	-3.368235
7032	-68.1726	-1.775808	-101.8437	-2.941455
7033	-68.18753	-2.062639	-99.54715	-3.813401
7034	-68.99469	-2.012615	-99.74361	-3.342058
7035	-67.14147	-1.877239	-98.90893	-3.225232
7036	-68.12802	-1.943091	-97.98726	-3.374453
7037	-67.47578	-2.059407	-99.45801	-3.647248
7038	-68.07919	-2.072041	-99.17795	-3.412187
7039	-66.55578	-2.103826	-99.79608	-3.748489
7040	-66.40224	-1.94906	-101.4114	-3.63562
7041	-67.14889	-2.06251	-100.8329	-3.424871
7042	-66.05248	-1.977471	-98.75612	-3.610212
7043	-66.91372	-1.791269	-99.78266	-3.340312
7044	-66.7078	-1.983418	-100.0755	-3.921767
7045	-66.49132	-2.132331	-99.38423	-3.665178
7046	-67.69311	-1.756389	-101.6035	-3.513767
7047	-66.05641	-2.067114	-99.52603	-3.209265
7048	-66.65475	-1.749482	-98.23098	-3.45979
7049	-65.98113	-1.767864	-99.55724	-3.510232
7050	-65.87955	-1.826465	-98.62527	-2.788113
7051	-66.28355	-1.740478	-100.7361	-3.261064
7052	-67.98093	-1.80196	-99.46902	-3.604311
7053	-66.94959	-1.855557	-98.15645	-2.995937
7054	-65.5898	-2.112517	-99.58314	-3.035884
7055	-67.17076	-1.964077	-95.56895	-3.381829
7056	-66.70727	-1.914287	-99.40498	-3.173393
7057	-67.83205	-1.704644	-98.35461	-2.844009
7058	-65.445	-1.878745	-97.0846	-3.318369
7059	-67.80448	-1.974255	-97.1761	-3.209883
7060	-68.44997	-2.039419	-98.29073	-2.819026
7061	-68.43265	-2.126435	-96.5452	-3.237441
7062	-66.15934	-1.958337	-100.8382	-3.529282
7063	-66.96124	-1.928293	-97.01175	-3.297749
7064	-67.27478	-1.80322	-98.75658	-3.288091
7065	-67.78809	-1.878059	-99.12148	-3.445408
7066	-67.43246	-2.020186	-99.52217	-3.163928
7067	-67.16173	-1.706658	-98.04872	-2.924695
7068	-66.47565	-2.081084	-98.58804	-3.445432
7069	-67.24052	-1.353845	-97.72335	-3.179563
7070	-66.66261	-1.794995	-98.54909	-3.230952
7071	-67.19484	-1.881663	-98.66037	-3.075388
7072	-67.18437	-2.053005	-100.6611	-3.278843
7073	-66.38329	-1.837913	-100.1887	-3.109258
7074	-67.24897	-1.841289	-99.12015	-3.302097
7075	-65.84184	-2.068835	-98.78917	-3.160459
7076	-66.67554	-1.894175	-99.39796	-2.884465
7077	-67.50659	-1.709841	-97.91142	-3.044944
7078	-66.56687	-1.910925	-99.70514	-2.942063
7079	-68.21424	-1.984185	-99.05146	-3.064766
7080	-66.47196	-1.903804	-100.3969	-3.189119
7081	-66.78558	-1.911599	-99.43616	-3.301382
7082	-66.62324	-1.923123	-100.6089	-2.855144
7083	-66.18197	-1.859875	-97.18831	-2.693435
7084	-66.8364	-1.767117	-100.8214	-3.138557
7085	-66.32482	-1.749019	-99.36118	-3.27199
7086	-67.24884	-1.847903	-97.34485	-3.130281
7087	-66.73044	-1.907993	-98.58799	-3.401497
7088	-67.27799	-1.829248	-99.43486	-3.315735
7089	-68.04967	-1.92071	-99.39177	-3.307261
7090	-67.64534	-1.986196	-95.59006	-3.436255
7091	-68.00595	-1.917864	-98.69396	-3.422703
7092	-66.96841	-1.820344	-98.24997	-3.453562
7093	-67.27897	-1.773821	-99.38131	-3.01374
7094	-66.49174	-1.823608	-99.26224	-3.418708
7095	-69.09141	-1.847627	-100.3037	-2.851121
7096	-66.31211	-1.825471	-96.3472	-3.366887
7097	-67.87068	-1.964038	-98.98937	-3.273623
7098	-67.09183	-1.847517	-98.10791	-3.049878
7099	-67.88396	-1.940444	-101.2488	-3.168208
7100	-67.23066	-1.673501	-100.3007	-3.026108
7101	-66.23634	-1.410281	-100.0928	-3.199939
7102	-68.29401	-1.892761	-98.16959	-3.049158
7103	-68.75133	-1.867214	-98.80172	-2.878638
7104	-68.31773	-1.887217	-99.00233	-3.1796
7105	-65.92879	-1.84405	-98.11947	-2.90605
7106	-67.93587	-1.626121	-100.6161	-2.827009
7107	-67.52204	-1.520579	-99.9434	-2.987043
7108	-68.18981	-1.990601	-99.09001	-3.085957
7109	-68.72415	-1.802561	-98.95463	-2.882793
7110	-69.36825	-1.652349	-99.54344	-2.851494
7111	-68.15781	-1.758301	-100.674	-2.962288
7112	-67.67059	-1.844636	-101.2141	-3.032075
7113	-68.4376	-1.848203	-100.8526	-3.079443
7114	-67.48234	-2.026094	-99.00397	-2.829036
7115	-69.3991	-1.583308	-100.7284	-3.008103
7116	-69.64103	-1.767419	-99.12241	-3.063022
7117	-69.22336	-1.746233	-100.2081	-3.228442
7118	-69.68079	-1.479641	-98.77753	-3.130268
7119	-68.83064	-1.743047	-99.17455	-3.191401
7120	-67.78509	-1.627029	-99.06119	-2.989724
7121	-68.04953	-1.724468	-100.302	-3.052456
7122	-68.12321	-1.622964	-97.84761	-2.652505
7123	-70.19523	-1.662642	-98.89201	-2.984028
7124	-70.00841	-1.858716	-99.73091	-2.786199
7125	-69.00347	-1.894187	-101.4113	-3.250222
7126	-68.54367	-1.986399	-100.0725	-3.199375
7127	-70.27737	-1.73812	-97.99488	-3.346877
7128	-69.67337	-1.816194	-97.52933	-3.058428
7129	-69.04636	-1.878101	-98.23819	-3.199163
7130	-69.35067	-1.445955	-99.60788	-2.960041
7131	-68.20113	-1.669207	-101.1607	-2.990686
7132	-67.6135	-1.6476	-99.69816	-2.741738
7133	-70.11599	-1.569377	-99.08466	-3.23529
7134	-68.84116	-1.594055	-100.573	-3.183235
7135	-69.13042	-1.628784	-98.1964	-2.837353
7136	-71.09847	-1.666101	-100.9644	-2.932974
7137	-70.49048	-1.496892	-96.5537	-3.122639
7138	-71.17239	-1.421741	-99.41188	-3.07751
7139	-69.735	-1.631018	-99.40919	-3.120486
7140	-69.80912	-1.555461	-99.82354	-3.421765
7141	-69.57027	-1.466655	-100.3696	-3.12404
7142	-70.18533	-1.552959	-97.98192	-3.374995
7143	-68.57874	-1.724487	-99.453	-3.04312
7144	-70.68507	-1.349416	-99.12714	-3.082725
7145	-70.54836	-1.786028	-99.07868	-2.983249
7146	-69.39069	-1.587705	-101.0977	-3.117634
7147	-69.22425	-1.41166	-102.7563	-2.92353
7148	-70.12927	-1.599148	-98.51475	-3.079473
7149	-70.2557	-1.792815	-99.89923	-3.084841
7150	-69.18875	-1.903721	-98.76302	-3.373125
7151	-69.16071	-1.92209	-100.0432	-2.899275
7152	-70.0889	-1.972686	-99.98653	-3.055364
7153	-69.67069	-1.518982	-99.51496	-3.282324
7154	-70.23566	-1.726213	-98.88592	-3.138193
7155	-70.96348	-1.872493	-100.0886	-3.140767
7156	-69.21946	-1.73769	-101.8828	-2.814841
7157	-70.95822	-1.617798	-99.68592	-3.127107
7158	-70.69195	-1.82323	-98.82632	-3.093892
7159	-70.61198	-1.862463	-100.4385	-2.82029
7160	-70.11613	-1.930115	-101.8091	-2.695891
7161	-70.73935	-1.864224	-100.3363	-3.352534
7162	-70.02559	-1.802002	-100.4624	-2.877942
7163	-69.11474	-1.896633	-99.36678	-2.62324
7164	-71.82875	-1.798281	-100.3436	-3.245017
7165	-71.10035	-1.827957	-98.78042	-2.866045
7166	-70.89063	-1.757082	-98.44563	-3.21689
7167	-70.4635	-1.822778	-99.60912	-3.126645
7168	-71.87975	-1.670728	-100.377	-3.012463
7169	-70.3801	-2.069597	-101.1668	-3.17835
7170	-70.37375	-1.879248	-100.3781	-3.280613
7171	-71.00436	-1.975156	-98.57392	-3.015376
7172	-71.97695	-1.91179	-99.66894	-2.83533
7173	-70.81109	-1.84457	-101.0937	-2.655957
7174	-70.48955	-2.068289	-100.4276	-2.911025
7175	-69.98414	-1.880681	-100.814	-3.092048
7176	-72.46834	-1.955498	-101.6325	-3.165693
7177	-70.28151	-2.237136	-100.0465	-3.249556
7178	-71.41323	-1.981484	-98.82702	-2.958699
7179	-70.24232	-2.125288	-98.01225	-3.114578
7180	-71.97563	-2.046975	-99.59474	-3.139643
7181	-71.14797	-1.908	-100.9683	-2.750161
7182	-69.27098	-1.925671	-103.1515	-2.85939
7183	-70.69359	-1.83614	-99.48761	-3.291396
7184	-72.47028	-1.592483	-100.8652	-2.556836
7185	-69.45595	-2.044199	-102.2686	-3.132107
7186	-70.57738	-1.91146	-98.45193	-2.936284
7187	-70.99951	-1.741916	-102.1783	-3.048552
7188	-71.01167	-1.835498	-102.1747	-2.915437
7189	-71.65537	-1.927935	-99.69436	-2.745403
7190	-68.82318	-1.867429	-100.7541	-3.345317
7191	-72.44311	-1.409028	-98.80738	-2.652073
7192	-71.05884	-1.802949	-100.5114	-3.276575
7193	-70.88693	-2.138042	-100.6556	-3.211863
7194	-71.47632	-1.901467	-100.4229	-3.071345
7195	-69.69872	-1.955435	-101.3155	-3.104141
7196	-70.66411	-2.009983	-99.34751	-3.277934
7197	-70.244	-1.905967	-101.7439	-3.409163
7198	-70.95393	-1.872898	-100.4556	-3.005239
7199	-71.50863	-2.202151	-99.48872	-3.15437
7200	-70.21689	-1.753188	-98.29653	-3.214082
7201	-70.00517	-1.793286	-100.8482	-3.418481
7202	-70.77159	-1.899556	-97.83613	-3.165481
7203	-71.23475	-1.790134	-102.253	-3.000928
7204	-72.27061	-1.947976	-98.07526	-3.099448
7205	-71.8778	-1.55499	-98.79528	-2.86719
7206	-71.44309	-1.952913	-102.1871	-3.471318
7207	-72.0568	-2.196521	-100.7285	-3.090859
7208	-71.76351	-2.035601	-99.8639	-3.468176
7209	-72.20168	-2.064563	-100.1151	-3.192913
7210	-72.10334	-1.765547	-103.4945	-3.319949
7211	-71.44338	-2.070088	-99.8303	-3.320618
7212	-70.74727	-2.124155	-99.49639	-3.064438
7213	-70.5786	-2.115237	-99.28343	-3.32854
7214	-72.58176	-1.96561	-101.4015	-2.754377
7215	-72.08214	-2.038247	-100.5931	-3.249797
7216	-71.49756	-1.940598	-100.3821	-2.990332
7217	-72.09973	-2.088159	-99.91471	-3.117668
7218	-71.89745	-2.18083	-100.3909	-3.188611
7219	-72.28246	-2.001936	-100.3455	-3.28928
7220	-71.48376	-1.835591	-100.5889	-2.621025
7221	-71.23694	-1.914951	-100.3446	-2.988186
7222	-71.8875	-2.047878	-100.2066	-3.076157
7223	-71.33377	-2.079807	-96.34961	-2.972917
7224	-72.50727	-1.955957	-100.4538	-2.928147
7225	-73.46039	-1.78957	-100.3383	-2.865149
7226	-73.19505	-2.046931	-100.5356	-2.903699
7227	-71.45153	-1.966655	-100.1995	-3.35741
7228	-72.37666	-1.91856	-97.83008	-3.024656
7229	-70.11001	-1.846675	-100.0997	-3.11074
7230	-71.68761	-2.021475	-101.268	-2.96209
7231	-71.22591	-1.910557	-102.9991	-3.049397
7232	-71.1326	-1.787095	-99.61259	-2.826528
7233	-71.23805	-1.866995	-100.3518	-2.866106
7234	-72.30356	-1.805654	-101.043	-3.434705
7235	-71.89011	-1.951291	-98.51306	-3.244668
7236	-69.94742	-1.98605	-100.2196	-2.928247
7237	-71.00757	-1.772959	-100.474	-3.11279
7238	-71.10098	-1.812627	-98.02113	-2.944409
7239	-71.41916	-2.059255	-102.3367	-2.939119
7240	-71.9507	-2.020825	-100.3938	-3.026489
7241	-71.2404	-1.818701	-101.6569	-3.193931
7242	-72.47043	-2.109629	-101.4164	-2.890225
7243	-71.65415	-2.049485	-97.47608	-2.828938
7244	-70.73627	-2.094014	-101.7213	-2.807917
7245	-72.28881	-2.081997	-101.0333	-3.348433
7246	-72.43562	-1.793403	-99.26878	-2.546147
7247	-70.51466	-1.674973	-98.71757	-2.784824
7248	-72.46403	-1.955051	-97.82658	-2.744558
7249	-71.36895	-2.080571	-98.36608	-2.894597
7250	-71.63966	-1.796274	-98.61646	-2.717595
7251	-71.2215	-1.857566	-99.7935	-3.132183
7252	-71.03329	-1.867312	-99.79639	-3.338655
7253	-70.71371	-2.06082	-101.2622	-3.351914
7254	-70.75275	-1.858594	-96.27769	-3.552021
7255	-71.8214	-1.839446	-97.51864	-3.218162
7256	-71.94331	-1.869075	-102.4535	-2.707844
7257	-71.70406	-1.987261	-100.8595	-3.251103
7258	-71.79035	-2.04238	-101.0306	-3.186799
7259	-71.26183	-2.102026	-102.6271	-2.771191
7260	-70.11831	-1.977344	-101.1532	-3.013381
7261	-69.59084	-1.932707	-101.7117	-2.956116
7262	-71.07527	-1.968545	-99.47183	-3.134844
7263	-72.23278	-2.052703	-100.539	-2.844109
7264	-71.64209	-1.824949	-101.4326	-2.718889
7265	-70.10946	-1.959502	-99.82781	-3.120305
7266	-71.3744	-1.921738	-99.23875	-3.069131
7267	-71.41062	-2.011479	-98.77429	-2.892876
7268	-70.88335	-2.090005	-102.4704	-3.103828
7269	-70.50181	-2.004714	-98.62	-3.059407
7270	-72.90218	-1.996548	-98.2069	-3.106894
7271	-70.15755	-2.093052	-99.76585	-3.27364
7272	-71.15528	-2.028623	-99.89128	-3.214707
7273	-71.79153	-1.943655	-100.3008	-2.992895
7274	-69.53585	-1.809258	-102.8453	-2.963298
7275	-70.80315	-2.036804	-100.6215	-3.054839
7276	-70.39171	-1.803088	-100.1369	-3.454709
7277	-71.09811	-1.890022	-99.04071	-2.784849
7278	-70.26239	-1.937541	-101.4857	-2.887202
7279	-71.22027	-1.80029	-99.24994	-3.108237
7280	-71.51624	-1.983713	-100.2445	-3.173896
7281	-69.85889	-1.983679	-101.519	-3.018879
7282	-69.85629	-1.946999	-99.84787	-3.063511
7283	-70.70492	-2.030623	-99.37402	-3.202998
7284	-71.09048	-2.080154	-99.31647	-3.042353
7285	-71.80934	-2.040896	-101.4761	-3.16074
7286	-71.64663	-1.866633	-100.5666	-3.132212
7287	-71.43841	-1.884136	-99.55818	-2.833464
7288	-70.46898	-1.868047	-101.0966	-3.176655
7289	-71.06225	-2.103914	-98.68988	-3.285483
7290	-71.39357	-2.085649	-99.15644	-3.15261
7291	-70.09739	-1.79865	-103.2424	-2.878867
7292	-70.55125	-2.15186	-100.3462	-2.831401
7293	-70.82311	-1.931399	-101.2187	-3.054778
7294	-70.69429	-2.141152	-102.6205	-2.907532
7295	-70.33158	-1.834062	-100.3893	-2.972217
7296	-69.81192	-1.750229	-101.4669	-2.718115
7297	-70.32959	-2.023567	-101.6511	-3.157788
7298	-71.77361	-1.810537	-102.6087	-2.912466
7299	-70.8883	-1.85606	-100.7442	-3.028931
7300	-71.46851	-1.876504	-101.4198	-2.812893
7301	-70.81624	-1.994849	-100.0221	-3.070332
7302	-68.7168	-1.862559	-100.1571	-2.868706
7303	-70.53081	-1.917495	-101.1156	-3.151016
7304	-70.54593	-1.970493	-100.9079	-3.233987
7305	-71.21025	-1.975676	-99.63095	-3.366235
7306	-69.6879	-1.996096	-101.7827	-2.974875
7307	-70.39164	-1.697573	-101.9139	-3.305754
7308	-70.67087	-1.865808	-101.0759	-3.429001
7309	-70.81824	-1.596335	-101.092	-3.34052
7310	-70.44229	-1.887903	-100.3881	-3.380061
7311	-70.44425	-1.830469	-101.3056	-3.140105
7312	-70.1681	-1.764575	-101.2909	-3.45946
7313	-71.3682	-1.972908	-102.6136	-2.977534
7314	-72.61658	-1.851514	-99.16165	-3.029997
7315	-69.217	-1.61365	-102.0889	-2.683101
7316	-70.06856	-2.098611	-99.20313	-2.886186
7317	-70.02197	-1.67835	-100.2294	-2.687175
7318	-69.35077	-1.947695	-100.9274	-3.109097
7319	-69.4552	-1.982834	-102.461	-3.314802
7320	-69.49582	-2.044084	-102.1546	-3.085422
7321	-69.02285	-1.89689	-100.7234	-2.944397
7322	-72.3104	-2.160442	-100.7634	-3.039351
7323	-68.27987	-2.132031	-102.1355	-3.028579
7324	-70.16816	-1.919509	-102.0184	-3.345561
7325	-68.26101	-1.821416	-101.1617	-3.147165
7326	-70.27485	-2.198835	-98.79705	-3.400788
7327	-69.21017	-1.896892	-102.2054	-3.008464
7328	-68.39402	-2.153044	-102.7274	-3.187571
7329	-69.19027	-2.063076	-101.2308	-3.100976
7330	-68.58847	-1.970676	-99.30731	-2.981399
7331	-70.1311	-1.85073	-100.0027	-3.360461
7332	-69.57217	-2.087771	-100.551	-3.381682
7333	-68.74046	-1.894924	-101.2626	-3.357927
7334	-71.25038	-2.079775	-100.2312	-2.757136
7335	-68.96616	-2.038823	-100.8457	-3.327515
7336	-68.80403	-2.020859	-101.9547	-2.843789
7337	-69.17408	-2.04904	-101.4042	-3.262368
7338	-68.10099	-1.692781	-101.4459	-2.822969
7339	-68.98545	-2.009238	-101.0252	-3.266074
7340	-69.90172	-1.952395	-99.80275	-3.152153
7341	-69.63104	-2.157222	-101.6657	-3.100449
7342	-72.78537	-2.157749	-101.9765	-3.468601
7343	-68.38951	-1.866018	-104.0149	-3.082678
7344	-69.2855	-1.878591	-100.5128	-2.99946
7345	-69.21539	-1.92033	-100.7324	-3.188467
7346	-69.72908	-2.124075	-104.0545	-3.084094
7347	-70.4493	-2.008843	-102.9676	-3.157151
7348	-70.69531	-2.044102	-101.7713	-3.069438
7349	-69.27816	-1.950989	-100.4688	-3.12771
7350	-70.91635	-1.891167	-101.3942	-3.448655
7351	-70.35981	-1.982515	-102.1348	-3.203374
7352	-68.10618	-1.88811	-102.5333	-3.14009
7353	-68.49969	-2.050452	-101.3571	-3.365515
7354	-69.93417	-1.915791	-101.699	-3.246692
7355	-69.35814	-1.789133	-101.0299	-3.221633
7356	-69.70342	-2.123027	-102.3908	-3.072444
7357	-68.68509	-1.805391	-103.5704	-3.112832
7358	-70.06451	-2.013874	-100.2555	-3.488191
7359	-69.97031	-2.138164	-99.49863	-3.110735
7360	-69.49807	-2.018213	-101.8589	-3.008196
7361	-68.80191	-1.831777	-101.9754	-3.081162
7362	-69.37669	-2.121851	-99.41361	-3.353445
7363	-69.93776	-2.006811	-98.40858	-2.873608
7364	-68.67863	-1.828867	-99.78231	-3.190207
7365	-69.25752	-1.763464	-102.4289	-2.933594
7366	-70.4725	-1.948127	-103.9676	-3.183577
7367	-70.35675	-1.84905	-102.5256	-2.854477
7368	-70.94981	-2.083923	-101.832	-3.100891
7369	-70.98909	-2.104902	-101.2218	-2.808364
7370	-71.04428	-1.912051	-100.6563	-2.763179
7371	-71.53679	-1.702654	-101.9589	-2.87052
7372	-70.26755	-1.813872	-102.2327	-2.960659
7373	-69.64354	-1.995054	-102.2636	-2.843188
7374	-70.11578	-2.155776	-102.4006	-3.153984
7375	-69.92974	-2.004639	-101.2233	-3.449338
7376	-69.4968	-2.246746	-100.5447	-3.016626
7377	-69.34481	-2.079275	-104.0906	-3.124028
7378	-69.16165	-1.951157	-100.9101	-3.052363
7379	-70.18385	-1.956643	-102.997	-2.798516
7380	-67.95041	-1.867522	-102.7247	-3.130986
7381	-69.63149	-2.102205	-103.1592	-3.249238
7382	-69.54866	-2.140117	-102.1495	-3.349321
7383	-71.32472	-1.817659	-102.9254	-2.849646
7384	-71.3627	-1.780049	-98.73434	-2.806716
7385	-68.84589	-1.874995	-101.8234	-2.880161
7386	-68.65251	-1.98355	-101.6531	-2.892173
7387	-69.39325	-2.025657	-102.9086	-2.887075
7388	-70.93183	-1.885408	-101.9228	-3.19762
7389	-70.88327	-1.708225	-100.9993	-2.756338
7390	-70.54329	-1.840823	-101.3393	-2.657292
7391	-70.12658	-2.109448	-103.3733	-2.903267
7392	-68.51607	-1.984341	-103.727	-2.911702
7393	-70.25122	-2.250601	-99.34246	-2.902559
7394	-68.61215	-1.887344	-103.5892	-3.020059
7395	-69.26489	-2.000991	-101.1089	-2.7655
7396	-71.14639	-1.761475	-103.8237	-2.653044
7397	-69.49627	-2.214224	-102.8564	-3.031663
7398	-70.15345	-2.176291	-100.2196	-3.064438
7399	-70.36779	-1.96231	-104.7708	-3.09585
7400	-69.39201	-2.216616	-102.4242	-2.980757
7401	-68.98849	-1.919541	-102.8144	-3.015405
7402	-69.9333	-1.999573	-103.0045	-2.564292
7403	-70.58961	-2.03156	-101.9	-3.0074
7404	-69.29361	-1.850142	-101.9434	-2.870068
7405	-69.31404	-2.083713	-101.025	-2.930723
7406	-69.99379	-2.078647	-102.9159	-3.201106
7407	-70.00194	-2.108752	-102.7958	-3.165798
7408	-70.02467	-2.004087	-102.9338	-3.211169
7409	-70.2772	-2.020002	-101.6294	-3.26511
7410	-70.67038	-2.09522	-101.7254	-3.065437
7411	-71.46951	-1.861333	-101.8718	-3.266123
7412	-71.70604	-2.113796	-102.5015	-2.907668
7413	-69.83572	-1.985459	-102.3693	-2.968638
7414	-70.51623	-2.023022	-102.1943	-3.196907
7415	-70.6348	-1.862922	-102.5222	-3.311309
7416	-71.15089	-2.093123	-100.1499	-3.297783
7417	-71.00082	-2.030911	-102.8453	-3.2179
7418	-70.6479	-1.803152	-102.9081	-3.185876
7419	-72.19772	-1.867727	-102.5789	-2.72356
7420	-70.42235	-2.017322	-101.2526	-3.011467
7421	-72.19054	-2.156103	-99.52176	-3.052981
7422	-71.88716	-2.055933	-100.8942	-3.091084
7423	-71.40608	-2.128206	-104.5213	-2.956987
7424	-71.98099	-2.136863	-101.7497	-2.769551
7425	-70.85103	-2.119043	-103.3933	-3.209311
7426	-70.65218	-2.131445	-101.1477	-2.999194
7427	-72.06575	-1.911575	-100.7184	-2.784795
7428	-70.08101	-1.840195	-102.6761	-3.383616
7429	-71.34703	-2.08072	-100.7788	-3.162371
7430	-71.06788	-2.077602	-103.7135	-2.903957
7431	-71.30011	-2.063699	-102.2276	-2.924475
7432	-71.09919	-1.992107	-101.8681	-2.765942
7433	-71.31224	-1.942585	-101.4136	-2.984971
7434	-71.04385	-2.015498	-104.0386	-3.357324
7435	-71.40902	-1.997278	-104.1477	-3.080442
7436	-71.68922	-1.737769	-101.9654	-3.050676
7437	-72.04517	-2.015652	-103.2614	-3.290737
7438	-71.12699	-1.870623	-102.7166	-3.41533
7439	-70.87224	-1.849504	-101.4123	-3.378789
7440	-70.91458	-1.982827	-102.1355	-3.211396
7441	-71.20391	-1.846352	-104.138	-3.073276
7442	-71.61035	-2.071816	-100.753	-3.404958
7443	-71.36896	-1.825747	-101.0187	-2.790283
7444	-72.15817	-1.805642	-102.9912	-2.899556
