time	NAA Phase	NAA Amp	NPM Phase	NPM Amp
9744	-94.55657	22.88731	-383.5652	34.08642
9745	-94.82472	22.90713	-383.5557	34.16809
9746	-93.77304	23.15628	-383.8382	34.05869
9747	-98.08412	22.87102	-383.687	34.15076
9748	-96.35801	22.95964	-384.411	34.16447
9749	-102.2094	22.93847	-382.4464	34.27184
9750	-98.52285	22.94908	-384.031	34.17548
9751	-95.03997	23.10766	-383.7405	34.19712
9752	-95.36051	22.9387	-383.6262	34.15475
9753	-96.38569	22.85363	-383.355	34.13178
9754	-95.31686	21.80941	-383.6162	34.26329
9755	-84.52953	21.63068	-384.0682	34.17516
9756	-91.33028	21.94598	-384.3487	34.14392
9757	-90.468	21.15101	-384.6297	34.30386
9758	-85.80283	21.52872	-384.0147	34.15953
9759	-86.0636	21.48013	-384.4536	34.2294
9760	-86.79665	21.47928	-383.8498	34.14721
9761	-90.21362	21.48162	-385.184	34.22174
9762	-87.9888	21.47662	-384.2983	34.33018
9763	-86.04245	21.58951	-383.8997	34.20878
9764	-86.09747	21.62602	-384.4517	34.25035
9765	-87.81665	21.20862	-384.6577	34.34972
9766	-85.61539	21.39443	-384.466	34.18007
9767	-86.18707	21.57707	-384.4812	34.21825
9768	-91.50236	21.63083	-384.2326	34.06543
9769	-90.1902	21.83434	-384.3109	34.18886
9770	-88.18039	21.56646	-384.25	34.22617
9771	-85.12562	21.59449	-384.9618	34.19202
9772	-87.90414	21.73176	-385.0231	34.31203
9773	-86.33521	21.74757	-384.7732	34.27483
9774	-90.94281	21.33543	-385.2741	34.22247
9775	-87.18343	21.49283	-384.8072	34.29005
9776	-89.21166	21.57223	-384.6305	34.26078
9777	-87.85895	21.98171	-384.7999	34.37621
9778	-92.77695	21.58529	-383.6017	34.38567
9779	-90.36548	21.36358	-384.8918	34.33115
9780	-88.41972	21.65617	-384.9729	34.34016
9781	-88.48762	21.57354	-384.8421	34.34589
9782	-88.74714	21.61194	-385.3166	34.30066
9783	-88.55604	21.76067	-385.4792	34.30786
9784	-90.74081	21.36256	-385.5188	34.34562
9785	-88.32128	21.09541	-385.4886	34.2733
9786	-94.46812	20.80306	-385.4707	34.30592
9787	-88.41908	20.99351	-385.8059	34.31325
9788	-90.35413	21.31514	-385.3733	34.34859
9789	-88.85259	21.14174	-384.6795	34.43349
9790	-89.31605	21.21102	-385.4491	34.33873
9791	-89.98497	21.32311	-385.3281	34.34275
9792	-89.80041	21.31688	-386.0702	34.34891
9793	-89.83158	21.06855	-385.1348	34.30403
9794	-94.13624	21.0178	-384.9645	34.33262
9795	-94.39641	21.51994	-384.6288	34.48352
9796	-88.77714	21.21826	-385.7782	34.36623
9797	-94.57652	21.41525	-385.5227	34.54847
9798	-90.39495	21.49223	-384.9152	34.36977
9799	-91.36855	21.41002	-385.0896	34.43618
9800	-90.20721	21.43221	-385.4399	34.45924
9801	-90.35906	21.27108	-385.8457	34.40564
9802	-95.375	21.36949	-385.8569	34.35932
9803	-94.60982	21.03467	-385.5757	34.44132
9804	-89.42213	21.12861	-385.7419	34.40141
9805	-91.03436	21.3322	-385.9471	34.40091
9806	-98.36948	21.95013	-385.4046	34.39254
9807	-90.6007	21.00609	-385.4337	34.45866
9808	-89.79987	21.30208	-385.8107	34.44642
9809	-90.89118	21.02433	-385.8393	34.40186
9810	-90.88893	21.44094	-385.7949	34.35149
9811	-90.69769	21.49356	-385.6872	34.51257
9812	-99.29879	21.47725	-386.2255	34.36792
9813	-92.02864	21.1895	-385.5129	34.43932
9814	-92.43772	21.75364	-386.2913	34.46465
9815	-96.65342	21.04114	-385.2356	34.44164
9816	-92.1151	20.87819	-385.3242	34.34969
9817	-90.01053	21.17737	-385.732	34.46043
9818	-92.79675	21.15101	-385.5883	34.40252
9819	-91.3847	21.00813	-385.8898	34.42369
9820	-90.07581	21.24477	-385.9205	34.40974
9821	-93.15625	21.66952	-385.8935	34.34573
9822	-89.64792	20.98755	-386.5435	34.38892
9823	-91.23786	21.19346	-385.9032	34.38625
9824	-91.9906	20.92399	-386.0885	34.37655
9825	-91.73432	20.88435	-385.7991	34.38499
9826	-90.77353	20.91111	-386.2319	34.42617
9827	-98.6544	21.86774	-384.8099	34.60821
9828	-92.79007	21.05189	-385.8648	34.34805
9829	-92.06481	21.20251	-386.3722	34.35078
9830	-93.57909	21.27314	-387.027	34.49006
9831	-92.87894	21.29063	-385.933	34.43816
9832	-92.43208	21.13587	-386.1406	34.41694
9833	-97.34617	21.41658	-386.7665	34.46999
9834	-94.78839	21.60386	-386.2418	34.38082
9835	-93.75296	21.3569	-386.8604	34.48398
9836	-94.59118	21.17011	-386.5057	34.40129
9837	-93.80527	21.0113	-386.3951	34.51511
9838	-92.54548	21.28731	-386.6059	34.44299
9839	-93.26549	21.09385	-386.4993	34.38484
9840	-92.21225	21.31434	-386.3105	34.33076
9841	-94.27955	21.47972	-386.2291	34.41914
9842	-94.77488	21.16978	-386.662	34.36427
9843	-94.47523	21.24998	-386.1633	34.31653
9844	-95.09943	21.13848	-386.6013	34.34701
9845	-94.32847	21.08768	-386.9089	34.39019
9846	-92.84275	21.15825	-386.8158	34.42937
9847	-94.66939	21.24954	-386.6679	34.34127
9848	-94.1427	21.54577	-387.2071	34.39116
9849	-96.22351	21.26152	-386.9558	34.24646
9850	-99.02434	21.44098	-387.4579	34.36275
9851	-93.26644	21.43044	-387.1175	34.40177
9852	-100.2149	22.52195	-386.8992	34.36541
9853	-94.26742	21.3998	-387.2019	34.39739
9854	-101.5931	21.44574	-387.3209	34.41507
9855	-96.74163	21.02579	-387.5149	34.40484
9856	-93.90028	21.51868	-386.7927	34.34426
9857	-94.2482	21.45071	-387.0786	34.36618
9858	-94.52134	21.93126	-387.2104	34.42628
9859	-95.32074	21.82956	-387.1374	34.34788
9860	-92.23198	21.6805	-387.0139	34.34289
9861	-94.49953	21.78878	-386.9462	34.32676
9862	-95.4324	21.74789	-387.4972	34.326
9863	-93.69799	21.67051	-387.1445	34.33945
9864	-94.29411	21.6194	-387.2213	34.37539
9865	-93.72013	21.67338	-387.3984	34.31458
9866	-92.87989	21.70697	-387.2832	34.28241
9867	-94.59039	21.4141	-387.3492	34.35953
9868	-91.93532	21.43918	-387.8266	34.34537
9869	-95.84292	21.59571	-387.1924	34.32278
9870	-94.22024	21.74183	-386.8161	34.35657
9871	-95.87084	21.15318	-387.0786	34.39207
9872	-92.71575	21.74084	-387.9019	34.35921
9873	-92.84195	21.72862	-387.6472	34.36718
9874	-97.74894	22.14974	-387.9529	34.41368
9875	-94.13553	21.82614	-387.5006	34.37493
9876	-94.60549	21.31338	-387.6897	34.40887
9877	-95.54165	21.65585	-387.5713	34.45183
9878	-94.99929	21.35228	-387.9869	34.45848
9879	-97.32361	21.50357	-387.9471	34.3843
9880	-96.15061	21.44779	-387.8556	34.39921
9881	-98.36539	21.91635	-386.9727	34.43501
9882	-96.84929	21.82219	-387.9957	34.41842
9883	-97.76528	21.86521	-387.8588	34.36287
9884	-96.91536	21.57998	-388.0993	34.44167
9885	-95.56148	21.57101	-388.2264	34.43539
9886	-95.59726	21.98624	-388.5766	34.43719
9887	-101.8573	21.97685	-388.0701	34.42992
9888	-95.9664	21.35205	-388.1275	34.41687
9889	-97.31544	21.63709	-388.352	34.38583
9890	-96.92063	21.10016	-388.2779	34.39567
9891	-97.29401	21.44136	-388.0501	34.44413
9892	-97.03719	21.50809	-387.6972	34.4048
9893	-98.03967	21.74931	-389.0643	34.42582
9894	-96.89971	21.69178	-389.2701	34.2895
9895	-96.8259	21.6657	-388.6604	34.422
9896	-98.66112	21.292	-389.0202	34.38829
9897	-99.55348	21.35632	-388.6144	34.36866
9898	-98.21826	21.26444	-388.7595	34.37818
9899	-100.2761	21.3099	-389.4146	34.3831
9900	-100.4954	21.19385	-389.5371	34.38921
9901	-99.12924	20.90328	-388.8302	34.35923
9902	-98.57182	21.05783	-389.5436	34.31393
9903	-100.5508	20.88732	-388.951	34.43822
9904	-98.38282	21.33034	-389.3234	34.39011
9905	-107.1547	21.68865	-389.3376	34.53336
9906	-105.0683	21.00445	-389.0996	34.49271
9907	-101.7833	21.37795	-389.8109	34.38524
9908	-102.4549	21.19608	-389.3559	34.37246
9909	-106.6285	21.32257	-388.6339	34.31894
9910	-106.3776	20.84783	-389.6888	34.34766
9911	-101.0455	21.20739	-389.5046	34.36944
9912	-102.3861	21.72812	-389.5837	34.40669
9913	-104.8124	21.50109	-389.4016	34.34635
9914	-105.2597	21.30317	-389.9891	34.31248
9915	-104.4802	21.79888	-390.0344	34.30004
9916	-104.2335	21.22716	-389.3566	34.42758
9917	-106.4582	21.18261	-389.79	34.33605
9918	-106.821	21.60461	-389.9441	34.38536
9919	-110.0161	21.79208	-390.7074	34.52107
9920	-109.7927	21.52398	-390.7424	34.47054
9921	-106.9248	21.72353	-390.8579	34.43148
9922	-106.4575	21.45378	-389.8314	34.41335
9923	-108.9792	21.57445	-390.6843	34.45269
9924	-106.4469	21.47976	-390.651	34.29544
9925	-113.5543	21.87209	-390.6665	34.42762
9926	-106.4767	21.58173	-390.1905	34.39479
9927	-106.1667	21.7335	-390.6601	34.40498
9928	-106.4671	21.80151	-391.1872	34.49716
9929	-107.7721	21.80629	-390.3863	34.46287
9930	-105.6115	21.67307	-390.5352	34.46426
9931	-107.5407	21.63323	-390.8515	34.51517
9932	-108.2837	22.21371	-390.4354	34.20882
9933	-106.8139	22.23811	-390.4767	34.49095
9934	-106.7209	21.99863	-390.9796	34.49294
9935	-105.3266	21.61169	-390.5614	34.4106
9936	-107.827	21.70859	-390.7863	34.43163
9937	-112.6435	21.02412	-390.3792	34.55622
9938	-106.0185	21.65541	-391.0443	34.46177
9939	-107.5933	21.49468	-391.4205	34.50074
9940	-107.2252	21.53132	-390.9295	34.48558
9941	-111.9038	21.57304	-391.3068	34.65067
9942	-108.0096	21.15508	-391.4565	34.47053
9943	-109.1195	21.63232	-391.3931	34.54101
9944	-108.2477	21.30128	-391.028	34.51512
9945	-108.1453	21.26452	-391.4298	34.64246
9946	-106.6873	21.17826	-391.1804	34.47538
9947	-113.794	22.64211	-390.345	34.37223
9948	-109.0832	22.09212	-391.3491	34.58869
9949	-109.371	21.601	-391.11	34.64135
9950	-106.7339	21.49576	-390.8201	34.57282
9951	-106.1896	21.39644	-391.4174	34.5202
9952	-106.3794	21.21376	-391.3136	34.55006
9953	-110.2617	21.64266	-391.2438	34.62824
9954	-111.5717	21.69694	-391.1585	34.63483
9955	-110.5628	21.61322	-391.331	34.5566
9956	-107.8071	21.61666	-391.6221	34.50362
9957	-107.1291	21.3877	-391.4172	34.59679
9958	-106.4999	21.37234	-391.2991	34.58152
9959	-113.6292	22.01785	-392.0012	34.57451
9960	-109.3129	21.35489	-391.6774	34.46864
9961	-110.0279	21.22908	-391.4976	34.52549
9962	-108.759	20.78439	-391.7879	34.57592
9963	-113.1653	21.54462	-391.1269	34.60493
9964	-108.5375	21.51976	-391.5678	34.63982
9965	-106.8538	21.36819	-391.7812	34.65766
9966	-106.514	21.87448	-391.1801	34.66388
9967	-105.9431	21.27137	-391.5463	34.59118
9968	-106.772	21.14968	-391.7161	34.57598
9969	-106.2483	21.01321	-391.8397	34.57912
9970	-108.93	21.20315	-391.2365	34.55827
9971	-111.0779	21.24411	-391.8139	34.53054
9972	-119.0226	21.84879	-392.1273	34.3751
9973	-108.6364	21.70388	-392.8222	34.60195
9974	-109.8496	21.01427	-391.7612	34.64455
9975	-109.5247	21.077	-392.5874	34.52448
9976	-107.468	21.23146	-392.7145	34.5588
9977	-117.7454	21.85065	-392.288	34.67296
9978	-114.7376	21.59993	-393.552	34.60287
9979	-109.318	21.23518	-392.1064	34.57268
9980	-112.0316	21.13776	-392.4546	34.60973
9981	-107.5611	21.14522	-392.2614	34.65982
9982	-106.6009	21.33809	-392.6335	34.70879
9983	-108.9155	20.98715	-392.816	34.56398
9984	-108.7451	21.59615	-392.1124	34.61717
9985	-108.8884	21.21103	-392.4792	34.66556
9986	-109.4245	21.13206	-392.5399	34.68457
9987	-107.5362	20.89082	-392.3206	34.58601
9988	-106.5061	21.2308	-392.706	34.66726
9989	-109.3493	20.98701	-392.0336	34.55276
9990	-109.5606	21.08366	-392.9095	34.58408
9991	-108.2233	20.96911	-393.2001	34.63091
9992	-108.8615	20.63668	-392.6236	34.57195
9993	-107.1158	20.67081	-393.2443	34.53109
9994	-111.3653	20.72278	-392.6362	34.47868
9995	-112.2807	20.78241	-393.0193	34.57093
9996	-107.5691	20.97419	-392.3945	34.58544
9997	-108.4072	21.00287	-392.6026	34.66031
9998	-109.3215	21.54785	-392.7299	34.59353
9999	-109.5934	20.76485	-392.1462	34.68232
10000	-106.2303	21.22131	-392.4153	34.62565
10001	-106.531	21.02613	-391.8961	34.72636
10002	-112.6358	20.51054	-391.9413	34.63203
10003	-110.4838	20.79113	-390.7597	34.70298
10004	-107.3911	21.14234	-392.5489	34.59776
10005	-103.5324	21.22349	-393.3151	34.62777
10006	-106.0423	20.93895	-392.486	34.6361
10007	-105.6277	20.99158	-392.644	34.66745
10008	-106.6787	20.91105	-393.0645	34.6227
10009	-109.3205	21.38951	-393.0377	34.65749
10010	-105.0903	20.74058	-391.9371	34.62095
10011	-105.4118	21.12379	-392.7324	34.6175
10012	-103.2484	20.778	-393.1135	34.70127
10013	-103.2247	20.81485	-393.0609	34.6674
10014	-104.1532	20.77523	-392.909	34.5933
10015	-106.187	21.04442	-393.5357	34.61728
10016	-106.3121	20.8829	-392.5829	34.51766
10017	-102.9001	20.87846	-393.7249	34.62225
10018	-106.3006	20.8912	-393.0886	34.58627
10019	-105.2495	20.80313	-392.9037	34.56951
10020	-103.4348	20.84172	-393.0347	34.57988
10021	-106.887	20.65213	-393.9907	34.58832
10022	-102.1057	21.15823	-393.4644	34.68371
10023	-103.3435	21.03134	-393.3798	34.69569
10024	-109.2666	22.37099	-395.49	34.27394
10025	-106.8827	20.74775	-393.6716	34.6772
10026	-103.0023	20.62143	-393.4838	34.57834
10027	-103.109	20.99923	-393.6868	34.65312
10028	-102.7951	20.93422	-393.6062	34.6717
10029	-102.1966	21.22427	-393.5476	34.64988
10030	-108.1739	21.05806	-393.5604	34.54091
10031	-100.555	20.74985	-393.3485	34.62332
10032	-107.3718	21.24006	-393.3336	34.66438
10033	-114.7177	23.21162	-394.3569	34.65485
10034	-101.8684	20.6327	-393.5539	34.69104
10035	-102.4939	20.97077	-393.7346	34.60626
10036	-105.935	20.86347	-393.5099	34.58838
10037	-99.41731	20.49623	-393.8079	34.72013
10038	-99.89279	20.54483	-393.2242	34.72614
10039	-99.43073	20.82107	-393.9828	34.69843
10040	-100.5797	20.74063	-393.7418	34.69633
10041	-99.39451	20.99738	-393.6968	34.6509
10042	-100.2002	20.8411	-394.1669	34.65909
10043	-104.1492	20.80164	-393.9033	34.67304
10044	-101.5572	20.94072	-393.6905	34.7283
10045	-100.8349	20.5971	-393.7765	34.71547
10046	-101.3427	20.67055	-394.3664	34.69941
10047	-103.2023	21.65735	-393.1805	34.76625
10048	-99.27446	20.59666	-394.3967	34.71004
10049	-114.5577	21.59536	-393.8532	34.71112
10050	-100.3147	20.52691	-394.1681	34.67439
10051	-108.5079	21.91904	-393.2526	34.67664
10052	-99.4967	20.31155	-393.8181	34.77168
10053	-99.00255	20.52894	-394.091	34.69493
10054	-99.32889	20.14658	-394.0992	34.64077
10055	-109.727	21.68177	-393.3534	34.71015
10056	-101.6715	20.74383	-394.2283	34.6348
10057	-100.2693	20.77782	-393.9605	34.61096
10058	-100.1899	20.81104	-394.6537	34.65909
10059	-100.3934	20.7489	-394.6258	34.63717
10060	-102.5711	20.71297	-394.7065	34.787
10061	-101.7127	20.84504	-394.7204	34.70242
10062	-100.0092	20.98268	-394.8229	34.70488
10063	-105.6444	21.19093	-395.1636	34.70223
10064	-103.8491	20.81777	-394.6454	34.7309
10065	-105.8109	21.21379	-394.603	34.74229
10066	-99.5844	20.58342	-394.4475	34.69177
10067	-100.8592	21.04782	-394.8673	34.76617
10068	-103.7993	21.01181	-394.7082	34.74073
10069	-107.1637	20.55736	-394.6903	34.84485
10070	-103.0134	20.50764	-394.8933	34.71421
10071	-103.526	21.21458	-395.4195	34.60911
10072	-101.1241	21.1916	-395.402	34.76394
10073	-103.9191	21.36822	-394.8778	34.78522
10074	-99.81466	20.67028	-395.0537	34.77707
10075	-101.6337	20.97173	-395.3509	34.79325
10076	-101.4965	20.70368	-395.0128	34.69931
10077	-100.9833	20.7265	-395.2597	34.75511
10078	-103.2078	20.86829	-394.9548	34.75068
10079	-99.36383	20.56202	-395.0653	34.80373
10080	-102.9113	20.65063	-395.4382	34.67647
10081	-102.3855	21.06821	-395.7234	34.78559
10082	-99.69749	20.5242	-395.9827	34.68338
10083	-101.5686	20.77711	-395.8264	34.74949
10084	-100.7117	20.90526	-395.8549	34.76762
10085	-99.84266	21.12036	-395.8847	34.81155
10086	-100.7658	21.13552	-396.3877	34.7137
10087	-102.154	21.06569	-396.246	34.77689
10088	-101.3984	20.63759	-395.3481	34.7374
10089	-99.84473	20.56676	-396.5405	34.66698
10090	-103.4088	20.60881	-396.3438	34.67686
10091	-102.195	20.74584	-395.6761	34.74465
10092	-101.5249	20.11594	-396.3879	34.78695
10093	-102.8761	20.62184	-396.1477	34.80062
10094	-99.7139	20.56739	-395.9915	34.80901
10095	-100.4672	20.30782	-395.9573	34.75707
10096	-100.7141	20.7777	-396.3287	34.72775
10097	-99.92793	20.55111	-396.2136	34.77991
10098	-102.9253	20.78469	-395.6219	34.78658
10099	-103.2294	20.333	-397.493	34.26978
10100	-103.6216	20.17513	-396.3652	34.68748
10101	-100.442	20.55654	-396.7596	34.83857
10102	-99.30454	20.02936	-396.355	34.73632
10103	-105.3141	21.09474	-397.7962	34.93003
10104	-105.2308	20.60935	-396.9054	34.94866
10105	-98.74843	20.54202	-396.684	34.78692
10106	-103.2446	20.74619	-397.4519	34.91613
10107	-101.884	20.76732	-396.7207	34.75232
10108	-102.8875	20.05347	-396.7627	34.87838
10109	-100.7987	20.06976	-396.3153	34.8322
10110	-107.5836	21.38685	-396.8238	34.90262
10111	-101.5403	20.33727	-397.1062	34.81016
10112	-101.2953	20.52582	-397.0955	34.85244
10113	-98.74412	20.62389	-397.0205	34.89994
10114	-101.1334	20.96019	-397.8297	34.64478
10115	-97.08212	20.68419	-397.659	34.91603
10116	-99.06765	20.75062	-397.4129	34.83118
10117	-98.84382	20.917	-397.2921	34.89209
10118	-100.0135	20.30782	-397.5161	34.85554
10119	-100.0023	20.61118	-397.4635	34.91757
10120	-98.12571	20.23128	-397.5132	34.86497
10121	-98.3625	20.63853	-397.2728	34.93006
10122	-96.38418	20.27072	-397.6281	34.93429
10123	-97.88681	20.83534	-397.5352	34.85299
10124	-95.02835	20.61982	-397.8944	34.8508
10125	-95.2328	20.50806	-397.9051	34.85228
10126	-99.06887	20.00462	-398.1836	34.8448
10127	-101.0591	20.92918	-396.5956	34.95895
10128	-106.029	20.62067	-397.9412	34.90788
10129	-100.532	20.59541	-397.8824	34.82487
10130	-97.74766	20.24665	-397.8137	34.90664
10131	-99.46074	20.71135	-397.5672	34.84827
10132	-98.3031	20.5371	-397.8165	34.84925
10133	-90.43342	20.74059	-397.7286	34.8877
10134	-96.8146	20.49164	-397.9364	34.86024
10135	-99.23661	20.67733	-398.0917	34.88796
10136	-101.1853	20.5	-398.0654	34.77136
10137	-93.46064	20.65135	-398.1421	34.88536
10138	-94.27885	20.59621	-398.1969	34.91662
10139	-97.37257	20.74244	-398.3935	34.8885
10140	-94.67384	20.69643	-398.0875	34.85648
10141	-95.39731	20.16485	-397.7527	34.85807
10142	-103.2683	20.63028	-398.2474	34.7142
10143	-95.87344	20.19634	-397.8567	34.88776
10144	-95.08107	20.55073	-397.9021	34.87924
10145	-100.2048	20.58798	-398.212	34.92958
10146	-94.50306	20.27422	-398.008	34.86934
10147	-95.59086	19.97213	-397.8199	34.92851
10148	-98.66785	20.26085	-398.8362	34.93399
10149	-98.56681	20.84152	-397.8999	34.953
10150	-95.14916	20.48333	-398.4395	34.86714
10151	-92.09021	21.01379	-397.9133	34.8655
10152	-97.46582	20.74654	-398.6337	34.84933
10153	-93.11876	20.53287	-398.8353	34.8706
10154	-91.27613	21.02632	-397.9233	34.98925
10155	-89.34299	21.02954	-398.4505	34.88615
10156	-92.58664	20.90944	-398.7005	34.92011
10157	-95.67711	20.32487	-398.1837	34.86523
10158	-94.56797	21.06112	-398.4731	34.79253
10159	-89.71906	21.01471	-398.4792	34.89622
10160	-94.97154	21.01828	-398.1556	34.85741
10161	-89.19167	20.49149	-398.5272	34.94998
10162	-90.2267	20.90277	-398.1112	34.95271
10163	-93.2349	20.81732	-398.8107	34.97111
10164	-89.09439	21.38662	-398.6161	34.94794
10165	-91.32591	20.60184	-398.8079	34.9948
10166	-91.19359	20.55654	-398.3652	34.93575
10167	-102.2598	22.16294	-398.2629	35.08144
10168	-90.8206	20.98076	-398.5335	34.92875
10169	-89.56938	21.01817	-398.5795	34.95779
10170	-93.44983	21.29997	-398.7056	34.9666
10171	-89.60011	20.95387	-398.8914	34.8981
10172	-89.80245	20.74319	-398.9026	34.91683
10173	-89.26781	20.6279	-398.6846	34.93707
10174	-91.49268	20.93129	-398.5143	34.96295
10175	-89.79159	20.79928	-399.0314	34.96251
10176	-88.20121	21.12429	-398.7518	35.00129
10177	-87.25784	20.98588	-399.3238	34.87997
10178	-86.80094	20.58171	-399.1428	34.89966
10179	-91.90803	20.41496	-398.9592	34.97519
10180	-86.91611	20.49178	-398.9477	34.92028
10181	-88.69421	20.23319	-399.5657	34.98882
10182	-94.94496	21.35183	-399.0933	34.89211
10183	-95.91474	20.72412	-400.4751	35.34373
10184	-95.9574	21.37951	-399.1912	35.52953
10185	-93.87094	20.70033	-400.6626	35.2969
10186	-93.41419	20.3665	-400.3355	35.30866
10187	-99.7405	19.96446	-400.0346	35.38174
10188	-93.16724	20.5984	-400.4957	35.34524
10189	-98.51806	21.02466	-400.4164	35.3653
10190	-96.3036	20.62271	-400.3841	35.34858
10191	-95.17657	20.34036	-400.0372	35.34257
10192	-93.39581	20.38921	-400.0499	35.28766
10193	-93.68953	20.68199	-400.5752	35.33082
10194	-94.91098	20.74079	-400.3542	35.25018
10195	-97.13226	20.8845	-400.1746	35.30806
10196	-98.06134	20.69672	-400.6626	35.36626
10197	-96.6865	20.34865	-400.1633	35.30935
10198	-93.82784	20.48809	-401.0316	35.35616
10199	-96.43302	20.30189	-400.3669	35.29247
10200	-93.5087	20.47477	-400.6876	35.32651
10201	-93.47251	20.55201	-400.7416	35.31157
10202	-93.12164	20.55371	-400.9631	35.32632
10203	-97.06564	20.64769	-400.8944	35.22611
10204	-95.96833	20.28071	-401.3841	35.30773
10205	-96.24906	20.12841	-401.0264	35.33238
10206	-93.17105	20.16282	-400.8774	35.3079
10207	-93.06515	20.45854	-401.1698	35.26089
10208	-92.95021	20.31136	-401.0769	35.30563
10209	-93.44057	20.24072	-400.9891	35.28153
10210	-90.14944	20.14537	-401.1159	35.29963
10211	-96.01062	20.77631	-400.6027	35.26469
10212	-92.48751	19.96455	-400.9732	35.2946
10213	-91.68659	20.29324	-401.1274	35.27827
10214	-94.57112	20.03226	-401.0767	35.21885
10215	-93.467	20.11673	-400.633	35.22882
10216	-92.44271	19.93227	-400.9427	35.25799
10217	-91.08448	19.75637	-400.5696	35.2505
10218	-91.26479	19.7966	-400.8735	35.25892
10219	-94.83666	20.18542	-401.2587	35.34309
10220	-93.96273	20.34513	-401.122	35.23815
10221	-91.79914	20.27661	-400.9109	35.29869
10222	-93.00036	19.97985	-400.4094	35.39704
10223	-92.27845	20.04649	-401.2444	35.21
10224	-92.17818	20.14919	-401.2619	35.33093
10225	-91.64016	20.01622	-401.2129	35.24983
10226	-93.38443	19.89639	-401.4404	35.24508
10227	-92.25275	20.09886	-401.2543	35.22609
10228	-93.2245	20.33995	-401.5011	35.27304
10229	-98.80149	20.44747	-401.6655	35.25773
10230	-94.35619	20.23435	-401.019	35.24477
10231	-96.8645	20.48666	-401.6906	35.24175
10232	-94.02121	20.26303	-401.6541	35.32019
10233	-95.72442	20.63383	-400.9262	35.3597
10234	-94.57372	20.36276	-401.0165	35.26528
10235	-96.6043	19.61877	-400.9567	35.27871
10236	-93.70164	19.95049	-401.1701	35.28247
10237	-92.41217	19.77469	-401.6789	35.27578
10238	-93.96962	19.92243	-401.5665	35.21431
10239	-92.50379	20.03821	-401.6872	35.31549
10240	-92.05691	19.91751	-401.8122	35.27332
10241	-94.13177	20.34277	-401.5319	35.27369
10242	-102.2603	20.36021	-401.0264	35.32722
10243	-96.63749	20.18855	-402.2635	35.36412
10244	-96.28989	19.76621	-401.8734	35.27835
10245	-96.64924	20.20377	-401.9444	35.24693
10246	-98.82081	20.14513	-401.706	35.36313
10247	-97.36774	20.68261	-401.1599	35.35353
10248	-96.41201	20.36286	-401.4901	35.28162
10249	-95.99349	20.61494	-401.7674	35.35857
10250	-94.68981	19.76901	-401.8809	35.40715
10251	-95.33929	20.03311	-402.3401	35.20919
10252	-94.64123	19.80438	-402.2024	35.3462
10253	-92.58474	20.00064	-402.0154	35.30643
10254	-95.34509	20.38934	-402.1005	35.33822
10255	-95.87763	20.41208	-401.4184	35.26686
10256	-102.8702	20.18958	-401.8073	35.18565
10257	-94.39357	20.06363	-402.1769	35.29893
10258	-99.59739	20.41235	-402.8242	35.3195
10259	-96.46399	20.38302	-402.6213	35.29346
10260	-94.2428	19.95685	-402.3387	35.29086
10261	-96.45912	20.67833	-402.4826	35.28785
10262	-94.1063	20.33547	-402.3458	35.27775
10263	-93.1383	20.36695	-402.6409	35.2958
10264	-93.03034	20.17835	-402.44	35.26654
10265	-91.5038	20.03215	-402.1904	35.2869
10266	-96.19622	20.56979	-402.6953	35.34683
10267	-95.65677	20.24362	-402.6329	35.26995
10268	-93.55011	20.36857	-402.6282	35.29636
10269	-97.61414	20.0836	-402.5756	35.34382
10270	-92.37864	20.05162	-402.6253	35.24141
10271	-93.8781	20.18785	-402.7855	35.29775
10272	-91.40119	20.17803	-402.879	35.26226
10273	-90.61726	20.16857	-403.0357	35.31504
10274	-92.3205	20.09648	-402.8307	35.21561
10275	-94.0812	20.56305	-402.6449	35.25838
10276	-99.4843	20.51568	-402.6591	35.18734
10277	-92.60588	20.04889	-403.3292	35.24067
10278	-99.33311	21.31213	-402.6318	35.25558
10279	-101.6854	20.63783	-403.053	35.30086
10280	-96.24046	19.75099	-403.3212	35.32054
10281	-93.32412	20.20404	-402.7309	35.25413
10282	-93.44317	20.50055	-402.7909	35.24351
10283	-92.70711	20.69922	-403.1579	35.26811
10284	-90.92209	20.32662	-403.2895	35.29694
10285	-91.26891	20.61883	-403.3403	35.27325
10286	-93.71588	20.75788	-403.2476	35.32684
10287	-91.56487	20.59321	-403.327	35.26564
10288	-91.56276	20.74029	-403.7877	35.22523
10289	-91.21335	20.61719	-403.2019	35.26773
10290	-96.58758	21.1845	-403.5546	35.21778
10291	-92.76884	20.8768	-403.9288	35.31823
10292	-91.44406	20.63142	-403.5177	35.25377
10293	-89.89957	20.47248	-403.8158	35.25118
10294	-90.99979	21.18306	-403.5044	35.33941
10295	-94.95484	20.83099	-403.3845	35.2514
10296	-92.88992	20.64281	-403.6492	35.3186
10297	-93.48643	20.46441	-403.3337	35.28246
10298	-95.48781	20.37199	-403.1554	35.32314
10299	-92.54191	20.52949	-403.3856	35.27688
10300	-92.08773	20.20012	-403.681	35.28699
10301	-88.61657	20.54231	-403.6392	35.39873
10302	-89.30952	20.83535	-404.1542	35.2652
10303	-89.68857	20.99608	-404.1317	35.27495
10304	-89.82987	20.87919	-403.4777	35.1704
10305	-91.96997	21.03317	-403.9491	35.31881
