time	NAA-L Phase	NAA-L Amp	NPM-L Phase	NPM-L Amp
629	62.28796	24.6698	78.0753	32.44538
630	62.92193	24.30621	77.68359	32.32755
631	65.07105	24.2549	79.42708	32.33319
632	63.60703	24.21278	79.12552	32.30178
633	62.95905	24.43974	78.28361	32.4389
634	63.1094	24.23456	79.40745	32.3162
635	62.53101	24.11797	77.62772	32.49374
636	63.02545	24.44044	78.58019	32.50536
637	63.11735	24.32145	78.95819	32.47917
638	63.45016	24.28683	78.35254	32.38277
639	64.20482	24.19641	78.58714	32.41981
640	62.13478	24.43659	78.24368	32.35066
641	62.8131	24.4452	79.12592	32.33411
642	62.79603	24.15056	78.32084	32.48033
643	61.73722	24.36944	81.00123	32.66655
644	63.7551	24.39981	78.87176	32.41854
645	63.06716	24.20207	77.67164	32.47501
646	61.44874	24.18329	77.74385	32.42327
647	60.75358	24.08718	78.83618	32.43933
648	62.75304	24.22203	78.50217	32.36398
649	62.22051	24.15891	78.53192	32.43375
650	62.35059	24.36548	78.33147	32.42917
651	62.96097	24.25145	78.50258	32.46736
652	63.42777	24.34962	78.68747	32.55929
653	63.38823	23.99938	78.06232	32.4517
654	63.11103	24.27702	77.7171	32.41836
655	63.69975	24.62879	77.92492	32.52442
656	62.04223	24.42823	78.51821	32.58718
657	62.71505	23.95965	78.67802	32.58638
658	63.30716	24.20142	78.34314	32.56956
659	61.03297	24.43396	78.00656	32.61063
660	60.80982	24.1519	78.11715	32.61752
661	62.94739	24.63341	77.741	32.52486
662	63.86396	24.26078	77.59025	32.47654
663	61.95697	24.07481	77.52636	32.54298
664	61.4693	23.98666	77.51581	32.53984
665	61.19485	24.11409	77.15685	32.58043
666	61.36503	23.90106	77.52576	32.56513
667	61.48033	24.06705	77.58465	32.51258
668	62.93242	23.98837	77.38069	32.58771
669	61.25314	24.23508	77.07867	32.43632
670	63.32402	24.78039	77.04485	32.48788
671	63.53937	24.25511	78.55914	32.56515
672	61.07133	24.23918	77.16098	32.57477
673	61.68075	24.21775	77.65473	32.55573
674	63.90407	24.11264	77.0389	32.63
675	61.46801	24.20716	77.38374	32.63654
676	60.94739	24.27252	78.32903	32.60846
677	63.90246	24.26263	77.29641	32.59938
678	61.8847	24.10999	77.37528	32.56965
679	64.63638	24.12871	77.27409	32.71609
680	61.3964	24.02651	76.80759	32.58046
681	61.53132	24.35472	76.85673	32.55379
682	58.96021	24.2347	77.01237	32.79937
683	60.35395	24.55864	77.32524	32.65046
684	58.35417	24.28704	77.25252	32.57192
685	60.41073	23.83495	77.22036	32.68785
686	60.46057	24.40658	77.62476	32.51553
687	60.17719	24.1343	77.33416	32.59636
688	61.23628	24.17348	75.84821	32.5461
689	59.74169	24.10806	76.7224	32.58576
690	63.25161	24.28707	79.22886	32.5405
691	59.85323	24.45085	77.00838	32.76363
692	59.10754	24.29012	77.4773	32.58959
693	58.43659	24.05369	76.69672	32.5833
694	60.12988	24.30847	77.21528	32.53502
695	60.48531	24.2532	77.20795	32.66793
696	61.28971	24.36127	76.50226	32.62474
697	61.1652	24.56399	76.00313	32.84787
698	58.65947	25.02288	77.08069	32.90769
699	61.03865	24.36423	76.02618	32.75297
700	60.74698	24.37129	75.78449	32.69512
701	59.81427	24.38696	76.2759	32.62389
702	59.8011	24.303	76.60928	32.6992
703	60.98704	24.45117	77.12543	32.6619
704	62.47552	24.14823	76.47974	32.51371
705	59.75272	24.0708	76.07461	32.62949
706	59.524	24.46103	76.57737	32.66449
707	62.24972	24.25826	75.36471	32.74322
708	58.58003	24.1868	75.89841	32.62091
709	59.64061	24.09658	76.24697	32.66045
710	61.40358	24.22304	75.58626	32.71119
711	61.23304	24.55846	76.46701	32.6166
712	58.88044	24.42264	76.49825	32.50789
713	57.95434	24.4019	75.45999	32.77436
714	59.33969	24.82082	75.54167	32.53881
715	61.00487	24.83051	76.2495	32.45981
716	61.34266	24.46439	75.39503	32.591
717	61.70056	24.61098	75.82543	32.79592
718	59.87185	24.54787	76.23518	32.69843
719	60.42623	24.95008	76.12069	32.80708
720	57.83715	24.73376	75.30028	32.77211
721	58.85095	24.37765	76.20341	32.90967
722	60.85396	24.40475	75.15217	32.81696
723	58.80034	24.70277	75.07767	32.86751
724	59.47875	24.59772	75.17828	32.88646
725	58.53586	24.39731	75.87404	32.75249
726	59.41568	24.81701	74.873	32.77806
727	60.13812	24.80606	75.54726	32.33969
728	57.95096	24.47094	75.99319	32.69643
729	59.58127	24.44088	75.44888	32.79892
730	59.28686	24.50128	75.02604	32.76656
731	59.31595	24.44963	75.77055	32.72746
732	61.41104	24.91891	74.45744	32.88002
733	58.93022	24.54011	75.17946	32.7552
734	58.04727	24.37831	74.74788	32.81693
735	58.42165	24.68267	74.94712	32.84796
736	59.05452	24.75466	75.01248	32.77565
737	58.1258	25.03812	75.32451	32.97226
738	59.05762	24.77951	76.41466	32.78094
739	59.39048	24.78186	76.30759	32.78131
740	58.29683	24.87452	75.28151	32.93171
741	59.09792	24.59362	74.65327	32.83288
742	59.44164	24.35128	74.75366	32.93724
743	59.58564	24.75006	74.23682	32.86388
744	59.39248	24.86386	74.89338	32.8383
745	59.4365	24.53554	74.93651	32.83813
746	57.41064	24.46385	75.19232	32.72852
747	58.60972	24.40916	74.74508	32.93817
748	58.78122	24.64082	74.36274	32.82415
749	59.56289	24.79164	74.09517	32.84771
750	58.50033	24.23565	74.62809	32.84273
751	57.64318	24.25608	73.85668	32.9818
752	58.24581	24.41152	74.42602	32.91288
753	62.25021	24.91688	74.51768	32.7762
754	57.54975	24.762	74.1037	32.93727
755	57.69805	24.68756	74.29889	32.94616
756	56.21653	24.64054	74.47006	32.97947
757	57.38313	24.42578	75.17383	32.79614
758	58.29396	25.11163	74.77401	32.83856
759	56.24214	24.75145	74.89987	32.82299
760	58.13077	24.74155	74.41337	32.94751
761	57.4255	24.48303	74.57174	32.8301
762	55.25449	24.71666	75.08048	32.90851
763	59.70357	24.62107	73.71682	33.03032
764	57.92349	24.59882	74.48837	32.92271
765	56.60953	24.4404	74.05895	32.96402
766	57.18753	24.53908	74.36119	32.94644
767	57.80142	24.39227	73.98067	33.06432
768	57.08876	24.62773	74.02432	32.87967
769	56.83502	24.54529	74.02656	32.90975
770	60.21815	24.72637	73.28578	33.09782
771	60.75391	24.91375	75.17768	33.02897
772	56.86223	24.82063	75.49991	33.04652
773	57.2904	24.66103	73.93971	33.01817
774	55.48035	24.54509	74.17778	32.91296
775	57.51792	24.50233	73.73796	32.9538
776	57.04269	24.58438	73.6776	33.03143
777	59.60161	25.00973	74.37603	33.13537
778	55.62357	24.60949	73.88779	33.1401
779	58.73387	24.33339	73.78837	33.02782
780	58.09841	24.59343	73.5061	32.92893
781	55.91642	24.35618	73.41288	32.97978
782	55.62438	24.48382	73.59669	33.0448
783	57.90318	24.2209	73.98245	33.04574
784	58.03578	24.31711	73.71942	32.95655
785	55.69226	24.38317	72.65233	32.75514
786	56.70313	24.88605	74.38334	33.09259
787	56.08477	24.55667	73.57476	33.05191
788	56.77943	24.55139	73.7535	32.93508
789	57.37068	24.61556	73.19978	33.0258
790	54.57928	24.66431	74.2961	33.03648
791	54.07679	24.35171	73.38861	33.12654
792	56.0712	24.58698	74.30487	33.01839
793	57.26076	24.426	73.28634	33.02974
794	56.38772	24.62376	73.0752	32.97528
795	56.01199	24.42	73.11681	32.94244
796	56.02685	24.74975	72.86108	33.01811
797	54.5558	24.42395	72.64509	33.10146
798	56.43759	24.45231	73.08511	33.12207
799	55.88834	24.28766	72.94827	33.05312
800	57.38728	24.45554	73.18807	33.07561
801	55.80122	24.33896	72.783	33.03704
802	56.81639	24.48604	72.35271	33.13498
803	58.5127	24.80188	73.06353	33.16784
804	59.29328	24.6853	72.50091	33.02597
805	57.20457	24.53952	72.92168	32.98997
806	58.1728	24.41707	72.14746	33.1608
807	57.18304	24.35388	72.61652	33.0355
808	56.45802	24.64646	72.05234	33.13511
809	57.88521	24.97074	72.40815	33.08033
810	57.80973	24.2822	72.66366	33.1007
811	55.92274	24.40644	72.45034	33.14714
812	55.4475	24.43265	72.26855	33.04769
813	57.42139	24.44871	72.42244	33.14352
814	56.49171	24.28598	73.06106	33.18839
815	55.36755	24.48193	72.15707	33.18219
816	54.28879	24.3611	72.87517	33.10667
817	56.27293	24.7848	71.69421	33.0964
818	56.68592	24.79759	71.76991	33.17231
819	56.2819	24.53003	72.09479	33.12098
820	56.12494	24.48958	72.09506	33.11995
821	57.56585	24.4104	71.67206	33.16429
822	57.63498	24.36579	72.73099	33.1116
823	56.69821	24.58933	72.49322	33.09812
824	59.36397	24.22279	71.66679	33.17344
825	56.68813	24.55009	72.61195	33.11586
826	56.88869	24.56447	71.77856	33.1427
827	53.6471	24.40727	72.15829	33.15237
828	58.95256	24.5508	71.40344	33.29903
829	57.19474	24.55382	71.47135	33.32729
830	56.65562	24.47411	72.89252	33.01535
831	56.72596	24.29263	72.04262	33.13413
832	56.77407	24.13456	72.05861	33.22737
833	55.95979	24.5841	71.66512	33.18925
834	56.34875	24.18143	72.41402	33.3244
835	55.87858	24.58158	71.82357	33.13123
836	58.38653	24.43923	71.56535	33.15497
837	56.98941	24.3353	71.33314	33.22055
838	56.96988	24.27417	71.83392	33.23555
839	57.17692	24.25291	71.65597	33.24004
840	60.20526	24.52866	71.52373	33.15971
841	56.23848	24.37963	71.81553	33.15444
842	57.38739	24.69966	71.26435	33.27301
843	58.64206	24.28366	70.41284	33.28131
844	57.33473	24.31438	72.59359	33.19239
845	59.23058	24.17138	71.79674	33.2416
846	58.58354	24.70242	71.02929	33.17679
847	55.08719	24.43315	71.52189	33.23276
848	56.23974	24.49579	70.98243	33.30418
849	57.4318	24.43751	71.09639	33.29629
850	57.47041	24.3357	70.68354	33.36128
851	55.08069	24.3713	71.11472	33.20055
852	54.69942	24.242	70.85712	33.24735
853	56.44521	24.351	71.05613	33.31241
854	57.17576	24.27976	70.72032	33.28137
855	56.31488	24.57273	71.12	33.3366
856	54.0793	24.63799	70.32703	33.4056
857	55.12978	24.96409	70.77848	33.55454
858	57.62636	24.88428	71.36644	33.3241
859	56.2801	24.33429	70.35763	33.32792
860	54.63931	24.60524	70.92757	33.31319
861	53.97259	24.95164	70.5992	33.27506
862	56.05397	24.6609	70.19348	33.45838
863	57.42267	24.80419	70.27374	33.36867
864	54.74856	24.48046	69.95397	33.40742
865	54.83921	24.3784	69.96937	33.41136
866	53.40313	24.62038	70.37449	33.38936
867	51.74556	24.77289	70.60349	33.411
868	55.37984	24.31537	70.82997	33.35721
869	54.28657	24.67822	71.12575	33.33516
870	53.17454	24.56306	70.24867	33.46494
871	54.52824	24.3924	70.52272	33.56628
872	54.78703	24.49588	69.8839	33.52685
873	52.46103	25.16014	69.46852	33.20269
874	53.00169	24.87057	70.04791	33.27518
875	53.05599	24.66644	69.92239	33.3422
876	53.60936	24.2905	69.93752	33.45364
877	54.38067	24.59333	69.86566	33.55641
878	50.73602	24.86084	69.71001	33.5337
879	52.34609	24.65377	70.35666	33.5905
880	56.18379	25.03751	69.05367	33.65216
881	54.75786	24.53442	70.38581	33.40999
882	53.85866	24.61632	69.87284	33.47051
883	53.64318	24.47467	69.68345	33.47771
884	53.26116	24.54246	69.91455	33.59032
885	51.67629	24.63225	69.36223	33.61422
886	53.96191	25.17457	69.92446	33.66779
887	54.45184	24.91357	69.23738	33.55705
888	53.47809	24.4773	69.74467	33.51918
889	54.1453	24.66454	69.35263	33.55724
890	53.02059	24.58489	69.6362	33.58313
891	54.18051	24.48768	69.83983	33.6576
892	53.66407	24.7671	69.94797	33.54814
893	53.10223	24.44694	69.14096	33.54674
894	52.66352	24.42633	68.42269	33.63117
895	54.44734	24.49066	69.55078	33.55953
896	53.77428	24.61465	70.02585	33.58832
897	53.14591	24.73056	70.88926	33.59303
898	51.43464	24.41898	69.61159	33.5262
899	53.18252	24.53754	71.09851	33.54079
900	52.49878	24.47664	70.23877	33.42374
901	50.85109	24.39703	69.57105	33.70657
902	52.39849	24.7336	69.98932	33.60426
903	53.40394	24.66428	69.51747	33.72285
904	52.43342	24.80691	69.50948	33.62175
905	52.77016	24.20711	70.41458	33.52424
906	52.42874	24.34581	69.35103	33.5137
907	51.54062	24.27619	68.59616	33.5427
908	51.79373	24.44207	69.57321	33.52677
909	51.42443	24.336	69.40765	33.59298
910	51.61887	24.39517	68.93547	33.59204
911	51.1072	24.67313	68.75956	33.51443
912	51.52031	24.5477	69.46413	33.55071
913	52.32113	24.75497	69.07406	33.53271
914	50.554	24.67857	68.33167	33.58646
915	50.77629	24.58945	70.11865	33.60145
916	50.98864	24.75512	68.23454	33.65805
917	51.94244	24.72969	69.25371	33.59061
918	51.29494	24.31961	68.97183	33.68141
919	51.66078	24.8933	69.00578	33.6704
920	50.05895	24.6063	68.43019	33.54657
921	50.85675	24.41797	69.14527	33.60899
922	49.76764	24.36477	68.6166	33.70883
923	49.22764	24.37654	68.27457	33.63546
924	48.72519	24.22202	68.16357	33.69788
925	50.12751	24.53021	68.97981	33.61733
926	50.1817	24.47233	68.33779	33.64755
927	48.0655	24.46981	68.58428	33.68742
928	49.61738	24.40739	68.57061	33.69839
929	49.20741	24.54101	67.83949	33.66478
930	47.59929	25.03151	68.8218	33.71357
931	47.98046	24.40151	68.61897	33.7737
932	49.12421	24.58375	68.60842	33.82074
933	48.09132	24.34546	68.76014	33.72524
934	48.68465	24.22283	68.91542	33.71756
935	49.92342	24.00507	68.59649	33.79043
936	52.30869	24.4328	68.8447	33.79158
937	49.23292	24.17264	68.86703	33.7502
938	50.49978	24.19032	68.00354	33.7578
939	45.77137	24.61344	68.59319	33.78636
940	48.02498	24.33328	68.51206	33.83778
941	48.96762	24.4479	68.53245	33.72395
942	48.93313	24.32768	67.76785	33.72951
943	48.38575	24.33631	68.51489	33.712
944	45.1708	23.96163	68.5929	33.6375
945	49.15526	23.97029	68.91244	33.70874
946	48.55206	24.42116	68.73902	33.84028
947	49.38988	24.7449	68.08452	33.70402
948	48.78754	24.43678	68.06996	33.85504
949	47.61886	24.21955	67.80899	33.78809
950	46.33309	24.38445	67.59119	33.83369
951	46.12293	24.10941	67.87792	33.73601
952	48.75175	24.12162	68.43683	33.70945
953	47.31845	23.99351	68.10011	33.77137
954	46.95867	24.31313	68.25659	33.80086
955	47.70007	24.42883	68.16672	33.80522
956	46.39444	24.33624	68.09295	33.66051
957	48.39134	24.28437	67.99088	33.67664
958	47.10026	24.52663	67.44343	33.70047
959	45.33666	24.58727	67.86491	33.66375
960	45.59428	24.20031	68.49937	33.66085
961	45.80059	24.43344	67.3183	33.76132
962	44.90645	24.25747	67.67601	33.74947
963	47.28676	24.24907	67.58341	33.81191
964	46.45724	24.03476	67.77386	33.80502
965	47.38204	24.5584	67.36424	33.69993
966	46.64391	24.11344	67.88143	33.73512
967	46.83765	24.39231	67.69284	33.71668
968	45.83242	24.10944	68.2412	33.79254
969	45.00262	24.35896	68.53243	33.75931
970	45.70301	24.43953	68.49311	33.80341
971	46.32526	24.1094	67.78658	33.70944
972	47.4131	24.05386	68.62236	33.85159
973	48.64823	24.54183	68.2142	33.84603
974	46.67609	24.27752	68.27427	33.76361
975	47.95155	24.24765	67.51032	33.70728
976	44.55872	24.40621	67.50794	33.70579
977	46.1469	24.54137	67.92339	33.68816
978	46.45812	24.23219	67.52313	33.73667
979	46.32935	24.05409	67.89086	33.7416
980	45.12091	24.33542	67.61533	33.70444
981	46.40605	24.24823	67.93195	33.77772
982	44.72589	24.21315	67.70608	33.75963
983	45.48668	24.23419	67.14774	33.7635
984	45.99192	23.95392	66.91202	33.59549
985	48.97037	24.12509	67.23696	33.74822
986	46.57379	23.95581	67.66455	33.71629
987	45.39636	24.19627	67.79633	33.77705
988	45.04024	24.50872	67.5354	33.86138
989	47.29889	24.22785	66.80178	33.72813
990	47.39578	23.85468	67.59579	33.78333
991	46.65498	23.90289	67.02432	33.82001
992	46.03882	24.01759	67.15749	33.84022
993	47.6126	23.92879	67.49554	33.80791
994	45.96585	24.43188	67.68189	33.812
995	44.33543	23.94214	67.12922	33.83005
996	45.27671	24.2298	66.88868	33.82112
997	46.64721	24.0234	65.89999	33.85804
998	45.80973	23.95932	67.46844	33.77193
999	46.50077	24.25333	67.72303	33.77745
1000	47.44215	23.91619	66.69573	33.79847
1001	46.80782	23.86734	67.21923	33.76181
1002	45.09412	24.14516	67.19336	33.74892
1003	46.64686	24.16221	66.63928	33.83147
1004	46.15587	24.05725	66.52235	33.7678
1005	44.50717	24.0667	67.10566	33.82201
1006	45.73338	23.93371	66.73566	33.83972
1007	45.8513	24.00072	65.86238	33.73322
1008	45.71062	23.65592	65.7096	33.72917
1009	44.84501	23.88994	66.56219	33.86324
1010	43.37206	23.74766	66.20682	33.83945
1011	45.59655	23.49738	66.35131	33.75446
1012	45.4895	24.12147	66.142	33.86082
1013	46.29797	24.02181	66.36637	33.81119
1014	46.19807	24.05509	66.03376	33.8876
1015	45.17194	24.03395	66.84356	33.84175
1016	44.57354	23.9369	65.75501	33.86833
1017	47.5342	23.71433	65.78922	33.89846
1018	46.5359	24.5587	66.64881	33.92143
1019	45.14477	23.83238	65.98602	33.87902
1020	44.50305	23.92035	65.5395	33.94732
1021	45.38105	24.02886	66.03819	33.89368
1022	45.88395	23.88731	65.74707	33.94692
1023	46.00035	24.10025	64.6181	34.12668
1024	46.51498	24.03904	66.17171	33.86198
1025	46.14327	23.72212	65.61454	33.95093
1026	45.02364	23.99716	65.66106	33.87161
1027	44.93388	24.36383	65.82925	34.00851
1028	47.40512	23.89393	64.98895	33.93517
1029	45.31154	24.38233	67.12994	33.97129
1030	46.41894	23.9138	65.89683	33.97611
1031	46.02501	24.26624	66.17997	33.94098
1032	45.92722	23.92458	65.88182	33.92054
1033	46.28832	24.29851	66.711	33.97541
1034	46.70024	24.0146	65.52332	34.02241
1035	46.36792	23.54347	66.13958	34.00803
1036	45.31132	23.61297	65.66498	33.96413
1037	46.76164	24.02789	65.60469	33.98557
1038	45.60106	23.8406	65.85843	33.99953
1039	49.0313	24.01845	66.17679	33.9811
1040	45.59983	23.95539	65.44449	34.05057
1041	45.23614	23.91038	65.68754	33.94378
1042	46.63738	23.85611	66.23564	34.06211
1043	47.59113	23.69193	66.57416	34.09029
1044	45.09218	24.0145	65.96855	33.92119
1045	45.34847	23.84131	65.11082	34.01051
1046	45.60887	23.92519	65.97819	34.03636
1047	45.30252	23.87712	65.81628	33.98467
1048	46.29102	23.83173	65.87611	34.09292
1049	46.69764	24.20563	65.44811	34.08549
1050	46.89378	23.6889	65.1312	34.14729
1051	47.94906	23.83409	65.67606	34.17241
1052	48.14843	23.97811	65.74384	33.99886
1053	45.82607	23.89426	65.49813	34.20432
1054	46.28573	23.86706	65.76567	34.11124
1055	43.78745	24.05661	65.88676	34.05289
1056	44.4369	23.88621	64.94763	34.1208
1057	44.88651	23.79863	65.17573	34.06614
1058	44.78523	24.13317	66.71965	34.26416
1059	46.43203	23.91234	64.96893	34.0499
1060	45.72844	24.0796	65.66825	34.10117
1061	47.29573	24.21645	65.70725	34.17147
1062	49.45001	23.98156	64.98418	34.11134
1063	46.73365	23.92953	65.56378	34.07152
1064	45.73203	24.03329	65.53126	34.03993
1065	47.27338	24.05128	65.1142	34.11198
1066	44.40202	23.77356	65.32491	34.15631
1067	47.93511	23.81495	65.62985	34.0582
1068	46.26695	23.89081	65.06531	34.06392
1069	45.78455	24.41468	66.15314	34.12465
1070	45.59424	24.46761	65.8635	34.11156
1071	47.48075	24.35243	65.51351	34.00744
1072	47.48753	23.77287	65.50245	34.06855
1073	47.79539	24.085	64.97314	34.07151
1074	49.42568	24.06231	65.19191	34.15212
1075	48.11831	24.02915	65.70067	34.08674
1076	48.13918	24.00074	65.81324	34.04862
1077	47.5195	23.75438	65.0481	34.05096
1078	47.23214	24.19277	64.96134	34.04036
1079	46.22054	23.67455	65.21827	34.07469
1080	47.54835	23.64115	65.16257	34.10044
1081	49.31373	23.93019	65.39124	34.15758
1082	45.63004	24.20298	65.79134	34.09537
1083	43.79855	23.92949	65.28153	33.99868
1084	45.63323	23.84399	64.95017	34.16086
1085	46.26385	24.00467	63.69517	34.13801
1086	45.41947	24.0029	65.71673	34.24275
1087	47.1684	24.14924	64.25787	34.04398
1088	48.38819	23.93401	65.04778	34.13569
1089	47.08482	23.91587	64.93253	34.11946
1090	47.36306	23.71147	64.69873	34.1408
1091	46.37427	23.93674	64.49499	34.18923
1092	48.40912	23.67717	65.00849	34.13681
1093	46.40523	23.56711	64.46628	34.1219
1094	46.35419	23.6151	65.26944	34.16271
1095	48.5482	23.81494	64.46294	34.19335
1096	49.01464	23.61199	64.99543	34.11585
1097	46.31352	24.34846	65.74974	34.09001
1098	47.3202	24.04148	64.38163	34.14015
1099	46.21529	23.56804	64.37037	34.2084
1100	45.46476	23.83623	64.83636	34.17679
1101	47.07209	24.22377	64.24725	34.2799
1102	47.57006	23.7666	64.52634	34.19316
1103	47.62707	23.92204	64.38753	34.23222
1104	46.6535	23.6066	65.07066	34.17155
1105	46.61283	24.56556	64.98522	34.29675
1106	45.32249	24.20658	64.46655	34.20347
1107	47.58212	23.52652	64.386	34.23111
